emoji_en,label,backtranslated_tweet
"actually my happiness starts from simple things, but somehow i feel tired tired sometimes ,, it would be nice now there was someone who somely stores my hand to walk together up toothards a brighter future state.:worried_face:",Negatif,"Actually my happiness starts from simple things, but somehow I feel lelah and lelah sometimes, it will be fun now there is someone who keeps a little of my hands to walk with me gigi to a better future situation."
":smiling_face_with_hearts: self healing, part 1 :smiling_face_with_hearts: @ benoa, bali, indonesia",Positif,":smiling_face_with_hearts: self-healing, part 1 :smiling_face_with_hearts: @benoa, bali, indonesia"
"we did't even realize we were making memories, we just know we were having fun :smiling_face_with_smiling_eyes: - winnie the pooh - my son toot picture with friends for his memorial book",Positif,"We even didn't realize we were making memories, we were just knowing we were having fun."
"want to change your mobile number in the myindihome application but confused how? relax, no need to worry, mimin spill the following steps. if you are helped by this post, don't forget to share and save it!",Netral,"I want to change your phone number in my home app but I'm confused how? Relax, don't worry, I'm just hiding the following steps."
"it takes a deep talk, so it's not overthinking.",Netral,"It needs a deep conversation, so don't think too much."
"the storyline of the man ""exposure, from debating to smile"" self healing :brain: @ simfoni coffee taste and place",Positif,"The story about the man ""paparan, dari debat hingga senyum"" is based on the story of the man who was born in the village of Puri."
"it's thursday, the closer is to weekend the more anxiety level is heightened up. weird.",Negatif,"Today, Thursday, the closer the weekend gets, the higher the level of anxiety."
"gitasav is not a religious expert, his opinion is his perspective. if someone interprets the opinion he is not right, gpp as long as you don't need to vilify (even with religious excuses). this is a matter of risk of becoming an influencer anyway, must be prepared many pros and cons. he is cool to speak up about many things :victory_hand:",Positif,"Gpp as long as you don't need to make a statement (because of religious reasons). This is a problem of risk becoming an influencer too, you have to be ready for many pros and cons. He is not going to talk about many things:"
"not to make my 2021 recap cos, so much bestie if you look at it",Negatif,"This is not for making a recap of my 2021 because, so many bestes if you see it"
kepo to the max,Netral,Keep up to maximum
"aquarius 2021 self love, self care, self worth (more to the healing side and love yourself)",Positif,"Aquarius 2021 love yourself, take care of yourself, value yourself (lebih untuk sisi penyembuhan dan cinta diri sendiri)"
it is still silent and purapura can't be the most effective so as not to make your own overthinking: (((((((((((((((((((((((((((((((((((((of ((((((((((,Negatif,Still diam and purapura tidak bisa menjadi yang paling efektif sehingga tidak membuat pemikiran Anda sendiri: (((((((((((((((((((((((((((((((((((((((((((((((((((((((((
yeah to spill hahaha,Negatif,"Yeah, I'm going to be a little bit more careful."
"happy birthday my first love, kim taehyung! :party_popper: thank you for bringing so much happiness every single day and for relaying such comforting and healing music that i'm cherish forever. you're the perfect scenery, i love you endlessly:purple_heart:",Positif,"Happy Birthday to my first love, Kim Taehyung!:party_popper: thank you for bringing so much happiness every day and for conveying music that mehibur and menyembuhkan yang saya hargai forever."
enjoy this loneliness while it last. every second of it. gonna miss being here,Positif,I'm not going to be here for a while.
already the most true staycation even though it is still in the heart of the rainy city,Positif,"It's already the best holiday in the world, even though it's still in the heart of the rain city."
"**** morning morning while hearing the song nirvana - something in the way, jol suddenly overthinking thinking about life :moai:",Negatif,"**** this morning listening to Nirvana songs - something on the road, I suddenly think excessively about life:"
nobody: literally nobody: me: i love it when women ....,Netral,There is no one here.
different place different attitude i can't tell which is you asking or you were accusing me **** hoe many kinds of behavior and a little bit tired also to understand it,Negatif,I can't say what you ask or you teach me how many types of behavior and a little lelah also to understand it
"online does not mean any more chatan with the others, bestie. it could be that his cellphone is on the earth.",Negatif,"Online doesn't mean anymore chatting with Yang Yang, best friend."
my bestie:kissing_face_with_closed_eyes:,Positif,I'm not sure.
help rt pinned **** bestie,Netral,Bantu Rt pinned **** bestie
"i'll continue the shopping spree later, feel free to support my pinned tweet while i sleep, gn :beaming_face_with_smiling_eyes:",Positif,"I'll continue my shopping journey later, free to support your tweet while I sleep, gn:"
i need support system :pleading_face:,Negatif,I need a system of support.
what goes around comes around :dna:,Netral,What's going to happen?
terooos overthinking,Negatif,I think I'm going to think too much.
night at night tired of the brain instead of the spirit of overthinking,Negatif,Malam-malam lelah from the brain instead of the spirit of thinking excessively
"it makes my brain overthinking again, where the **** is andin listen to his talk again rendy and mas al haduh alemonggg amsyonggg riot will come again aladin when is on the way ????? of cintaep183",Negatif,"It makes my brain think too much again, di mana si **** is dan listen about his talk again rendy dan mas al haduh alemonggg amsyonggg kerusuhan will come again aladin kapan di jalan ????? dari cintaep183"
**** at this time can't be curious and kepo with ito mima :loudly_crying_face::loudly_crying_face: the address will not sleep to see table tennis,Negatif,I can't be surprised if I'm not here.
"look at flexing people in fact they are looking for disease and can't be grateful, but on the other hand it can also think ""they can really i can't""",Negatif,"Look at the orang yang mengelilingi actually they are looking for disease and can't be thankful, but on the other side they can also think ""mereka benar-benar tidak bisa"""
a photo bomb :camera_with_flash::bomb: @ the resident at puri casablanca,Netral,The bomb photo: camera_with_flash::
"most of the time, we did't even realize which one was pretending or real, and just didn't better. all we cared for is to survive, no matter how. my self. survive. not you. or anyone else.",Positif,"Most of the time, we don't even realize what's going on, and we're not better."
even cnu mentioned chaeyeon on bipo's fanmeeting :) they adored their juniors so much,Positif,Even CNN mentioned Chaeyeon in meeting fans Bipo :) they are very much like junior they
"i wish, there are still a little bit feeling left in my heart to keep you guys around. or else, just show me who truly they are so i could leave them immediely.",Negatif,"I hope, there's still a little feeling left in my heart to keep you around or, just show me who they really are so I can leave them immediately."
the most right healing sleeps bae,Positif,I'm not sure what I'm doing.
staycation impromptu here. departing at half past 11 at night. :rolling_on_the_floor_laughing:,Netral,Staycation Improv here. We leave at 11:30.
kepo ..,Netral,Kepo ..
"a new cellphone for a year has just been troubled, it's hard to charge :( don't have a serious problem, just haven't been fixed error speakers, i have added any more problems, i have a lot of bestie expenses :crying_face:",Negatif,"My phone for a year has just been a problem, it's hard to charge: ((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((("
"sometimes miss even though 24/7, often thinking in the future it will be together or not, it will be able to save one heart on both parties or not even though always annoying but i really miss all the time.",Negatif,"Sometimes I miss you 24/7, often thinking about the future I'll be with you or not, I'll be able to save one love on both sides or not even though it always bothers me but I really miss you all the time."
"mikha angelo - shot, too and more, middle ground, run, stay a while",Netral,"Mikha Angelo - ditembak, juga dan lebih, tengah, lari, stay for a while"
bwat who is still in the same as the hand pump,Netral,But that's not the case.
deeptalk with mas edo knalpot,Netral,Bicaralah with Mas Edo Knalpot
almost one week here. honestly i didn't see the jarom pentoool,Netral,I'm not seeing Jarom Pentoool.
i literally don't like this kind of relationship. it's too boring.,Negatif,I really don't like relationships like this.
"go never to return, to bring uncertain hope. never get tossed around with uncertainty. don't feel sorry, so just go away and never come back do what you should! :yellow_heart:",Positif,"Never go back, to bring hope that is not certain. Never be drawn to the uncertainty."
:rolling_on_the_floor_laughing: santuy really just closes his ears while burning food.,Netral,Santoy is really just closing the telinganya saat membakar makanan.
want to go to kenkooo .. literally so much crying :beaming_face_with_smiling_eyes: short,Negatif,I want to go to kenkooo .. literally so much crying:
good evening to my lovely sweetie baby bestie,Positif,Good morning to my dearest
"maybe my target is a lot that has not been fulfilled at a maximum of this year, there are only a quarter there are only half, some have not at all. but... wait ... look around put ... you're lucky human :pleading_face: sadargasih ...",Positif,"Maybe my goal is a lot of things that haven't been met at the maximum this year, there's only one way to go, there's only one way to go, there's only half, some not at all. But... wait... look at the place... You're lucky man:"
"experience has taught me to know, which one is brother, which one is the friend, which is the best friend, which one is good, and which one is only good children",Positif,"Experience has taught me to know, mana yang is brother, mana yang is teman, mana yang is teman terbaik, mana yang baik, dan mana yang hanya anak-anak yang baik"
"i don't like to have short hair, it's so fast that literally 4 hours after shampooing is already limp:smiling_face_with_tear:",Negatif,"I don't like having short hair, it's so quick so literally 4 hours after sampo's already limp:smiley_face_with_tear:"
"the safe situation is under control, just lgsg to the point y.",Netral,"The situation is already in the middle, the only way to get to the point."
"aight, imma doin smth for a whilesee ya laterplease come by to say hi for me/j: //t.co/fdfo9e4g5g",Netral,"Eight, imma doin smth for a while till see you later please come to say goodbye to me / j: //t.co/fdfo9e4g5g"
i love working out to push away that anxiety cloud in my day!,Positif,I like to be able to do sports to encourage anxiety in my day!
crush replied your story:,Netral,Crush answered your story:
"just like the same discussion about the criticism of one of the governors regarding the flood, but the opponent the discussion opponents in the facts instead talled, denial, and the word that can be taken, the criticism of the solution is the solution, the empty barrel .. sad bner ama mindset millennial people now",Negatif,"Like discussion about criticism of one governor about floods, but opposite discussion against facts in reverse Dihitung, penolakan, dan kata yang dapat diambil, kritik dari solusi adalah solusi, tong kosong .. sad bner ama pemikiran milenial orang sekarang"
"tell us about yourself 1. ferdi 2. just kepo lau 3. a thousand miles 4. 38,128 photos 5. wa, twit, ig 6. g 7. tanjung **** university 8. :Indonesia: 9. - 10. - 11. debt-ers, fakers 12. twenty twenty 13. travel, culinary, 14. 2 meters less 5 cm drop an emoji, i'll send you the question.",Netral,"Ceritakan tentang diri Anda 1. ferdi 2. hanya kepo lau 3. seribu mil 4. 38.128 foto 5. wa, twit, ig 6. g 7. tanjung **** universitas 8.: indonesia: 9. - 10. - 11. berutang, pemalsu 12. dua puluh dua 13. perjalanan, kuliner, 14. 2 meter dikurangi 5 cm drop emoji, saya akan mengirim anda pertanyaan."
otw healing:face_with_hand_over_mouth:,Positif,The healing of the face:
"not considered a child, santuy, the time is not considered a girlfriend to be upset, weak",Negatif,"I'm not considered a child, I'm not a child, I'm not considered a girlfriend, I'm not a child, I'm not a child, I'm not a child, I'm not a child, I'm not a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'm a child, I'"
when your bestie is your mom:handshake:,Positif,When your best friend is your friend.
"maybe the stiffness of the firing event is a shooting event. but clearly, you want to shoot you, there must be certainty. don't forget that, bestie :relieved_face::relieved_face::relieved_face:",Netral,"Maybe something happens that happens that happens that happens. But clearly, you want to kill you, you have to be certain."
not healing but so dizzy..:smiling_face:,Negatif,Not as good but very pussy.
"spill of your eid cake, please lur",Netral,I swear I'm not a fan of you.
iki narcissistic boy :face_with_tears_of_joy:,Netral,Anak laki-laki narsis ini: face with air mata sukcita.
"these are superlative secret society dao, the community take part on the voting on which direction the project wanna go, and repus is the upcoming drop after superlativess ... so we decide how we want repus to be drop, how cool is that that wagmi :rocket:",Netral,"This is a superlative secret society, the people taking part in the pemungutan suara di mana arah proyek ingin pergi, dan repus adalah drop berikutnya setelah superlativitas... so we decide how we want to repus untuk drop, how cool it is wagmi: roket:"
this is the one who made it added overthinking,Negatif,"(Verily, this is the Qur'an which makes it) (as) the Prophet saw."
the best healing is home home,Positif,Penyembuhan is the best house
good on spill just png kyni,Negatif,"Okay, I'm going to spill the beans."
i swear just know. and they call it as 'healing' ????????? crazy person,Negatif,"I swear I just know. And they call it ""penembuhan""?"
생일 축 하해 김태형 :partying_face::snowflake: long live and healthy always thank you so much for giving so much inspiration to armys around the world. enjoy the end of the year holidays #방탄 소년단,Positif,Birthday celebration: party_face::snowflake: live long and healthy always thank you very much for giving inspiration to the army of the whole world.
healing in the ceunah room,Positif,The Commission shall adopt the following measures:
overthinking spirit !! so it's not surprised if it's really bitter,Negatif,I think it's too much to ask.
want to not spill,Netral,I do not want to go to Bercerai
"so like this, the oil rig design competition continues to lose like that with the kating team, investigate a co -investigation team kating rich copy 70% details2 design oil rigs have gt overseas in intenet literally copypaste because it is designed in the same application :slightly_smiling_face:",Negatif,"So like this, competition designing rig oil continues to lose like it did with Tim Kating, I investigate team co-investigation Kating copy kaya 70% detail2 design rig oil gt in foreign country in the internet literally copypaste because designed in the same application:"
2021 told to bear the emotional burden of people who were told to healing but don't want to? no wayyyyyyyyyyyygood luck then! *dadah-dada*,Negatif,2021 told me to bear emotional burdens orange yang told me to break up but don't want to?
"really ""need support systems that support each other, encouraging each other, always there to chat/listen to the story. anyway, sii who is always there when each other needs.",Negatif,"""Memang needs a system of support that supports each other, encourages each other, always there is for mengobrol/mengamati story."
morning weekend playlist 1. caviar 2. my way 3. chuck while wash thw dishes and clothes ... yeah :face_with_tears_of_joy::fire::fire::fire::face_with_hand_over_mouth:,Positif,I'm going to play this game for the next few days.
"i was so fun watching frozen 2, until i forgot if this is maljum. does the devil feel insecure / overthinking? or so ice because of elsa frozen ?? :snowflake::snowman::man_bowing_light_skin_tone:",Positif,"I'm so happy watching Frozen 2, until I forget if this is Maljum."
the thing that can't be overthinking in: what people say gapake think first,Netral,Hal yang tidak bisa terlalu banyak dipikirkan: what yang orang katakan gapake berpikir pertama
"nongki is here first, yes, gaess with white white x dead cengkareng br jg 1 week from villa dh just miss me :face_blowing_a_kiss::smiling_face_with_hearts: trimaksh bestie who always miss me :smiling_face_with_open_hands:",Positif,"nongki come first, yes, gaess with white white x mati cengkareng br jg 1 week from villa dh hanya merindukan saya: wajah_berbangkit_ciuman:: smile_wajah_dengan_hati: trimaksh bestie yang selalu merindukan saya: smile_wajah_dengan_tangan_buka:"
spill song mellow please,Netral,Tombol lagu soft please
another way of healing how i ... work harddrink fresh,Positif,I'm not going to tell you how I... work hard and drink fresh.
overthinking again .. • headche it's been a long time,Negatif,thinking excessive again .. • sakit kepala sudah lama
"literally shook, bretman .... cri",Negatif,"Really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really, really,"
"sangking santuy and hope for a holiday. - there is an afternoon class but forgot, fortunately canceled. - there is a night exam but remember now. :upside-down_face:",Negatif,"- I have a class, but I forget, and I'm not going to be able to do it."
"mother says: the woman cheaters use the heart and the feeling while the man uses his ****, so it is rare for the man to break up first",Negatif,"I said: ""Woman penipu uses hat and feeling while man uses ****-nya, so rarely give man to break up first""."
"eid manifesting next year going home to the in -laws' house, aamiin:folded_hands:",Positif,"Idul Fitri tahun depan go home to the house of mertua, aamiin:folded_hands:"
thx bestie,Positif,This is the best
getting a collection together slowly but surely .. only the one's appreciate art and creativity. get out the way .. if this not your way !!! @ self nft art,Netral,Get collected together slowly but surely .. just one thing that appreciates art and creativity . Get out of the way .. if this is not your way !!! @ self nft art
even though you have read all of my writing because you don't care anymore. i am fine. i feel relieved every time i write a sentence for you.,Positif,Although you have read all my writings because you don't care anymore I'm fine-okay I feel like a lega every time I write a sentence for you
"answer with the hashtag , or and tag bestie to join too! psst, besties with the 5 best answers can be hampers from emina, the winner is announced on november 9, yes!",Netral,"PSST, bests with 5 best answers can be a hambatan from Emina, winner announced on November 9, yeah!"
jogja unknown journey .. jogja city tour healing fresh .. with yes! tour jogja,Netral,I'm not sure if I'm going to travel to the city of Jogja.
santuy but sure @ sekuro village beach resort,Positif,Santuy tapi yakin @ sekuro desa pantai resort
not friends ... not no bestie ... just know because of my head :sleepy_face: initially .... but.... who knows until it can be familiar and finally become foreign:sad_but_relieved_face: more to self -introspection now now. without each other let alone greet each other or even be blocked by all social media. thanks,Negatif,Not friends... not bestes... just know because of my head:::sleepy_face: initially .... but.... who knows till can become acquainted and finally become a stranger: sad_but_relieved_face: more for introspection diri sekarang sekarang. without one sama sama lain apalagi saling menyapa atau bahkan diblokir oleh semua media sosial. thanks.
healing-healing is poor,Negatif,The first is the following:
jdag 2022. my works are currently displaying at 7 big spots around jakarta. have u see one of em? let me know :victory_hand:,Netral,Jdag 2022. my work is currently being shown in 7 places around Jakarta.
time for healing :sparkles:,Positif,Time for the next session:
chimi kepo :face_with_tears_of_joy:,Netral,Chimi kepo: face with air mata sukacita
the best healing is; with a tighten and grateful.,Positif,"That is the best of forgiveness, and that is the forgiveness of sins."
planning to reduce the frequency of roads2/staycation in 2021 can?,Netral,Planning to reduce the frequency of road/travel in 2021 can?
"thank you all who have been guessed in this leg 1, see you again in leg 2 yes brodie & amp; bestie :smiling_face_with_heart-eyes: @ cilacap regency",Positif,"Thanks for everything you've done in kaki 1, see you again in kaki 2."
"loving it, why is it, osterthinking.",Negatif,"Menin, kenapa, Osterthinking."
so kepo,Netral,So this is Kepo
"i ""ll be online late tonight around 8 pm gmt+7 on my youtube channel",Netral,I'll be online this evening around 8pm GMT+7 on my YouTube channel
"deep heart, can't you swim even you're can. cause not feel same like deep ocean:broken_heart:",Negatif,I'm not feeling the same as the sea.
"hi my partner , thank you for your cooperation in 2020 :smiling_face_with_open_hands::smiling_face_with_open_hands: hopeful 2021 will be even better, amen :smiling_face_with_halo: @ hiba center klender",Positif,"Hai mitra saya, thanks for your cooperation on 2020: smiling_face_with_open_hands:: smiling_face_with_open_hands: semoga 2021 akan lebih baik lagi, amin: smiling_face_with_halo: @ hiba center klender"
"if you think about it again, thirsty for affection, can't accept inequality, overthingking, anxiety, everything appears after brokenhome.",Negatif,"If you think about it again, haus untuk kasih sayang, tidak dapat menerima ketidaksetaraan, overthinging, anxiety, everything appeared after a break-up house."
"overrateeddd click with the product, but he likes it, he seems to bend to all the public figures who are undergraduated so that my boss needs other references, sobbb",Negatif,"Overrated clicks with the product, but he likes it, he seems to be scrambling for all the public figures who are graduating so boss I need another reference, sobbb"
self healing really listening to fadly padi singing :),Positif,penyembuhan diri benar-benar mendengarkan padi yang memudar nyanyian :)
"have you ever known you to be grateful, you can know him? kek ""u're spcial to me"". until i was afraid of losing that person, even we know people coming n go, just for the departure of him we are never ready. huft",Positif,"""You're special to me"". Until I'm afraid of losing it, even we know people will go, the only way to leave it we're never ready."
healing sek :face_with_hand_over_mouth:,Positif,I'm going to make a face with my hands on my lips.
early in the morning of overthinking breakfast is me.,Negatif,I think that breakfast is my morning.
i'm improving while you moving backward :rolling_on_the_floor_laughing: seeeeesh,Positif,I'm getting better while you move backwards rolling on the floor laughing
"when i saw drawing daddies against malaysia, why am i so scared, eh even win. it's my opponent's turn to santuy eh, he knows like that :loudly_crying_face:",Positif,"When I saw Drawing Daddies against Malaysia, why am I so scared, eh even win."
":check_mark_button: garage there is already an existence of the street there is driving, i can do i ... sim adapengen upgrade car to a newer version so that you can get a more qualified safety feature. prefer to buy cash so that it doesn't have a lot of debt and because the selling car is down.",Positif,"Check_mark_button: garage already exists on the road there are some people, I can do I ... sim adaptengen mobil upgrade to the new version so you can get features security that are of a better quality."
very wrong :yawning_face: cold wrong welcome is also wrong whatever you want :unamused_face:,Negatif,I'm not sure what you want.
random of healing:sparkles::red_heart::smiling_face_with_hearts: @ special region of yogyakarta,Positif,Random healing: sparkles::red_heart::smiley_face_with_hearts: @ daerah khusus yogyakarta
"i am obsesed with my new tatts .. to the point that everytime i wake up and see that .. i'll be liked ""damn gurl u are hot af !!!""",Positif,"I'm obsessed with my new tattoo.. till every time I wake up and see that.. I'll be like ""Sayang gurl Anda panas !!!"""
"spill hotel budget 100-200 in jogja **** kotaan city area, car park, two-way road access, if possible that is not a dense/congested area. thank you ~",Netral,"Split hotel budget 100-200 di jogja **** kotaan area kotaan, parkir mobil, akses jalan dua arah, jika mungkin itu bukan daerah padat / padat."
i'm tired of overthinking,Negatif,I'm thinking too much.
trust issues be lyke:clown_face:,Negatif,Problem is that I'm not a clown.
yik staycation :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:,Positif,Staycation: beaming_face_with_smiley_eyes::beaming_face_with_smiley_eyes:
wow morning it's already overthinking,Negatif,"Wow, this morning I'm already thinking too much."
"maybe the calendar in the calendar is all black. workaholic, maybe die tu bestie",Negatif,Maybe the calendar of the calendar is all black.
"supervision of friday night buffer zone, stopper manifest, validation of ppdn documents to bali, free antigens special special logistics transportation & amp; supervision of prokes loading and unloading passenger transportation. validation of logistics transportation to bali remains at the sritanjung terminal. the check point banyuwangi",Netral,The following are the official statistics of the country of origin of the goods:
jalan santuy @ citraraya,Netral,Jalan Santuy @ citraraya
still kepo,Negatif,Still a keepo
"problems to be mature. the more difficult it is to believe in other people, the more difficult it is to find the ties, always overthinking and insecure afraid of not being able to accept this self.",Negatif,"The more difficult it is to believe in others, the more difficult it is to find the truth, always thinking excessively and not being sure of fear cannot accept this."
"if i'm a wrestler :alien: i wild play daftunk - around the world and walk & amp; dance like an alien :vulcan_salute: ""i come in peace to rip your head off""",Netral,"If I am a pejuang: Alien: I play a liar - traveling the world and walking & menari seperti alien: Vulcan_salut: ""I come with peace to merobek your head"""
"the issue of prices rises, this difficult life, not enough if you only use direct assistance, not enough. the people need policies and regulations that are pro -people not pro -corporate bestie! with the khilafah is entrusted",Negatif,"The problem is that the price is rising, the life is difficult, it is not enough if you only use direct help, it is not enough."
"how in the world this person can see pastry over there, i can even see it",Netral,"How can this orang see cake di sana, I can even see it"
thank you support systems,Positif,Thanks for the support system
gbt bgt bestie,Netral,I'm the best
"snsd comeback, the first time i took the teaser photo taeyeon :red_heart:",Positif,"Snsd come back, first time I take a photo teaser"
what the heck is a person really kepo :expressionless_face:,Negatif,What is this?
"oh yeah good news, now russia actually have casus belli to all e.u country lol",Positif,"Oh ya kabar baik, now Russia really has Casus belli for all the countries of the EU lol"
the drip of anjir becomes bestie forever :loudly_crying_face::folded_hands_light_skin_tone:,Negatif,I'm going to be a best friend forever.
:police_car_light: we added 2 ultra rare traits last minute - the blue and red bandana. only 6 of each in the entire series :blue_heart::red_heart:last ​​chance to get on wl 1 which starts mining tomorrow - 3/1 at 7.07 est! go to now! cut off for wl 1 is at 5pm est 3/1.,Netral,Police car light: we added two qualities ultra rare last minute - bandana biru dan merah.
it's not cool if you don't make org overthinking:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Negatif,It's not cool if you don't make people think excessively: rolling_on_the_floor_laughing:: rolling_on_the_floor_laughing:
"do you want a friend, if you want to do anything in my house, still santuy ~ :beaming_face_with_smiling_eyes: the thing is i use the ""speed ​​on demand"" add-on service from indihome. this service makes it easy for me to upgrade.",Positif,"Do you want to be friends, if you want to do something at home, still sanctuary ~: beaming_face_with_smiley_eyes: this time I use ""speed on demand"" service add-on from the indihome. this service makes it easier for me to improve."
healing ndasmu,Negatif,I'm going to make a mistake.
"no no no .... if this is the case, it makes mas gilang win. when i said it was just enough for other people to block it and don't spill who is fast. duh ... :upside-down_face: it could be that this double plot twist ... :rolling_on_the_floor_laughing: i don't know, bagas even play with gilang ... :rolling_on_the_floor_laughing:",Netral,"Tidak tidak.... if this is the case, it makes me win. When I say it's enough for others to block and don't think who's fast. duh ..."
"""during the past eleven days here in the muslim world, i have eaten from the same plate, **** from the same glass, and slept in the same bed (or on the same rug)-while praying to the same ****--with fellow muslims ... "" - malcom x",Netral,"""Selama sebelas last day of the Muslim world, I have eaten from the piring yang sama, **** from the glass yang sama, dan sleep in the tempat tidur yang sama (atau on the carpet yang sama) - while praying to **** yang sama - with fellow Muslims ... "" - Malcolm X"
"the sad and healing word now in bali is ""thank you for a vacation to bali""",Positif,"Kata yang menyedihkan dan menyembuhkan sekarang di Bali is ""Terima kasih atas liburan ke Bali"""
kepo ih 2021 met anyone's new person,Netral,I'm going to meet someone new in 2021.
"congratulations to yourself, he has recovered from a very difficult wound to cure it by making it happy, namely the best healing of vitamin sea :face_holding_back_tears::face_holding_back_tears:",Positif,"Congratulations to myself, she has recovered from her injury which is very difficult to cure with making her happy, which is the best cure of vitamin laut:face_holding_back_tears::face_holding_back_tears:"
:smiling_face_with_halo::smiling_face_with_open_hands::party_popper::confetti_ball: it's been for a while ...,Positif,:smiling_face_with_halo::smiling_face_with_open_hands::party_popper::confetti_ball: already some moments ...
often promo yes bestie :blue_heart:,Positif,I'm not sure.
spirit for us ldr bestie :flexed_biceps_light_skin_tone::black_heart::relieved_face:,Positif,I'm not sure what I'm saying.
"i'm sick with jae voice, actually i love deep voice but when i heard his voice soft and light my taste is change :pleading_face::red_heart:",Positif,"I'm sick of the sound of Jay, actually I like the sound of yang deep but when I hear the sound of soft and light my feeling changes:"
receive inpo healing sampek on may 11 :smiling_face_with_smiling_eyes:,Netral,The following information was received on 11 May:
how come i am the same as mba seeun,Netral,How am I with Mba Seun
"take care of bestie, as a result, 2 days staying rs don't go home. but the important thing is that my bestie is recovered.",Positif,"I'm going to take care of the Beast, so I'm staying two days and I'm not going home but it's important that the Beast recovers."
"""grace, if you smoke a lot, the lungs will be broken,"" it's the point my love.",Negatif,"""Kasih sayang, if you smoke a lot, paru-paru will break"", itu yang menjadi intinya, sayangku."
"in a couple days, too much questions that come around in my head ... and i don't know how to find the answer ..... - 20201230",Negatif,"In a few days, too many questions that arise in my head ... and I don't know how to find the answers ..... - 20201230"
bestie ****,Netral,The beast
happy weekend .. !!! let's stay at with prices starting from idr 225 k nett for information and reservations :telephone:+62 361 763318 :speech_balloon:+62 819 53358118,Positif,Good luck with the weekend .. !!! let us stay in the price starting from IDR 225 k net for information and mail: telephone: +62 361 763318:
just staycation? bored too at home mulu,Netral,I'm also tired of the house.
"online selling optimization with coach cool, santuy & amp; a lot of meat @ pandegelang banten",Positif,"Sales online optimization with coach keren, santuy & amp; banyak daging @ pandegelang banten"
"the bad nature of the bad character attached to humans, among others: narcissistic/ crazy respect and praise, corrupt likes to steal/ ngemplang, racist, selfish, adulterers, mendla miele, like lying ... that trait has no relationship with the religion tolerance, peace, justice",Negatif,"The characteristics of evil that are inherent in human beings, among others: narcissism / crazy respect and praise, corruption, corruption, corruption, racism, selfishness, perzinahan, mindlessness, such as lying ... the characteristics of evil have no relation to religious tolerance, forgiveness, and justice"
"after healing happy ""all day, his mind is over then i",Negatif,"After I've found a happy ""sepanjang hari, pikirannya sudah berakhir maka saya"""
"behind my fatigue, there are supervisors who are authoritative, there are colleagues who are so warm, there are couples who become extraordinary support systems that never have problems with my hobbies and work even though they do not go home for days without signals. in the past, everything felt complete and filled ~",Positif,"Behind my back, there are some people who are lost, some people who work with me who are so warm, some people who have a wonderful support system who have never had a problem with their hobbies and jobs, even though they do not go home without a signal."
"page 366 of 366 this year still became a rollercoaster to me, even most of the time are just about sitting in my own room. i know it's a bad ending for me cuz of my fellow hdd geot broken, but i hope that a symbolic sign for ""something better",Positif,"Page 366 of 366 this year is still a rollercoaster for me, even most of the time I'm just sitting in my own room."
"people come and go, literally .... :man_shrugging:",Netral,"Orang datang dan pergi, literally ...."
already strolling around on minecraft haha ​​.. it doesn't make me far,Netral,I've been walking around in Minecraft haha .. it doesn't make me far away
"your project is very good, i hope your project can be successful and successful in the future, i also hope the community can grow even bigger tara now",Positif,"I hope your project can be successful and successful in the future, I also hope the society can grow bigger Tara now"
especially if it's overthinking :pleading_face:,Negatif,Terutama if you think too much:
"no need a lot of bestie, just have 2 or 1 friends who are more than sodara:pleading_face:",Netral,"I don't need much, I only have two or one friend who is more than a sodara."
"sorry for spamming, just feeling little overwhelmed",Negatif,"Sorry I'm not spammy, I just feel a little bit nervous."
to the heart actually really helps me to tough to get thruu all the problems in this life :face_with_tears_of_joy:,Positif,To have really helped me to have difficulty to go through all the problems in this life:
healing,Netral,penembuhan
probably a biggest moment for . :heart_suit:,Positif,Maybe it 's the biggest thing .
when i wake up checking the cellphone ad number is unknown to call 2x when stgh 12 and stgh 1. make people overthinking ajee :face_with_rolling_eyes:,Negatif,When I wake up to check the number of mobile phone ads I don't know how to call twice at 12 and 1.
"o allah, can this crush usually stop by dreams.",Netral,"Oh God, is this usually a dream stop?"
apparently there,Negatif,Tampaknya ada di sana is the first time I've seen it.
the secret of happiness is to count your blessings while others are adding up their trouble. - william penn *devo*,Positif,The secret of happiness is counting your blessings while others add to their problems.
the best healing is to eat spicy until ulcer,Negatif,The best way to make money is to eat until you're sick.
