emoji_in,label,backtranslated_tweet
jam segini banget overinking nya? :face_with_spiral_eyes:,Negatif,Jam Segini banget overinking nya?
"saya tahu saya jahat. karena saya mengharapkan sesuatu. saya membantunya dengan sekuat tenaga, karena saya mengharapkan sesuatu. bagi saya untuk menjadi pilihan anda lagi. saya pikir saya mencintainya, tetapi ternyata jika saya berpikir seperti itu, itu bukan cinta. itu obsesi.",Negatif,Aku tahu aku jahat karena aku mengharapkan sesuatu aku membantu dengan upaya terbaikku karena aku mengharapkan sesuatu beri aku menjadi pilihanmu lagi
"dear myself terima kasih atas semua hal yang telah anda lakukan pada tahun 2021 ... kuliah, 2 volunteer memikat, kerja, pemuda pelayan & amp; anak -anak, nyiapin kkn sendirian dan kerja .. jujurly belakangan ini secapek dan sepadat itu: ') terima kasih sudah bertahan sejauh ini dgn luar biasa :) halo 2022, bersikaplah baik! :)",Positif,"Sayang diri saya terima kasih atas semua yang telah Anda lakukan di tahun 2021 ... kuliah, 2 relawan memikat, kerja, pemuda pelayan & amp; anak -anak, nyiapin kkn solo dan kerja .. jujur belakangan ini secapek dan sepapat itu: ') terima kasih sudah bertahan sejauh ini dengan luar biasa :) halo 2022, baik-baik saja! :)"
kemarin hari ketiga masuk kerja post covid. trus td malem badan gw rasanya capek bgt. pas ditelpon suamik sampe gak bs ngomong apa lagi trus cuma bs nangis krn saking capeknya. mood jg gak kayak biasanya. agak kewalahan dgn semuanya :person_getting_massage:,Negatif,Kemarin adalah hari ketiga saya pergi bekerja setelah Covid. Meskipun malem-malem saya merasa lelah bgt. tidak di telepon suamik sampai tidak bisa berbicara apa lagi trus cuma bs menangis karena kelelahan. suasana hati jg gak kayak biasanya. agak kewalahan dgn semuanya:person_getting_massage:
apapun :relieved_face::relieved_face::relieved_face: !! biar tua2 gini sumbangsih utk negara gede..pajaknya mahal :squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue:,Negatif,: whateverrelieved_face::relieved_face::relieved_face: !! biar tu2 gini sumbangsih utk negara gede..pajaknya mahal:squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_face::squinting_face_with_tongue::squinting_face_with_face::squinting_face_with_tongue::squinting_face_with_face::squinting_face_with_face::squinting_face_with_face::squinting_face_with_face_with_tongue::squinting_face_with_face::squinting_face_with_face::squinting_face_with
"rekomendasi buku bacaan ****, barat healing",Netral,"Buku rekomendasi membaca ****, penyembuhan dari pilek"
secara harfiah saya saat menghindari semua orang :upside-down_face:,Negatif,Aku tidak akan mengatakan apa-apa.
saya menyaksikan berita tentang agresi yang semakin keras terhadap asia-amerika ini sejak covid-19 pecah. dan banyak orang gila yang sebenarnya menargetkan orang tua. amerika tidak pernah gagal untuk mengesankan.,Negatif,Saya telah menyaksikan berita tentang agresi yang semakin parah terhadap Asia-Amerika sejak wabah COVID-19.
"urusan terlalu banyak berpikir, aku jagonya.",Negatif,Aku tidak yakin.
ya. masalah kepercayaan dari jaman kecil ampe skrg. ga percaya ma laki2 dlu ampe pernah mkir gamau nikah. gegara pnya bapak selingkuh didpn mata. hmm sedyeh taruhan ya hidru dgn trust issue. sakitnya msh smpe skrg berasa dah,Negatif,"Ya, masalah kepercayaan dari masa kecil sampai sekarang."
besok otw staycation di kampung halaman. gak boleh mudik dan pulu kampung guys. bolehya berwisata.,Negatif,Besok kita tinggal di Kampung halaman. Aku tidak bisa kembali dan aku tidak bisa kembali ke Kampung guys.
sesi penyembuhan reiki dan chakra di bali ... hanya wow. saya menangis tanpa tujuan hanya melepaskan!,Positif,Aku menangis tanpa tujuan untuk melepaskan!
saya benar -benar bertanya kepada waraga kost yang sialannya adalah xabiru dan dia anak siapa:face_with_tears_of_joy:,Negatif,Aku benar-benar meminta warga kost yang sialannya adalah xabiru dan dia anak siapa: wajah_dengan_teri_kebahagiaan:
bedakan apa itu melaangkan waktu dan panya banya waktu luang :relieved_face: lalu anda tahu mana yang lebih berharga.,Netral,Aku tidak yakin apa yang terjadi di sini.
"bahkan diluar udah jedug jedug kembang api, aku tdk bergeming meninggalkan kasur dan melepas headset ini.",Netral,"Bahkan jika aku tidak berada di sana, aku tidak akan meninggalkan Kasur dan Melepas headset."
sebenarnya tenggelam.,Netral,"Sebenarnya, itu Tenggelam."
di sini saya pikir serangan di musim terakhir titan akan menjadi acara yang paling banyak dibahas di twitter tidak benar -benar euforia,Negatif,Saya pikir musim terakhir Titan akan menjadi acara yang paling banyak dibicarakan di Twitter.
secara harfiah bergabung dengan vip wetv utk kug aja gini nih jadinya awokwok,Netral,Secara harfiah bergabung dengan VIP wetv untuk kug aja gini nih jadi awokwok
dispatch nge spill spa yah wkwkwk,Netral,mengirim nge spill spa ya wkwkwk
"kalo kamu bilang apa yg ku lakuin itu ga jelas, bagiku itu self healing.",Positif,"Jika kau bilang apa yang kau lakukan itu tidak jelas, bagiku adalah penyembuhan diri."
"setelah 1 tahun lebih tidak menikmati senja di smanis, sejujurnya saya sangat merindukan tho :relieved_face:",Positif,"Setelah 1 tahun lagi tidak menikmati senja di smolis, sejujurnya saya sangat merindukan tho:"
"sebenarnya, saya memiliki lingkaran. tapi entah kenapa cuma nyaman ngomong di satu-dua orang teman yang ada di circle itu. circle cuma bikin cape, semakin banyak org di circle itu, semakin aku beradaptasi, makin keluar energi. tapi itu jalan buat dapet satu-dua temen yang nyaman itu.",Negatif,"Sebenarnya, saya memiliki lingkaran. Tapi entah bagaimana itu hanya nyaman berbicara tentang satu atau dua orang yang berada di lingkaran. Lingkaran hanya membuat jubah, lebih banyak orang di lingkaran melakukannya, lebih banyak saya beradaptasi, mendapatkan lebih banyak energi."
bobok seharian adalah pemberian bagi mamak:relieved_face:,Positif,Bobok seharian adalah bahasa Persia.
spill akunnya aja biar netijen bersilaturahmi kesana .. hahahahha:grinning_squinting_face:,Negatif,Biarkan netizen mendapatkan saya di sana .. hahahahha: senyum_squinting_face:
pengunjuk rasa keluarga medis ditangkap dari belakang saat memprotes secara damai,Netral,pengunjuk rasa keluarga medis ditangkap dari belakang saat memprotes damai
"berhenti dan lihat sekeliling:relieved_face: @ bali, pulau surga.",Netral,"Berhenti dan lihat di sekitar: wajah lega: @ bali, pulau surga."
staycation ..,Netral,Tempat tinggal ..
".... meskipun saya bukan orang yang dipilih yang akan menemani anda pada saat yang bahagia, setidaknya ketika anda sedih, saya akan memeluk anda dan menjadi tempat bagi anda untuk bersandar ....",Netral,"Meskipun aku bukan orang yang dipilih untuk menemani Anda pada hari-hari bahagia Anda, setidaknya ketika Anda sedih, Aku akan mengingat Anda dan menjadi tempat untuk Anda menghabiskan...."
tuhan tidak ada kesempatan bagiku untuk pergi ke sana. hatiku tidak bisa begitu saja melupakannya meskipun berkali -kali realitas menghancurkan hatiku,Negatif,Tuhan tidak memberi saya kesempatan untuk pergi ke kesehatan. Aku membencinya. Aku tidak bisa mengingatnya.
"tepat ketika anda mengira mereka mencapai kemenangan puncak melawan raptors, mereka melakukannya lebih baik melawan jazz panas-merah !!!!!!",Positif,"Saat Anda berpikir mereka menang di atas melawan Raptors, mereka melakukannya lebih baik melawan jazz hot-merah !!!!!!"
saya bahkan tidak mengarang ini bener bener setiap hari ke canggu ya ampun,Netral,Aku bahkan tidak makan ini benar-benar benar setiap hari
"etimologi ""tanaman reed"" untuk dibaca .. tetapi bahkan musa dan israel keluaran dari mesir .. mereka melintasi ""laut reed"" atau laut merah .. fakta yang salah. tanaman buluh diproduksi untuk kertas longtimeagos .. manuscrips kuno.",Netral,"Etymologi ""tanaman reed"" adalah untuk membaca .. tapi bahkan Musa dan Israel keluar dari Mesir .. mereka melintasi ""laut reed"" atau laut merah .. fakta yang salah."
ya allah crush smaku posting foto lucu banget :loudly_crying_face::loudly_crying_face:,Positif,Ya Allah menghancurkan smaku posting foto lucu banget: keras_nangis_wajah:: keras_nangis_wajah:
dahlah ga mau overhinking lagi perutku sakit,Negatif,Aku tidak akan berpikir berlebihan lagi.
jujurly :folded_hands_light_skin_tone:,Netral,Sebenarnya: lipat_tangan_cahaya_kulit_tone:
entah bagaimana saya tidak bisa melihat,Netral,Aku tidak tahu bagaimana aku tidak bisa melihat
terlalu banyak berpikir lg ajggggggggggg akue meh lali kr rupamu lah kok teko neh maksudmu opoooooo:loudly_crying_face::face_with_steam_from_nose::loudly_crying_face::face_with_steam_from_nose:,Negatif,Terlalu banyak berpikir lg ajggggggggggg akue meh lali kr rupamu lah kok teko neh maksudmu opoooooo:
"ketika sahabat anda bertanggung jawab untuk mengambil photoshot virtual selama webinar, dia akan sangat sadar klo u baru bangun :rolling_on_the_floor_laughing:",Netral,"Ketika teman Anda bertanggung jawab untuk mengambil foto virtual selama webinar, dia akan sangat menyadari ketika Anda baru bangun: rolling_on_the_floor_laughing:"
penyembuhan kita healing,Netral,Penembuhan kita penyembuhan
penyembuhan spiritual di bali adalah salah satu perjalanan roh yang sangat direkomendasikan yang harus anda alami. jro mangku eka sukawati adalah penyembuh bali dengan penyembuhan energi konsep. metode jro mangku eka healing termasuk menghilangkan semangat buruk meningkatkan cakra point dan kundalini,Positif,"Penyembuhan spiritual di Bali adalah salah satu cara untuk menyembuhkan, termasuk untuk menghilangkan roh jahat, untuk meningkatkan titik chakra dan kundalini."
"kalo siang main hp scroll twtter aja bisa ketiduran, kenapa kalo malem susah sekali ketiduran ya bestie",Negatif,"Jika kau tidak bisa melakukannya, mengapa kau tidak bisa melakukannya?"
rasisme bukanlah pendapat. rasisme tidak akan ditoleransi. berdiri bersama semua orang dan setiap di seluruh dunia.,Positif,"Rasisme bukan pendapat, rasisme tidak akan ditoleransi, berdiri bersama semua orang dan semua orang di seluruh dunia."
"jadi, cara kita menggunakan topeng kita hari ini mungkin akan 'aneh' bagi mereka yang akan hidup di tahun 2124.:expressionless_face:",Negatif,"Jadi, bagaimana kita menggunakan topeng kita hari ini mungkin akan menjadi 'satu' bagi mereka yang akan hidup di tahun 2124."
:smiling_face_with_hearts::face_with_hand_over_mouth:ad yg mau jd bestie ogut kagak ye:two_hearts::beaming_face_with_smiling_eyes:,Netral,:smiling_face_with_hearts::face_with_hand_over_mouth:ad yang mau jd bestie ogut kagak ye:two_hearts::beaming_face_with_smiling_eyes:
entah memang ada yang kepo tingkat dewa atau insecure terolak menjadi overinking:thinking_face:,Negatif,Aku tidak tahu apakah ada tingkat dewa atau terolak yang tidak aman menjadi terlalu berwarna: berpikir_wajah:
"biasananya jam 1 baru tidur, tadi jam 10an nyoba tidur, baru sejam kebangun ... dasar aku. dan ini lagi terlalu banyak berpikir, jnck ...",Negatif,"Aku hanya mencoba tidur, hanya mencoba untuk bangun..."
"ya allah gua ngisi gform tentang kemajuan terus ditanya ada kendala gak, trs gua jujur aja kalau kendala ada di gua sendiri karena burnout, kehilangan motivasi, dan jadi gak pede.",Negatif,Aku tidak yakin apakah aku akan bisa melakukannya. Aku tidak akan bisa melakukannya.
"2022 tetep netepi, merlok-merlokne, lan nemen-nemeni healing mancing ,, !!",Positif,"2022 menjaga netepi, merlok-merlokne, lan nemen-nemeni penyembuhan mencing ,, !!"
"mampus anjing mkananya buran peka tobat lu daffa kalau ngga mau dhanes sama yg lain peka mkananya jgn denial, jahat bgt tau ngga lu daf itu anak org lagi kepikiran lu bilang terbawa aj-engah.",Negatif,Aku tidak yakin apakah aku akan bisa melakukan ini. Aku tidak yakin jika aku akan bisa melakukan ini.
"uang minyak, baik dalam video game dan kehidupan nyata, pasti menguntungkan. di kota: langit, anda dapat menghasilkan jutaan dolar hanya dengan mengeksploitasi minyak saja",Netral,"Minyak uang, baik dalam permainan video dan kehidupan nyata, harus menguntungkan."
mari kita terlalu memikirkan ~,Negatif,Mari kita terlalu berpikir ~
liburan penyembuhan jogja .. jogja pesiar murah wa 081-382-484-695,Netral,Ini adalah bagian yang sangat penting dari perjalanan.
"saya tidak ingin era ini berakhir. saya sangat menyukai konsep ini, suka semua lagu (pada titik ini saya bahkan tidak punya favorit), mereka terlihat sangat bahagia. ini saat yang tepat untuk menjadi shawol, sungguh: "")",Positif,"Saya sangat menyukai konsep ini, seperti semua lagu (pada saat ini saya bahkan tidak memiliki favorit), mereka terlihat sangat bahagia."
cie ada yang kepo ah :relieved_face::face_with_hand_over_mouth:,Negatif,Aku tidak yakin.
"butuh pacar yg sekaligus sebagai system dukungan .. kamu bisa terima kekuranganku dan aku terima kekuranganmu, dulu pernah dapat tapi pasif, asik dgn dgn dunianya sendiri .. berat jalani kyk gini",Negatif,"Aku butuh pacar yang sekaligus sebagai sistem dukungan .. kau bisa menerima kekuranganku dan aku menerima kekuranganmu, aku tidak akan pernah bisa tapi pasif, seperti dengan dunia saya .."
mo cari yg jual spotify berkumpul dongs saya kepo harganya makasiii,Netral,Aku tidak yakin berapa harganya.
tiap hari overhinking terosss capekk jg.,Negatif,Setiap hari aku terlalu banyak memikirkan Terosss Capekk JJ.
"nah, saya lebih suka daripada meluncurkan . tapi sebelum itu, shida perlu membunuh lagi di turnamen wanita owen hart foundation. lalu mungkin setelah shida menang sabuk kejuaraan dari jade cargill dengan 8 pertahanan judul ... (1/2)",Netral,"Tidak, aku lebih suka menembakkan tapi sebelum itu, shida harus membunuh lagi di turnamen yayasan wanita Owen Hart kemudian mungkin setelah shida memenangkan kejuaraan sabuk jade cargill dengan 8 gelar pertahanan"
"bersyukurlah atas setiap hal kecil yang anda dapatkan secara gratis. udara bersih, makanan lezat, persahabatan yang sehat, dan orang -orang baik di sekitar anda. semua adalah hadiah tak terbatas. ___ @ bali",Positif,Terima kasih atas setiap hal kecil yang Anda dapatkan secara gratis.
tumpah beli beniknya **** kak?,Netral,Kau tahu apa?
"kenapa sih ini, jd overthinking :downcast_face_with_sweat:",Negatif,"Kenapa ini, jd berpikir berlebihan: downcast_face_with_sweat:"
ok edisi chat bareng bestie check,Netral,"Oke, editisi chat dengan bestie cek"
tiba² kepikiran rundown orang lamaran itu gimana ya yg kayak di tiktok²:loudly_crying_face::folded_hands: kepo aja sih,Netral,Aku memikirkan akhir cerita.
"akhir - akhir puasa malah banyak yang ngajak staycation.katananya ""yu penutupan""",Netral,"akhir - akhir puasa malah banyak yang ngajak staycation.katananya ""yu penutupan"""
gue suka nanya krn emg kepo aja,Netral,Aku ingin bertanya padamu tentang hal itu.
pagi berjalan kaki di gelora bung karno hari ini. comeback yang layak untuk berolahraga setelah beberapa saat.,Positif,Pagi berjalan kaki di gelora bung karno hari ini kembali yang layak untuk berolahraga setelah beberapa jam.
selamat untuk orang -orang di seluruh dunia yang lulus misi ini telah disahkan pada tahun 2020 ini :folded_hands_light_skin_tone:,Positif,Selamat kepada orang-orang di seluruh dunia yang telah melewati misi ini telah dilaksanakan pada tahun 2020 ini:
"besok akhir pekan adalah kesembuhanku, yeay",Positif,Besok adalah minggu terakhir minggu.
"di sini, di sana, dan di mana -mana dengan saudara perempuan kirana saya . . . . . . . @ jakarta, indonesia",Netral,"Di sini, di sana, dan di mana -mana dengan saudara perempuan kirana saya . . . . . . . . @ jakarta, Indonesia"
"untuk yang maha maha balikan hati, jadikanlah aku pribadi yang lebih baik. hari hari terlalu berpikir.:confused_face:",Negatif,"Demi yang terbaik, buat aku orang yang lebih baik."
"timeline, fyp semua isinya mudik, berasa nature sedang menyembuhkan",Positif,"Jalur waktu, semuanya berjalan ke belakang, aku merasa alam membuatku merasa lebih baik."
"jika ditanya ingin apa aku sekarang? aku hanya ingin bahagia, menjalani menyembunyikan semestinya, berhenti yang terlalu banyak berpikir dimalam hari, ragu ingin berhenti insecure tentang masa depan. aku selalu berharap dan bodoa hidupku baik-baik saja.",Positif,"Jika kau bertanya padaku apa yang ingin kulakukan sekarang, aku hanya ingin bahagia, hidup semester tersembunyiku, berhenti memikirkan terlalu banyak tentang masa lalu, dan berhenti tidak yakin tentang masa depan."
besok tepatnya tanggal 1 jam 00.00 adalah hari girlfriend day. gw diucapin sapa ye? doi? gw kgk punya bestie nj? pada kagak peka semua mengsedih lah hidup gw:slightly_smiling_face::broken_heart:,Negatif,Besok tepat pukul 00.00 adalah Hari Valentine Gw Diucapin siapa kau? gw kgk punya sahabat nj? pada kagak peka semua mengsedih lah hidup gw: sedikit_smiley_face:: patah_hati:
"ada kesalahan di sini, untuk beberapa alasan pengguna saya tidak ditampilkan dalam daftar, bahkan jika saya menyegarkan daftar semakin banyak",Negatif,"Ada kesalahan di sini, karena beberapa alasan pengguna tidak muncul dalam daftar, bahkan jika saya tidak dalam daftar"
"29 juli 2020 - yang merupakan lalu ke -1. gembar gembor bioskop akan buka serentak.in faktanya .... zonk29 juli 2021 - yang merupakan sekarang. semua bioskop kembali tutup lagi, semuanya:smiling_face_with_tear:",Negatif,29 Juli 2020 - yang merupakan lalu ke -1. bioskop Gembar Gembor akan dibuka serentak.
"5 taun di pwt padahal, tapi baru pernah sekali pas taun kemarenitu buta rekomendasi mas naksir huhu",Negatif,"5 tahun di dunia, tapi aku belum pernah di sini sebelumnya"
"seharusnya tidak ada kekhawatiran tentang takdir, karena bahkan daun yang telah diatur allah kapan dan di mana itu akan jatuh :fallen_leaf:",Positif,"Tidak perlu khawatir tentang nasib, karena bahkan hari yang ditetapkan oleh Tuhan kapan dan di mana itu akan jatuh:"
"mulai frustasi dg jerawat dan mulai terlalu banyak berpikir ""orang disekitarku ini merasa beruntung ngga sih kalo kenal aku?""",Negatif,"Aku mulai merasa frustrasi dan aku mulai berpikir terlalu banyak, ""Orange disekitarku ini merasa beruntung ngga sih kalo kenal denganku?"""
aamiin :smiling_face_with_open_hands: yuk bestie di ss jgaaa,Netral,Aamiin: tersenyum_wajah_dengan_buka_tangan: yuk bestie di ss jgaaa
"wkwkwk, ngerasain kan lu semua. majanya jangan fomo.",Negatif,"Wow, rasanya kan lu semuanya. majanya jangan fomo."
hari ini saya menghabiskan uang sekitar 250k padahal blm bisa nyari duit sendiri hhhh menangis dalam keheningan,Negatif,Hari ini aku menghabiskan sekitar 250 ribu uang sementara aku tidak bisa menemukan uangku sendiri hhhh menangis di keheningan
mas naksir dahs sembuh belum ya :pleading_face::backhand_index_pointing_right::backhand_index_pointing_left:,Netral,Tapi belum jelas: pleading_face::backhand_index_pointing_right::backhand_index_pointing_left:
"nikmati pemandangan selagi anda bisa :thinking_face: ( santika bandung - di bandung, jawa barat w/ )",Netral,"Nikmati pemandangan saat Anda bisa: berpikir_wajah: (santika bandung - di bandung, jawa barat w/)"
nilai seni penggemar saya? mungkin tidak ada :eyes:,Netral,Aku bukan penggemar acara ini.
"tidak ada yang bisa tinggal selamanya dalam hidup anda, bahkan mereka berjanji atau dll. anda tidak dapat mengendalikannya. dan jika anda masih berpikir orang itu setiap kali, itu bukan masalah mereka. itu milikmu.",Positif,"Tidak ada yang bisa bertahan selamanya dalam hidupmu, bahkan jika mereka menjanjikan atau apapun. kau tidak bisa mengontrolnya. dan jika kau masih berpikir orang-orang itu setiap kali, itu bukan masalah mereka. itu masalahmu."
#스테이 위크 apakah anda pernah memasukkan air ke dalam sampo yang hampir hilang? bingung !!!! tolong beri tahu kami :slightly_smiling_face::frowning_face:,Netral,#bertahan seperti ini apakah Anda pernah memasukkan udara ke dalam sampel yang hampir menghilang? bingung !!!! tolong katakan:
"anda akan selalu menjadi orang favorit saya, bahkan jika saya bukan milik anda.",Positif,"Kau akan selalu menjadi favoritku, bahkan jika aku bukan milikmu."
"semalem nganter babe kontrol, pagi ini mlayokke ibuk ke dokter juga. hu hu. sehat-sehat bestie :pleading_face:",Negatif,Aku tidak akan menjadi pengontrol bayi pagi ini.
"liburan akhir pekan anda: perjalanan snorkeling pantai merah muda kami dapat mengatur kegiatan tur ke tempat -tempat eksotis dan pertanian di sekitar pulau lombok untuk pertanyaan khusus, silakan hubungi kami di staycationlombok.com",Netral,"Selama minggu terakhir liburan Anda: Snorchling di Pantai Merah kami dapat mengatur kegiatan di daerah wisata dan di daerah pertanian di sekitar pulau Lombok untuk pertanyaan khusus, silakan hubungi kami di staycationlombok.com"
penyembuhan terbaik yama menghilang,Positif,Yang terbaik dari yang terbaik dari yang terbaik dari yang terbaik
"membersihkan masa lalu @ florida, as",Netral,"membersihkan masa lalu @ florida, sebagai"
saking seringnya tumpah kelakuan sy sampe jd aduh lagi² soal ini,Negatif,Aku akan selalu sedikit lebih khawatir tentang ini.
"akhirnya punya brimo, secara harfiah pak bos memaksaku :face_without_mouth:. . .",Netral,"Akhirnya aku punya brimo, secara harfiah pak bos memaksaku:"
yaudah karna banyak modus berkedok staycation dengan embel minta dikirimin duid aq buta mau modus donk tp km aj yg roommya pemesanan gmn :backhand_index_pointing_right::backhand_index_pointing_left:,Negatif,Aku tidak yakin apakah aku akan bisa mendapatkan pekerjaan.
"episode unduh tiga serial asli vidio, masing2 eps 1 dr suka duka berduka, drama ratu drama dan bestie. kesimpulana, dua judul pertama kayaknya haruus ditonton sampe beres sih :face_with_tears_of_joy:",Positif,"Episode Unduh tiga serial video asli, masing2 eps 1 dr suka duka berduka, drama ratu drama dan bestie. kesimpulana, dua judul pertama kayaknya haruus ditonton sampai beres sih:"
pas ketawa ilang tu cerita punya masalah :rolling_on_the_floor_laughing: pulu ke rumah yee overhinking lagi :face_with_tears_of_joy:,Negatif,Pas rire ilang tu histoire a problème: bergulir_di_ lantai_ tertawa: pulu ke rumah yee berpikir berlebihan lagi: wajah_dengan_ air mata_kebahagiaan:
saya belum menggunakan sheetmask untuk waktu yang lama sekarang bcs limbahnya (hanya memilikinya ketika saya perlu bahkan pesanan saya atau mendapatkannya secara gratis) tapi sepertinya aku semakin tergoda unk beli sheetmask:see-no-evil_monkey:,Netral,Saya belum menggunakan topeng lensa untuk sementara waktu sekarang (saya masih ingat ketika saya bahkan perlu memesan saya atau mendapatkannya secara gratis) tapi tampaknya saya semakin tergoda untuk membeli topeng lensa: lihat-tidak-buruk_monkey:
"deeptalk di siang hari ""aku berunting bgt ma etuk mbakmu"" kalimat sek diucapne suamine mbakku, setelah mbakku menemani dari 0 sampe skrng.",Positif,Aku akan memberitahu Anda beberapa hal tentang besok.
mana yang kamu sukai? jika anda harus memilih font default untuk pc anda,Netral,Jika Anda harus memilih font default untuk komputer Anda
pengen staycation tpi nggk mau sendirian,Netral,Aku ingin tinggal di sini tapi aku tidak ingin pergi sendirian
selamat sore bestie .. salam sejahtera semuanya.,Netral,"Selamat pagi, temanku yang tercinta."
pake apple music karna ga bisa bayar spotify. melenturkan banyak inos ya?,Negatif,Aku tidak bisa membayar Spotify.
"jujurly moon maap sy mengkaget ad akun tmn yg sdh mninggal rpost pstingan: ') nderedeg gais. mkany dlu psca pgang 2 akun tokoh & amp; ke2nya meninggal sy lgsg logout kwtir slh krm dll. netizen ntr ntr mengagetkn. psca itu jg jd pkir ""lg pgang akun tokoh. 2x pegang kok ke2ny mninggal :loudly_crying_face:",Negatif,"Sebenarnya, saya tidak yakin apakah saya akan mendapatkan kesempatan untuk membaca artikel itu. Saya tidak yakin apakah saya akan mendapatkan kesempatan untuk membaca artikel itu."
"bahkan tahun 2021 saya adalah tahun yang pahit, tetapi saya bisa menganggapnya sebagai tahun terbaik di samping 2019. bagaimana abt 2022? jws.",Positif,"Bahkan di tahun 2021, saya masih satu tahun lagi, tapi saya bisa menganggapnya sebagai tahun terbaik tahun 2019."
"gausah ngeluh sm orang lain gaada yg peduli, yg bener ""peduli ya bestie sendiri",Netral,Aku tidak yakin apa yang aku katakan.
bsok hrs healing,Netral,Jam penyembuhan
bukanyaa healing malah sinting wkwkw.,Negatif,Aku akan menyembuhkanmu.
"gerakan cobie mengudara, bahkan menggerakkan raksasa. lebih banyak alasan untuk mempercayai :clinking_beer_mugs:",Netral,"Gerakan cobie mengudara, bahkan raksasa menggerakkan."
"rayyanza baru 10 bulan udah bikin bangga orang tua delan dapat penghargaan, saya 24thn masih baring santuy tukang habisin nasi saja",Negatif,"Rayyanza Baru 10 bulan yang lalu aku bangga orang tua dari Delan bisa penghargaan, aku masih ke-24 mengunggah tempat perlindungan tukang habisin nasi saja"
bagaimana saya bisa mempercayai anda ketika saya bahkan tidak mengenal anda.,Negatif,Bagaimana aku bisa mempercayaimu ketika aku bahkan tidak mengenalmu.
"memasuki akhir pekan, ringkasan dr linimasa; anak magang yg blm dibayar feenya, org hijrah dan ninggalin crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mantra dan pelihara burung, 3 anakat sepakat masukin ibuny panti dll. apapun itu, ibun tetap asam lambung parah :frowning_face::frowning_face:",Negatif,"Dalam beberapa minggu terakhir, Dr. Linimasa, magang muda yang belum dibayar Feenya, org hijrah dan meninggalkan crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mantra dan pelihara burung, 3 anakat sepakat masukin ibuny panti dll. apapun itu, ibun tetap asam lambung parah:frowning_face::frowning_face:"
kepo banget kader gerindra ini ??? pengadilan mana bisa di antarmuka ...,Negatif,Pengadilan bisa berada di antarmuka ...
"gabutuh pacar, sistem dukungan butuhhya -",Netral,"Tapi aku punya pacar, sistem dukungan membutuhkannya."
shud saya berikan atau harus saya terus mengejar trotoar bahkan jika itu tidak mengarah ke mana -mana? ha ha ha ha penyakit gres natali,Netral,Kau harus menghalangi aku atau aku harus terus mengejar trotoar bahkan jika itu tidak mengarah ke mana-mana?
"sesuatu yang menyedihkan meskipun anda mencoba untuk terlihat kuat, tenang, allah memiliki sesuatu yang lebih baik, tetap percaya, itu bisa dilihat dari senyum anda yang memperkuat diri sendiri, ada banyak kesedihan dan kekecewaan, semakin saya melihat senyum anda semakin sedih aku, mencintaimu teteh tya :loudly_crying_face:",Positif,"Sesuatu yang membuatku sedih walaupun kau mencoba untuk terlihat kuat, tenang, Allah memiliki sesuatu yang lebih baik, terus percaya, itu bisa dilihat dari senyummu yang membuatku lebih kuat, ada banyak kesedihan dan kesedihan, semakin aku melihat senyummu, semakin sedih aku, semakin aku mencintaimu:"
"sate babi, babi bakar, babi guling, lohat babi main di halaman rumah sore2, anjing berkeliaran sana sini. sudaah mulai terbiasa bestie .. marii kita putar adzan dan ayat al quran agar mempermudah babinya segera login jadi sapi :red_heart:",Netral,"Bayi yang kenyang, bayi bakar, bayi bergaul, berapa banyak bayi utama di halaman rumah sakit2, anjing berkeliaran sana sini. sudaah mulai terbiasa bestie .. marii kita putar adzan dan ayat al quran agar mempermudah bayiinya segera login jadi sapi:red_heart:"
saya pernah berpikir smh berdiri untuk entah bagaimana juga hzhzzzzjzh tetapi masuk akal tho,Netral,Aku selalu berpikir bahwa aku berdiri untuk bagaimana cara bermain tapi itu logis.
"siap ""ngegalauuuu sama mvnya iniii, saya kira ceritanya menceritakan tentang bagaimana ia kehilangan ibunya. sebenarnya lagu ini adalah ost untuk seri taiwan di netlfix dan seri ini menceritakan tentang bagaimana orang hidup ketika orang mereka yang cantik telah pergi. dan eric chou tidak pernah kecewa !!",Positif,Saya pikir cerita ini menceritakan tentang bagaimana dia kehilangan ibunya. Sebenarnya lagu ini adalah yang terakhir untuk serial Taiwan di Netflix dan seri ini menceritakan tentang bagaimana orang hidup ketika orang yang mereka yang cantik telah pergi. Dan Eric Chou tidak pernah kecewa !!
"kalau udah tahap kepo, suka ngeri sendiri. menimbulkan kecurigaan. tanya sewajarnya boleh, jangan kepo.",Negatif,"Jika kau punya kepo panggung, mereka suka perasaanmu."
si kepo sama kegiatan babu,Netral,Aku tidak akan melakukan apa-apa
"saya benar -benar merinding ketika junmyeon berkata ""seperti anda menambahkan warna pada hidup saya"" tuhan saya sangat banyak :pleading_face:",Positif,"Aku benar-benar merasa begitu baik ketika Junmyeon mengatakan ""seperti Anda menambahkan warna ke hidup saya"""
masih terlalu banyak berpikir anjing lah,Negatif,Masih terlalu banyak untuk dipikirkan
