emoji_in,label,backtranslated_tweet
tidur buang istirahat bangun barat overtinking,Negatif,tidur istirahat bangun barat berpikir berlebihan
kepo yaaa ????? gerah yaaa ???? haahahahahaaa,Negatif,penasaran ya????? hot ya???? haahahahahaaa
saya membuat keluar epik saat meninggalkan kantor,Netral,Saya melakukan jalan keluar yang epik saat meninggalkan kantor
berjalan -jalan di sekitar jakarta angkutan umum karena udah 2 tahun kena snap thanos,Netral,jalan-jalan di sekitar transportasi umum Jakarta karena sudah 2 tahun sejak Thanos menjentikkan jarinya
"insyaallah hari terakhir, bestie semangat :star-struck::fire:",Positif,"InsyaAllah hari terakhir, bestie semangat :star-struck::fire:"
masih edisi hotel hopping staycation,Netral,masih edisi staycation hotel hopping
"hari terakhir tahun 2021:upside-down_face:, banyak peristiwa bahagia dan menyedihkan yang tuhan izinkan terjadi (titik terendah) tetapi tuhan masih membantu sampai akhir tahun ini:smiling_face_with_halo:. tahun depan penuh dengan harapan terima kasih 2021:dizzy:",Positif,"hari terakhir tahun 2021:upside-down_face:, banyak kejadian senang dan sedih yang Tuhan ijinkan terjadi (titik terendah) tapi Tuhan masih menolong sampai akhir tahun ini:smiling_face_with_halo:. tahun depan penuh harapan terima kasih 2021:dizzy:"
masih jadi peranya besar kenapa flirt orang yg gadisuka itu gampang bgt sedangkan kalo sama crush mau buka dm nya aja gaberani,Netral,"Itu masih jadi pertimbangan, kenapa kita gampang banget menggoda orang yang kita suka, sedangkan kalau lagi sama orang yang kita taksir, buat buka DM aja nggak ada keberanian?"
"iya iya suda, gpp gpp tenaang apapun gpp suda, gpp gpp ...",Negatif,"ya ya sudahlah, tidak apa-apa tidak apa-apa, apapun itu, tidak apa-apa sudahlah, tidak apa-apa..."
info **** bestie:loudly_crying_face::loudly_crying_face: urgent barat besok pagii,Netral,info **** bestie:loudly_crying_face::loudly_crying_face: besok pagi ke barat
bahkan mereka hanya memiliki waktu singkat tetapi dampak di hati saya membuat saya ingin menangis:loudly_crying_face::loudly_crying_face:,Positif,walaupun cuma sebentar tapi impact nya ke hati bikin pengen nangis :loudly_crying_face::loudly_crying_face:
kalau di twitter pada baik baik semua takut kena spill soalnya,Netral,"Kalau di Twitter semua orang baik, mereka semua takut ketahuan, paham?"
"btw, kamu suka masakan apa? sini spill ntr aku belajar aku masakin. :kissing_face:",Netral,"ngomong-ngomong, kamu suka makanan apa? nanti ceritain aja, nanti aku belajar masak. :kissing_face:"
apapun,Netral,apa pun
kalau faktor x nya suda bermain jangan harap bisa mangang. bahkan di leg ke 2 gak bakalan isa,Negatif,"Jika faktor x sudah ada, jangan harap bisa melakukannya. Bahkan di leg kedua, itu tidak akan mungkin."
nyari hotel buat staycation. otak kita isine jan puodo sg penting revied sarapan e enak:thumbs_up_light_skin_tone::loudly_crying_face:,Positif,"mencari hotel untuk staycation. otak kita terisi dengan hal-hal penting, sarapannya lezat:thumbs_up_light_skin_tone::loudly_crying_face:"
"hmm, tydac bole terlalu banyak berpikir ya inggi. akan ada jalan lain kalo jalan yg skrg mentok. selama terus usaha, bisa kok bisaaaa :)",Positif,"hmm, tydac gak bisa mikir banyak ya? Pasti ada jalan lain kalo jalan sekarang macet. Asal kamu terus berusaha, kamu pasti bisa :)"
bekerja dan penyembuhan ....,Positif,bekerja dan penyembuhan ....
"bahkan jika mereka ingin berburu mereka karena membuat fursona gop, bercinta jalang oranye untuk memungkinkan semua orang berburu serigala",Negatif,"bahkan jika mereka ingin memburu mereka karena membuat fursona, gop meniduri wanita jalang oranye itu agar semua orang bisa memburu serigala"
menunjukkan terlalu banyak sisi baik seolah -olah semuanya baik -baik saja saat sebenarnya tidak oke sama sekali,Negatif,menunjukkan terlalu banyak sisi baik seolah-olah semuanya baik-baik saja padahal sebenarnya tidak baik-baik saja
"apakah kakak gue bisa diandalkan kaya si bestie, kita lohat saja :relieved_face:",Negatif,Bisakah adikku diandalkan seperti sahabatnya? Mari kita lihat saja :relieved_face:
besta bestie besta bestie,Netral,sahabat karib
"malam ini, nomor wa anda meninggalkan semua grup secara otomatis. bahkan, sistem memahami bahwa anda tidak lagi di dunia ini lagi. saya tidak tahu bahwa kehilangan seseorang yang anda cintai akan sekeras ini, meskipun saya memiliki diri saya sendiri. tapi tetap saja, aku merindukanmu saudara sehari -hari.",Negatif,"malam ini nomor wa mu otomatis keluar dari semua grup. bahkan sistem pun mengerti bahwa kamu sudah tidak ada di dunia ini lagi. aku tidak tahu kalau kehilangan orang yang kau sayang akan seberat ini, bahkan aku sendiri mengalaminya. tapi tetap saja aku merindukanmu saudaraku setiap hari."
jam segini banget overinking nya? :face_with_spiral_eyes:,Negatif,terlalu banyak tinta di jam segini? :face_with_spiral_eyes:
"saya tahu saya jahat. karena saya mengharapkan sesuatu. saya membantunya dengan sekuat tenaga, karena saya mengharapkan sesuatu. bagi saya untuk menjadi pilihan anda lagi. saya pikir saya mencintainya, tetapi ternyata jika saya berpikir seperti itu, itu bukan cinta. itu obsesi.",Negatif,"Aku tahu aku jahat. Karena aku mengharapkan sesuatu. Aku membantunya dengan sekuat tenaga, karena aku mengharapkan sesuatu. Agar aku menjadi pilihanmu lagi. Kupikir aku mencintainya, tetapi ternyata jika aku berpikir seperti itu, itu bukan cinta. Itu obsesi."
"dear myself terima kasih atas semua hal yang telah anda lakukan pada tahun 2021 ... kuliah, 2 volunteer memikat, kerja, pemuda pelayan & amp; anak -anak, nyiapin kkn sendirian dan kerja .. jujurly belakangan ini secapek dan sepadat itu: ') terima kasih sudah bertahan sejauh ini dgn luar biasa :) halo 2022, bersikaplah baik! :)",Positif,"sayangku terima kasih untuk semua hal yang telah kamu lakukan di tahun 2021... kuliah, 2 relawan yang menawan, bekerja, bakti pemuda &amp; anak-anak, mempersiapkan diri untuk kkn sendirian dan bekerja.. jujur akhir-akhir ini sangat melelahkan dan sibuk :&#39;) terima kasih sudah bertahan sejauh ini dengan luar biasa :) halo 2022, berbaik hatilah! :)"
kemarin hari ketiga masuk kerja post covid. trus td malem badan gw rasanya capek bgt. pas ditelpon suamik sampe gak bs ngomong apa lagi trus cuma bs nangis krn saking capeknya. mood jg gak kayak biasanya. agak kewalahan dgn semuanya :person_getting_massage:,Negatif,"kemarin hari ketiga kerja pasca covid. Terus tadi malam badan terasa capek banget. Waktu suami telpon, saya nggak bisa ngomong apa-apa lagi dan cuma bisa nangis karena capek banget. Suasana hati juga lagi nggak kayak biasanya. Agak kewalahan dengan semuanya :person_getting_massage:"
apapun :relieved_face::relieved_face::relieved_face: !! biar tua2 gini sumbangsih utk negara gede..pajaknya mahal :squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue:,Negatif,"terserah :relieved_face::relieved_face::relieved_face: !! Sekalipun kamu tua, kamu akan berkontribusi untuk negara yang besar... pajaknya mahal :squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue::squinting_face_with_tongue:"
"rekomendasi buku bacaan ****, barat healing",Netral,"buku bacaan yang direkomendasikan ****, penyembuhan barat"
secara harfiah saya saat menghindari semua orang :upside-down_face:,Negatif,secara harfiah aku menghindari semua orang :upside-down_face:
saya menyaksikan berita tentang agresi yang semakin keras terhadap asia-amerika ini sejak covid-19 pecah. dan banyak orang gila yang sebenarnya menargetkan orang tua. amerika tidak pernah gagal untuk mengesankan.,Negatif,Saya telah menonton berita tentang meningkatnya agresi terhadap warga Amerika keturunan Asia sejak COVID-19 melanda. Dan banyak orang gila yang sebenarnya menargetkan orang tua. Amerika tidak pernah gagal untuk membuat orang terkesan.
"urusan terlalu banyak berpikir, aku jagonya.",Negatif,"Kalau bicara soal berpikir berlebihan, saya ahlinya."
ya. masalah kepercayaan dari jaman kecil ampe skrg. ga percaya ma laki2 dlu ampe pernah mkir gamau nikah. gegara pnya bapak selingkuh didpn mata. hmm sedyeh taruhan ya hidru dgn trust issue. sakitnya msh smpe skrg berasa dah,Negatif,"Ya. Masalah kepercayaan dari kecil sampai sekarang. Dulu saya tidak percaya pada laki-laki sampai saya berpikir untuk menikah. Karena ayah saya selingkuh di depan mata saya. Hmm, ada baiknya saya sibuk dengan masalah kepercayaan. Sampai sekarang saya masih merasakan sakitnya"
besok otw staycation di kampung halaman. gak boleh mudik dan pulu kampung guys. bolehya berwisata.,Negatif,"Besok aku akan berlibur di kampung halamanku. Aku tidak diperbolehkan pulang dan tinggal di kampung halamanku, teman-teman. Aku diperbolehkan bepergian."
sesi penyembuhan reiki dan chakra di bali ... hanya wow. saya menangis tanpa tujuan hanya melepaskan!,Positif,sesi penyembuhan reiki dan cakra di bali... luar biasa. Saya menangis tanpa tujuan hanya karena melepaskannya!
saya benar -benar bertanya kepada waraga kost yang sialannya adalah xabiru dan dia anak siapa:face_with_tears_of_joy:,Negatif,"Gue beneran nanya ke penghuni kos, benda sialan siapa itu xabiru dan dia anak siapa :face_with_tears_of_joy:"
bedakan apa itu melaangkan waktu dan panya banya waktu luang :relieved_face: lalu anda tahu mana yang lebih berharga.,Netral,bedakan antara membuang-buang waktu dan memiliki banyak waktu luang :relieved_face: maka Anda tahu mana yang lebih berharga.
"bahkan diluar udah jedug jedug kembang api, aku tdk bergeming meninggalkan kasur dan melepas headset ini.",Netral,"Walaupun kembang api meledak di luar, aku tak beranjak dari tempat tidurku dan melepas headset-ku."
sebenarnya tenggelam.,Netral,benar-benar tenggelam.
di sini saya pikir serangan di musim terakhir titan akan menjadi acara yang paling banyak dibahas di twitter tidak benar -benar euforia,Negatif,"di sini saya pikir serangan terhadap titan musim terakhir akan menjadi acara yang paling banyak dibicarakan di twitter, tidak benar-benar euforia"
secara harfiah bergabung dengan vip wetv utk kug aja gini nih jadinya awokwok,Netral,secara harfiah bergabung dengan vip wetv hanya untukku seperti ini ternyata awokwok
dispatch nge spill spa yah wkwkwk,Netral,kiriman nge tumpahan spa ya wkwkwk
"kalo kamu bilang apa yg ku lakuin itu ga jelas, bagiku itu self healing.",Positif,"Kalau kalian bilang apa yang aku lakukan tidak jelas, bagiku itu adalah self-healing."
"setelah 1 tahun lebih tidak menikmati senja di smanis, sejujurnya saya sangat merindukan tho :relieved_face:",Positif,"Setelah 1 tahun lebih tidak menikmati sunset di Smanis, jujur saya sangat merindukannya :relieved_face:"
"sebenarnya, saya memiliki lingkaran. tapi entah kenapa cuma nyaman ngomong di satu-dua orang teman yang ada di circle itu. circle cuma bikin cape, semakin banyak org di circle itu, semakin aku beradaptasi, makin keluar energi. tapi itu jalan buat dapet satu-dua temen yang nyaman itu.",Negatif,"sebenarnya aku punya lingkaran. tapi entah kenapa aku hanya merasa nyaman berbicara dengan satu atau dua teman dalam lingkaran itu. lingkaran hanya membuatku lelah, semakin banyak orang dalam lingkaran, semakin aku beradaptasi, semakin banyak energi yang keluar. tapi itulah cara untuk mendapatkan satu atau dua teman yang nyaman."
bobok seharian adalah pemberian bagi mamak:relieved_face:,Positif,tidur seharian adalah anugerah untuk ibu:relieved_face:
spill akunnya aja biar netijen bersilaturahmi kesana .. hahahahha:grinning_squinting_face:,Negatif,bocorin aja akunnya biar netizen bisa berkunjung kesana.. hahahahha:grinning_squinting_face:
pengunjuk rasa keluarga medis ditangkap dari belakang saat memprotes secara damai,Netral,pengunjuk rasa keluarga medis ditangkap dari belakang saat melakukan protes damai
"berhenti dan lihat sekeliling:relieved_face: @ bali, pulau surga.",Netral,"berhenti dan lihat-lihat:relieved_face: @ bali, pulau surga."
staycation ..,Netral,liburan di hotel ..
".... meskipun saya bukan orang yang dipilih yang akan menemani anda pada saat yang bahagia, setidaknya ketika anda sedih, saya akan memeluk anda dan menjadi tempat bagi anda untuk bersandar ....",Netral,".... walaupun aku bukanlah orang pilihan yang akan menemanimu di kala senang, setidaknya di kala sedih, aku akan memelukmu dan menjadi tempatmu bersandar...."
tuhan tidak ada kesempatan bagiku untuk pergi ke sana. hatiku tidak bisa begitu saja melupakannya meskipun berkali -kali realitas menghancurkan hatiku,Negatif,"Ya Tuhan, tak mungkin aku bisa ke sana. Hatiku tak bisa melupakannya begitu saja, meski kenyataan telah berkali-kali menghancurkan hatiku."
"tepat ketika anda mengira mereka mencapai kemenangan puncak melawan raptors, mereka melakukannya lebih baik melawan jazz panas-merah !!!!!!",Positif,"tepat saat Anda mengira mereka memiliki kemenangan beruntun melawan raptor, mereka melakukannya lebih baik lagi melawan jazz yang membara!!!!!!"
saya bahkan tidak mengarang ini bener bener setiap hari ke canggu ya ampun,Netral,"Aku bahkan tidak mengada-ada, aku benar-benar pergi ke Canggu setiap hari, ya ampun"
"etimologi ""tanaman reed"" untuk dibaca .. tetapi bahkan musa dan israel keluaran dari mesir .. mereka melintasi ""laut reed"" atau laut merah .. fakta yang salah. tanaman buluh diproduksi untuk kertas longtimeagos .. manuscrips kuno.",Netral,etimologi &quot;tanaman alang-alang&quot; untuk dibaca.. tetapi bahkan Musa dan Israel keluar dari Mesir.. mereka menyeberangi &quot;laut alang-alang&quot; atau laut merah.. fakta yang salah. tanaman alang-alang diproduksi untuk kertas zaman dahulu kala.. naskah kuno.
ya allah crush smaku posting foto lucu banget :loudly_crying_face::loudly_crying_face:,Positif,"Ya ampun, gebetanku di sekolah menengah memposting foto yang sangat imut :loudly_crying_face::loudly_crying_face:"
dahlah ga mau overhinking lagi perutku sakit,Negatif,"Aku tidak ingin berpikir berlebihan lagi, perutku sakit"
jujurly :folded_hands_light_skin_tone:,Netral,sejujurnya :folded_hands_light_skin_tone:
entah bagaimana saya tidak bisa melihat,Netral,entah mengapa aku tidak bisa melihat
terlalu banyak berpikir lg ajggggggggggg akue meh lali kr rupamu lah kok teko neh maksudmu opoooooo:loudly_crying_face::face_with_steam_from_nose::loudly_crying_face::face_with_steam_from_nose:,Negatif,Aku terlalu banyak berpikir ajgggggggggg Aku lupa karena kamu terlihat seperti teko. Apa maksudmu?:loudly_crying_face::face_with_steam_from_nose::loudly_crying_face::face_with_steam_from_nose:
"ketika sahabat anda bertanggung jawab untuk mengambil photoshot virtual selama webinar, dia akan sangat sadar klo u baru bangun :rolling_on_the_floor_laughing:",Netral,"ketika teman Anda bertugas mengambil foto virtual selama webinar, dia akan sangat menyadari bahwa Anda baru saja bangun :rolling_on_the_floor_laughing:"
penyembuhan kita healing,Netral,penyembuhan kita
penyembuhan spiritual di bali adalah salah satu perjalanan roh yang sangat direkomendasikan yang harus anda alami. jro mangku eka sukawati adalah penyembuh bali dengan penyembuhan energi konsep. metode jro mangku eka healing termasuk menghilangkan semangat buruk meningkatkan cakra point dan kundalini,Positif,"penyembuhan spiritual di bali merupakan salah satu perjalanan spiritual yang sangat direkomendasikan untuk anda alami. jro mangku eka sukawati merupakan seorang penyembuh bali dengan konsep energy healing. metode penyembuhan jro mangku eka antara lain menghilangkan roh jahat, meningkatkan titik cakra dan kundalini"
"kalo siang main hp scroll twtter aja bisa ketiduran, kenapa kalo malem susah sekali ketiduran ya bestie",Negatif,"Kalau siang hari main HP, tinggal scrolling Twitter aja udah bisa tidur. Kenapa ya malam hari susah banget buat tidur, sahabat?"
rasisme bukanlah pendapat. rasisme tidak akan ditoleransi. berdiri bersama semua orang dan setiap di seluruh dunia.,Positif,rasisme bukanlah sebuah opini. rasisme tidak akan ditoleransi. berdirilah bersama semua orang dan di mana pun di dunia.
"jadi, cara kita menggunakan topeng kita hari ini mungkin akan 'aneh' bagi mereka yang akan hidup di tahun 2124.:expressionless_face:",Negatif,"Jadi, cara kita menggunakan masker saat ini mungkin &#39;aneh&#39; bagi mereka yang akan hidup di tahun 2124.:expressionless_face:"
:smiling_face_with_hearts::face_with_hand_over_mouth:ad yg mau jd bestie ogut kagak ye:two_hearts::beaming_face_with_smiling_eyes:,Netral,:smiling_face_with_hearts::face_with_hand_over_mouth:ada yang mau jadi sahabat nggak?:two_hearts::beaming_face_with_smiling_eyes:
entah memang ada yang kepo tingkat dewa atau insecure terolak menjadi overinking:thinking_face:,Negatif,Saya tidak tahu apakah ada orang kepo setingkat dewa atau mereka cukup tidak aman untuk ditolak dan menjadi terlalu banyak berpikir:thinking_face:
"biasananya jam 1 baru tidur, tadi jam 10an nyoba tidur, baru sejam kebangun ... dasar aku. dan ini lagi terlalu banyak berpikir, jnck ...",Negatif,"Biasanya aku tidur jam 1 pagi, tapi aku mencoba tidur jam 10 pagi, tapi aku baru bangun setelah satu jam... itu cuma aku. Dan aku terlalu banyak berpikir sekarang, jnck..."
"ya allah gua ngisi gform tentang kemajuan terus ditanya ada kendala gak, trs gua jujur aja kalau kendala ada di gua sendiri karena burnout, kehilangan motivasi, dan jadi gak pede.",Negatif,"Ya Tuhan, saya mengisi formulir tentang kemajuan saya dan ditanya apakah ada kendala, jadi saya akan jujur, jika kendala itu ada pada diri saya, itu karena kelelahan, kehilangan motivasi, dan tidak percaya diri."
"2022 tetep netepi, merlok-merlokne, lan nemen-nemeni healing mancing ,, !!",Positif,"2022, masih netepi, merlok-merlokne, dan penyembuhan mancing menemani...!!"
"mampus anjing mkananya buran peka tobat lu daffa kalau ngga mau dhanes sama yg lain peka mkananya jgn denial, jahat bgt tau ngga lu daf itu anak org lagi kepikiran lu bilang terbawa aj-engah.",Negatif,"Kalau dimakan anjing, itu terlalu sensitif, tobatlah Daffa, kalau kamu tidak mau makan bersama orang lain, jangan menyangkal, itu sangat buruk, tidakkah kamu tahu jika itu adalah anak orang yang sedang berpikir seperti itu, kamu bilang kamu terbawa suasana."
"uang minyak, baik dalam video game dan kehidupan nyata, pasti menguntungkan. di kota: langit, anda dapat menghasilkan jutaan dolar hanya dengan mengeksploitasi minyak saja",Netral,"Uang dari minyak, baik di video game maupun di dunia nyata, pasti sangat menguntungkan. Di City: Sky, Anda bisa menghasilkan jutaan dolar hanya dengan mengeksploitasi minyak saja"
mari kita terlalu memikirkan ~,Negatif,jangan terlalu banyak berpikir~
liburan penyembuhan jogja .. jogja pesiar murah wa 081-382-484-695,Netral,Liburan penyembuhan jogja.. pelayaran murah jogja wa 081-382-484-695
"saya tidak ingin era ini berakhir. saya sangat menyukai konsep ini, suka semua lagu (pada titik ini saya bahkan tidak punya favorit), mereka terlihat sangat bahagia. ini saat yang tepat untuk menjadi shawol, sungguh: "")",Positif,"Aku nggak mau era ini berakhir. Aku suka banget konsepnya, suka semua lagunya (sampai saat ini aku bahkan belum punya lagu favorit), mereka terlihat sangat bahagia. Ini saat yang tepat untuk menjadi seorang shawol, sungguh :&quot;)"
cie ada yang kepo ah :relieved_face::face_with_hand_over_mouth:,Negatif,ada yang penasaran :relieved_face::face_with_hand_over_mouth:
"butuh pacar yg sekaligus sebagai system dukungan .. kamu bisa terima kekuranganku dan aku terima kekuranganmu, dulu pernah dapat tapi pasif, asik dgn dgn dunianya sendiri .. berat jalani kyk gini",Negatif,"Aku butuh pacar yang bisa jadi support system juga.. kamu bisa terima kekuranganku dan aku bisa terima kekuranganmu. Aku pernah punya pacar tapi dia pasif, sibuk dengan dunianya sendiri.. susah hidup kayak gini"
mo cari yg jual spotify berkumpul dongs saya kepo harganya makasiii,Netral,"Saya lagi nyari yang jualan spotify,silahkan kumpul2,saya penasaran harganya berapa,terima kasih"
tiap hari overhinking terosss capekk jg.,Negatif,Berpikir berlebihan setiap hari membuatku lelah.
"nah, saya lebih suka daripada meluncurkan . tapi sebelum itu, shida perlu membunuh lagi di turnamen wanita owen hart foundation. lalu mungkin setelah shida menang sabuk kejuaraan dari jade cargill dengan 8 pertahanan judul ... (1/2)",Netral,"Baiklah, saya lebih suka itu daripada meluncurkannya. Namun sebelum itu, Shida harus menang lagi di turnamen wanita Yayasan Owen Hart. Kemudian mungkin setelah Shida memenangkan sabuk juara dari Jade Cargill dengan 8 kali mempertahankan gelar... (1/2)"
"bersyukurlah atas setiap hal kecil yang anda dapatkan secara gratis. udara bersih, makanan lezat, persahabatan yang sehat, dan orang -orang baik di sekitar anda. semua adalah hadiah tak terbatas. ___ @ bali",Positif,"bersyukurlah atas setiap hal kecil yang kamu dapatkan secara cuma-cuma. udara bersih, makanan lezat, persahabatan yang sehat, dan orang-orang baik di sekitarmu. semua adalah anugerah yang tak terbatas. ___ @ bali"
tumpah beli beniknya **** kak?,Netral,tumpah beli benic **** sis?
"kenapa sih ini, jd overthinking :downcast_face_with_sweat:",Negatif,"kenapa begini, terlalu banyak berpikir :downcast_face_with_sweat:"
ok edisi chat bareng bestie check,Netral,oke edisi ngobrol dengan sahabat cek
tiba² kepikiran rundown orang lamaran itu gimana ya yg kayak di tiktok²:loudly_crying_face::folded_hands: kepo aja sih,Netral,tiba-tiba kepikiran gimana sih rundown lamaran orang-orang di tiktok2:loudly_crying_face::folded_hands: iseng aja
"akhir - akhir puasa malah banyak yang ngajak staycation.katananya ""yu penutupan""",Netral,"Di penghujung puasa, banyak yang mengajak untuk staycation. Katanya, &quot;tutup yuk&quot;"
gue suka nanya krn emg kepo aja,Netral,Saya suka bertanya karena saya penasaran
pagi berjalan kaki di gelora bung karno hari ini. comeback yang layak untuk berolahraga setelah beberapa saat.,Positif,Jalan pagi di Gelora Bung Karno hari ini. Kembali berolahraga setelah sekian lama.
selamat untuk orang -orang di seluruh dunia yang lulus misi ini telah disahkan pada tahun 2020 ini :folded_hands_light_skin_tone:,Positif,selamat kepada seluruh masyarakat di dunia yang telah lulus misi ini telah disetujui di tahun 2020 ini :folded_hands_light_skin_tone:
"besok akhir pekan adalah kesembuhanku, yeay",Positif,"besok akhir pekan adalah obatku, yeay"
"di sini, di sana, dan di mana -mana dengan saudara perempuan kirana saya . . . . . . . @ jakarta, indonesia",Netral,"di sini, di sana, dan di mana-mana bersama adikku Kirana . . . . . . @ Jakarta, Indonesia"
"untuk yang maha maha balikan hati, jadikanlah aku pribadi yang lebih baik. hari hari terlalu berpikir.:confused_face:",Negatif,"agar sang maha kuasa mengembalikan hati, jadikan aku pribadi yang lebih baik. setiap hari aku terlalu banyak berpikir.:confused_face:"
"timeline, fyp semua isinya mudik, berasa nature sedang menyembuhkan",Positif,"timeline, fyp semua isinya pulang, alam lagi nyembuhin nih"
"jika ditanya ingin apa aku sekarang? aku hanya ingin bahagia, menjalani menyembunyikan semestinya, berhenti yang terlalu banyak berpikir dimalam hari, ragu ingin berhenti insecure tentang masa depan. aku selalu berharap dan bodoa hidupku baik-baik saja.",Positif,"Kalau ditanya apa yang aku inginkan sekarang? Aku hanya ingin bahagia, menjalani hidupku sebagaimana mestinya, berhenti berpikir terlalu banyak di malam hari, ragu-ragu, dan ingin berhenti merasa tidak aman tentang masa depan. Aku selalu berharap dan berdoa agar hidupku baik-baik saja."
besok tepatnya tanggal 1 jam 00.00 adalah hari girlfriend day. gw diucapin sapa ye? doi? gw kgk punya bestie nj? pada kagak peka semua mengsedih lah hidup gw:slightly_smiling_face::broken_heart:,Negatif,"besok, tepat tanggal 1 jam 00.00, adalah hari pacar. Siapa yang kau bilang padaku? Dia? Apa aku tidak punya sahabat? Mereka semua tidak peka, hidupku menyedihkan:slightly_smiling_face::broken_heart:"
"ada kesalahan di sini, untuk beberapa alasan pengguna saya tidak ditampilkan dalam daftar, bahkan jika saya menyegarkan daftar semakin banyak",Negatif,"ada kesalahan di sini, untuk beberapa alasan pengguna saya tidak muncul dalam daftar, bahkan jika saya menyegarkan daftar lebih dan lebih lagi"
"29 juli 2020 - yang merupakan lalu ke -1. gembar gembor bioskop akan buka serentak.in faktanya .... zonk29 juli 2021 - yang merupakan sekarang. semua bioskop kembali tutup lagi, semuanya:smiling_face_with_tear:",Negatif,"29 Juli 2020 - yang pertama kalinya. hype bioskop akan dibuka secara serentak. nyatanya.... zonk 29 Juli 2021 - yang sekarang. semua bioskop tutup lagi, semuanya:smiling_face_with_tear:"
"5 taun di pwt padahal, tapi baru pernah sekali pas taun kemarenitu buta rekomendasi mas naksir huhu",Negatif,"Gue udah 5 tahun di PWT, tapi tahun lalu baru sempet 1 kali, rekomendasi buta, gan, naksir banget, huhu"
"seharusnya tidak ada kekhawatiran tentang takdir, karena bahkan daun yang telah diatur allah kapan dan di mana itu akan jatuh :fallen_leaf:",Positif,"tak perlu risau tentang takdir, karena daun pun telah diatur oleh Allah kapan dan dimana ia akan gugur :fallen_leaf:"
"mulai frustasi dg jerawat dan mulai terlalu banyak berpikir ""orang disekitarku ini merasa beruntung ngga sih kalo kenal aku?""",Negatif,mulai frustrasi dengan jerawat dan mulai terlalu banyak berpikir &quot;apakah orang-orang di sekitarku merasa beruntung mengenalku?&quot;
aamiin :smiling_face_with_open_hands: yuk bestie di ss jgaaa,Netral,amin :smiling_face_with_open_hands: ayo sahabat di ss juga
"wkwkwk, ngerasain kan lu semua. majanya jangan fomo.",Negatif,"Wah, aku turut merasakannya untukmu. Majanya jangan fomo."
hari ini saya menghabiskan uang sekitar 250k padahal blm bisa nyari duit sendiri hhhh menangis dalam keheningan,Negatif,Hari ini aku menghabiskan sekitar 250k padahal aku belum bisa menghasilkan uang sendiri hhhh menangis dalam diam
mas naksir dahs sembuh belum ya :pleading_face::backhand_index_pointing_right::backhand_index_pointing_left:,Netral,"Tuan, apakah gebetanmu sudah sembuh? :pleading_face::backhand_index_pointing_right::backhand_index_pointing_left:"
"nikmati pemandangan selagi anda bisa :thinking_face: ( santika bandung - di bandung, jawa barat w/ )",Netral,"nikmatilah pemandangan selagi bisa :thinking_face: ( santika bandung - di bandung, jawa barat w/ )"
nilai seni penggemar saya? mungkin tidak ada :eyes:,Netral,nilai seni penggemar saya? mungkin tidak ada :eyes:
"tidak ada yang bisa tinggal selamanya dalam hidup anda, bahkan mereka berjanji atau dll. anda tidak dapat mengendalikannya. dan jika anda masih berpikir orang itu setiap kali, itu bukan masalah mereka. itu milikmu.",Positif,"Tidak ada seorangpun yang bisa tinggal selamanya dalam hidupmu, bahkan mereka yang berjanji dan sebagainya. Kamu tidak dapat mengendalikannya. Dan jika kamu masih memikirkan orang itu setiap waktu, itu bukan masalah mereka. Itu masalahmu."
#스테이 위크 apakah anda pernah memasukkan air ke dalam sampo yang hampir hilang? bingung !!!! tolong beri tahu kami :slightly_smiling_face::frowning_face:,Netral,#스테이 위크 pernahkah kamu menaruh air di sampo yang hampir hilang? bingung!!!! tolong beri tahu kami :slightly_smiling_face::frowning_face:
"anda akan selalu menjadi orang favorit saya, bahkan jika saya bukan milik anda.",Positif,"Kamu akan selalu menjadi orang favoritku, meskipun aku bukan milikmu."
"semalem nganter babe kontrol, pagi ini mlayokke ibuk ke dokter juga. hu hu. sehat-sehat bestie :pleading_face:",Negatif,"Tadi malam aku bawa bayiku untuk pemeriksaan, pagi ini Mlayokke juga ke dokter. Hu Hu. Sehat selalu sahabat :pleading_face:"
"liburan akhir pekan anda: perjalanan snorkeling pantai merah muda kami dapat mengatur kegiatan tur ke tempat -tempat eksotis dan pertanian di sekitar pulau lombok untuk pertanyaan khusus, silakan hubungi kami di staycationlombok.com",Netral,liburan akhir pekan Anda: perjalanan snorkeling di pantai pink kami dapat mengatur aktivitas tur ke tempat-tempat eksotis dan pertanian di sekitar pulau lombok untuk pertanyaan spesifik silakan hubungi kami di staycationlombok.com
penyembuhan terbaik yama menghilang,Positif,penyembuhan terbaik yama menghilang
"membersihkan masa lalu @ florida, as",Netral,"membersihkan masa lalu @ florida, as"
saking seringnya tumpah kelakuan sy sampe jd aduh lagi² soal ini,Negatif,Perilaku saya sering sekali terbongkar sehingga saya harus mengeluhkannya lagi
"akhirnya punya brimo, secara harfiah pak bos memaksaku :face_without_mouth:. . .",Netral,"akhirnya dapat brimo, secara harafiah bos memaksa saya :face_without_mouth:. . ."
