emoji_en,label,backtranslated_tweet
yeah your denial makes me laugh,Negatif,yeah your denial makes me laugh
"i feel september this year was the best month i have ever lived in 2022: just did graduation, my solo trip manifesting, getting good job, blessed birthday, and many more good things happed on i named it :).",Positif,"I feel like September this year was the best month I&#39;ve ever had in 2022: just graduated, my solo trip came true, got a great job, had a blessed birthday, and many more good things happened to me to name a few :)."
"like full, like tired who don't know what healing uses :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Negatif,"like full, like tired who doesn&#39;t know what the cure is :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
healing guuuudddddddddddddddddddd :rolling_on_the_floor_laughing:,Positif,healing guuuudddddddddddddddddddd :rolling on the floor laughing:
healing intention instead of the road returning to the body so meriyang :grinning_face_with_big_eyes::woman_facepalming_light_skin_tone:,Negatif,the intention of healing is not a way back to the body so it hurts :grinning_face_with_big_eyes::woman_facepalming_light_skin_tone:
"i am very happy to gaksi if the 'girlfriend' has the romance of my high school in front of his friend or even someone else who is more perfect than the cave. just then first, ready or there is a miracle and prolonged :grinning_face_with_sweat:",Positif,"I would be really happy if my &#39;boyfriend&#39; had a love story from my high school days in front of his best friend or even someone else who was more perfect than me. right then, ready or there is a miracle and it lasts :grinning_face_with_sweat:"
happy new year bestie,Netral,"Happy New Year, my friend"
hmm so overthinking sm about ca,Negatif,hmm so thinking too much about ca
"if what you take is right for you, it will definitely make you even better. if not, at least it could be a lesson in the future -bluedino-",Positif,"if what you take is good for you, it will definitely make you better. if not, at least it can be a lesson for the future -bluedino-"
is there anyone still awake or not bestie ??,Netral,"Is anyone still awake or not, friend?"
"work my **** off everyday, even if it's a",Negatif,"work hard every day, even if it&#39;s"
good meeting at coffee zeen this after and a good discussion about cloud catchers. a friend of my friend in the ministry of agriculture wanted to discuss making some prototypes and installing in various places around karangasem and bedugul to assess water production potential,Positif,nice meeting at coffee zeen after this and nice discussion about cloud catchers. a friend of mine in ministry of agriculture wants to discuss about making some prototypes and installing them in some places around karangasem and bedugul to assess the potential of water production.
"healing, culinary, safe and obedient prokes, we drove to pik siang td, 1. ikkudo ichi ramen, mkn in cars, 2. gofood krispy kreme to the parking lot, 3. takeway croissant monsieur spoon, 4. grab pickup fatble, 5. drive thru taco bell, i don't feel 4 hours later, happy heart & amp; cozy",Positif,"healing, culinary, safe and obeying health protocols, we went to PIK this afternoon, 1. Ikkudo Ichi Ramen, ate by car, 2. GoFood Krispy Kreme to the parking lot, 3. Takeaway Croissant Monsieur Spoon, 4. Grab Pickup Fatble, 5. Drive Thru Taco Bell, 4 hours later, happy and cozy"
"tbtb overthinking kl when the vaccine cm is stabbed, it doesn't until the injection is reduced by the name ,,, you know what i mean :face_with_crossed-out_eyes::face_with_crossed-out_eyes:",Negatif,"tbtb overthinking if the vaccine is only pricked, not injected, it is made smaller by the name,,, you understand what I mean :face_with_crossed-out_eyes::face_with_crossed-out_eyes:"
"""this is wrong, and i have to stop even if i can't"" says a wild",Negatif,"&quot;This is wrong, and I have to stop even though I can&#39;t,&quot; said a wild man."
it's disheartening ... even worse for us minorities in the founder space.,Negatif,"this is sad...even worse for us, the minority among the founders."
is a feed full of selfies a red flag?,Negatif,Is a feed full of selfies a red flag?
march gass healing to bromo and buluran,Netral,March healing gas to bromo and buluran
so overthinking,Negatif,overthinking
"hopefully in 2021, all the past will be forgotten quickly, a girl who comes to mind, not overthinking, i will be tired, get a work that i want, have a lot of money, be suffered, and quickly marriage.",Positif,"I hope that in 2021 everything in the past will quickly be forgotten, only girls can think about it, you don&#39;t need to think about it, the important thing is that you&#39;re tired, get the job you want, have lots of money, be patient, get married quickly."
what if the next line up is even of day:relieved_face:,Netral,what if the next line is an even day:relieved_face:
"clingy husband and wife question tonight: :woman_with_headscarf_light_skin_tone:: bro, choose the thin one, what is ginak ginuk? :man_wearing_turban_light_skin_tone:: mm i chose princess :woman_with_headscarf_light_skin_tone:: you can't, the choice is only those two :man_wearing_turban_light_skin_tone:: i just chose the princess :woman_with_headscarf_light_skin_tone:: hmmm *monitored husband tonight is wanting to keep looking for safe*",Netral,"sticky husband and wife question tonight: :woman_with_headscarf_light_skin_tone:: bro, choose the thin one, is that ginak ginuk? :man_wearing_turban_light_skin_tone:: mm I choose princess :woman_with_headscarf_light_skin_tone:: no way, the only two choices are those :man_wearing_turban_light_skin_tone:: I&#39;ll just choose princess :woman_with_headscarf_light_skin_tone:: hmmm *monitors husband tonight just wants to play it safe*"
"don't have you know me from the other, but just from my self, cause not everyone say honestly about me .:smiling_face_with_halo:",Positif,"Don&#39;t know me from other people, but know me from myself, because not everyone is telling the truth about me.:smiling_face_with_halo:"
"3 o'clock literacy for staycation to the country of clouds, instead of this hour. bgsd cooks ye stop by the forest blus",Negatif,"Literacy at 3 o&#39;clock for a staycation to the land of the clouds, not at this time. bgsd cooks ye stop by forest blouse"
"since the dosage of the drug is derived, more lethargic & amp; hard to focus. can't even put the face to a name when i close my eyes. the upside howver, i can't remember the faces of those i do not wish to remember either. ___",Negatif,"because the dose of the medicine was reduced, I became more lethargic &amp; had difficulty focusing. I can&#39;t even remember someone&#39;s face when I close my eyes. on the bright side, I also can&#39;t remember the faces of people I don&#39;t want to remember. ___"
"""sis, sis, sis, mama kepo. yes, it's just after this,"" said my mother every time of drakor, finally graduated 5 episodes a day",Netral,"&quot;Sis, sis, sis, I&#39;m curious, that&#39;s enough, that&#39;s enough for now,&quot; Mom said every time she watched Korean dramas, finally getting to 5 episodes a day."
"fill in 2 seminars as speakers in two different cities today, with the condition of the body not fit. suffering so ... i want to turu wes! had to be a speaker in two different seminars in two different towns today, while feeling not that well ... what i want is just sleep!",Negatif,"filling 2 seminars as a speaker in two different cities today, with a less than fit body condition. really suffering... want to go down! have to be a speaker in two different seminars in two different cities today, even though my body is not feeling well... all I want to do is sleep!"
"there in the morning of cilegon, half of main road is down from travelers, and here i am googling which the best way i need to take to get in the workplace.",Netral,"there in the morning in cilegon, half of the main road is empty of travelers, and this is where i google the best way to go to work."
"male cave, always santuy if you meet the police :face_with_tears_of_joy:",Netral,"I&#39;m a guy, always calm when I meet the police :face_with_tears_of_joy:"
"home, self healing, brain refresh, sungkem",Positif,"home, self-healing, brain refreshment, sungkem"
"jakarta said: ""the city of bandung is suitable for healing etc."" bandung said: ""lost healing rarungsing i maneh nyarieun jams anyiingg !!"" :rolling_on_the_floor_laughing:",Negatif,Jakarta said: &quot;Bandung city is suitable for healing etc.&quot; bandung said: &quot;lost healing rarungsing i maneh nyarieun jam anyiingg!!&quot; :rolling_on_the_floor_laughing:
lemes bestie via,Negatif,weak friend via
"even polices are trying to separate brutally, tons of people in mandalay successful showing their strongly will. we stand with you.:folded_hands: 28.2.2021 photos-crd",Positif,"even the police tried to separate brutally, many people in mandalay managed to show their strong will. we support you.:folded_hands: 28.2.2021 photos-crd"
"malem2 deeptalk about a mate is really top, making it cry",Negatif,The deep talk last night about top couples really made me cry
how much is your money just besie ??? mine lives memories :),Negatif,how much money do you have just beside that??? my money is just a memory :)
"our self, after that, just support the system. when the self is clear, then move to other people. always believe the spell 'good people will meet good people'",Positif,"Ourselves, then support the system. When we are clean, then move on to others. Always believe in the mantra &#39;good people will meet good people&#39;"
me know the new health minister is a south jakarta child because blio said which is in his speech. wk,Netral,I know the new health minister is a South Jakarta kid because he said so in his speech. wk
"tweeps, have you ever been to pray for the people you love, the drops are not clear where they are?",Netral,"Tweeps, have you ever wanted to pray for someone you love, but the drops were not clear where they fell?"
wait i didn't do anything and i can still access steam ?? i even updating gta v atm sksksks,Netral,wait i didnt do anything and i can still access steam?? i even updated gta v atm sksksks
**** this guy:relieved_face: really happy to see me panicked to meet the former anjir wakaka he's my best support system anyway:sparkles: haha ​​luvya hel:sparkling_heart::sparkles:,Positif,**** this person:relieved_face: so happy to see me panicking when I meet my ex-boyfriend wakaka he is indeed my best support system:sparkles: haha ​​luvya hel:sparkling_heart::sparkles:
"deliberately commented like this, because the content of tiktok the question likes weird. ""sis, is there a mall? there is a highway?"" because people think that kalimantan is a wilderness. the reply is all hilarious and it turns out that one of the salty replies is iewhhhh.",Negatif,"I intentionally commented like this, because the TikTok content is full of weird questions. &quot;Sis, is there a mall? Is there a toll road?&quot; because people think Kalimantan is a jungle. The replies are all hilarious and it turns out that one of the weirdest replies is iewhhhh."
"10 days, it's not enough time to travel around moluccas. after celebes and now moluccas have a special place in my heart with all the things. see you ale pung special place in beta pung hati. it's time for me leaving for jakarta :Indonesia:",Positif,"10 days, not enough time to go around Maluku. After Sulawesi and now Maluku has a special place in my heart with everything. See you Ale Pung, a special place in Beta Pung Hati. It&#39;s time for me to go to Jakarta :Indonesia:"
while you were sleeping uwaa,Netral,while you are sleeping uwaa
tired of bestie today from the morning gn bunder behind the mangrib event rw torch parade 1 to 13 spilled 3rb people there are rich back and not strong seeing :face_with_tears_of_joy:,Negatif,tired with friends today since morning gn bunder behind the torch relay event for rw 1 to 13 spilled 3 thousand people there like they came back and couldn&#39;t bear to look :face_with_tears_of_joy:
"o allah, i want a very long vacation. self healing with new people, hunting new experiences, so that it knows much better. (-_ \",Positif,"oh my god i want a really long vacation. healing myself with new people, hunting for new experiences, so i can understand more. (-_\"
"hunger is an outrage in our modern world. yet, more than 34 million people around the globe are one step away from famine. i'm adding my voice calling for global action to .",Positif,"Hunger is an outrage in our modern world. Yet, more than 34 million people around the world are one step away from starvation. I join the call for global action."
"rest for a while -take a **** ( area km 208b in cirebon, west java w/ ) /c0xyrx7fpx",Netral,"take a break -take **** (km 208b area in cirebon, west java w/) /c0xyrx7fpx"
"the mood swing is really tbtb remember the old one ""then crying me",Negatif,The mood swings were real but I remember the first time &quot;then I cried
i prefer the first ww movie than ww84.,Netral,I prefer the first ww movies to ww84.
"now my sleep is already calm, it's not overthinking since i parted with him but still miss his existence honestly i still love him",Positif,"Now my sleep is calm, I haven&#39;t thought about him much since I broke up with him but I still miss his presence, honestly I still love him"
sorry but 2020 was actually the best year ever,Positif,sorry but 2020 was actually the best year ever
isoh isoh e staycation directly umbar,Negatif,isoh isoh e staycation immediately exposed
"i pretentious every day i don't know, in fact overthinking at any time :)",Negatif,"I pretend every day that I don&#39;t understand, sometimes I even overthink :)"
sagittarius are so loyal if they are actually committed to you. the real struggle is getting us to commit to you,Negatif,Sagittarius are very loyal if they are truly committed to you. The real struggle is getting us to commit to you.
overthinking tonight: dewi dewi original formation with 2ne1 if the comeback is what is the world of martial arts.,Negatif,overthinking tonight: the original formation of dewi dewi with 2ne1 what is a comeback in the world of martial arts.
"if you get angry, don't like the words not obeyed, and overthinking ...",Negatif,"when you&#39;re angry, don&#39;t like your words not being obeyed, and have a lot on your mind..."
soon sunday. wash you so that the week can be santuy :face_with_tears_of_joy:,Netral,It&#39;s almost Sunday. Wash your face so you can relax this week :face_with_tears_of_joy:
want to overthinking but .....,Negatif,want to overthink but.....
strolling around alone . . . gara2 wrong angkot :grinning_squinting_face:,Negatif,walking alone . . . because of the wrong public transportation :grinning_squinting_face:
spill ndoossss:eyes:,Netral,spill ndoossss :eyes:
welcome to jakartaxbeingy ... don't try here if you're not ready to buy ... the last day the last day is really bestie ... the last day has succeeded,Netral,welcome to jakartaxbeingy.. don&#39;t try to come here if you&#39;re not ready to buy.. the last day the last day is really bestie.. the last day has successful
"what are playing spill, lazy ahhh",Negatif,"what&#39;s this guy doing playing spill, it&#39;s annoying ahhh"
"can i just rent james webb, just just put it. no need to see the past of the planets, just want to see the past and ex since dating until he said ""sorry you're too good (or kind, smart, whatever) for me"".",Netral,"can i rent james webb, just put it there. no need to see the past of the planets, just want to see the past and the ex since dating until she said &quot;sorry you are too good (or kind, smart, whatever) for me&quot;."
"starting at midnight, start overthinking :slightly_smiling_face:",Negatif,"starting at midnight, starting to overthink :slightly_smiling_face:"
how come the same ???? i am always gt :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: even now i'm in my late 20,Netral,how can it be the same???? i always do :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: even now i&#39;m in my late 20s
even when he spoke out about hunter biden.,Netral,even when he talks about hunter biden.
:smiling_face_with_hearts: couple healing part 2 :smiling_face_with_hearts:dinner at great and lovely experience :smiling_face_with_hearts::smiling_face_with_hearts: @ koral restaurant,Positif,:smiling_face_with_hearts: couple healing part 2 :smiling_face_with_hearts:dinner with great and enjoyable experience :smiling_face_with_hearts::smiling_face_with_hearts: @koral restaurant
"critical!!! mas robin frijns 12 'ned' & amp; mas sérgio sette câmara 7 'bra', the car had just been crashed ± strike which resulted in the red flag again just before ""fp2"" in the last minute on 2021-22. via: """" = :face_with_open_mouth:/:face_screaming_in_fear::weary_cat::thinking_face::broken_heart::stadium::fire: + :high_voltage: \ \:chequered_flag::rainbow_flag::rainbow::Saudi_Arabia::Netherlands::Brazil: !!! ...",Negatif,"critical!!! mas robin frijns 12 &#39;ned&#39; &amp; mas sérgio sette câmara 7 &#39;bra&#39;, his car just had a crash ± strike which resulted in the red flag being raised again just before &quot;fp2&quot; in the last minute in 2021-22. via: &quot;&quot; = :face_with_open_mouth:/:face_screaming_in_fear::weary_cat::thinking_face::broken_heart::stadium::fire: + :high_voltage: \ \:chequered_flag::rainbow_flag::rainbow::Saudi_Arabia::Netherlands::Brazil: !!! ..."
"good morning from me who after rubbing a mountainous shirt, mepek bestie :woozy_face:",Negatif,"good morning from me who just finished scrubbing my mountain clothes, my bestie&#39;s mepek :woozy_face:"
"honestly, what this arsenal team can do without endhout bukayo saka? ffs.",Negatif,"honestly, what would this arsenal team do without endhout bukayo saka? ffs."
honestly the referee is crazy,Negatif,honestly the referee is crazy
"yesterday came home from college take away directly to go to my favorite places, eating from the car with view with the main view, the best :face_exhaling::red_heart: and ... when he returned the salfok from a distance there was a man with a child who was a child who was alone joking below tree, so lovely :face_holding_back_tears::red_heart:",Positif,"Yesterday, after college, I immediately took it home to go to my favorite place, ate from the car with the same view as the main scenery, the best :face_exhaling::red_heart: and... when I turned around, I focused from a distance on a father and a small child who were joking around by themselves under a tree, it was so beautiful :face_holding_back_tears::red_heart:"
"discover hotels around grobogan regency, indonesia from 275000 idr per night:",Netral,"find hotels around grobogan regency, indonesia starting from 275000 idr per night:"
"if you actually think about it, you're ****. we're all are. but we don't realized it, yet.",Positif,"if you really think about it, you&#39;re an asshole. we&#39;re all assholes. but we just don&#39;t realize it yet."
we should start resting . playing back to back game probably not suits him anymore. we can get the best of him with this way.,Negatif,We should start taking a break. Playing twice in a row might not be suitable for him anymore. We can beat him this way.
repost my memory 2021 want to go there again :pleading_face: @ bogor raya kebun,Netral,repost my memories 2021 want to go there again :pleading_face: @bogor raya kebun
"page 366 of 366 thank you for giving a very meaningful lesson, so i can learn from every problem i experience so that in the future it can be even better :slightly_smiling_face: i hope that next year it can be even better, for careers, and for love stories, aamiin:palms_up_together:",Positif,"page 366 of 366 thank you for giving me a very meaningful lesson, so that I can learn from every problem I experience so that in the future I can be better :slightly_smiling_face: hopefully next year will be better, both in my career and love life, aamiin :palms_up_together:"
naughty know the limits that are gmn sieeeee bestie,Netral,Naughty knows what limits sieeee bestie
"oh yeah, today is also 2 taon wkwkwk big thanks to people around the world that celebrates my anniversary and my girlfriend:face_with_tears_of_joy::orange_heart:",Positif,oh yeah today is also the 2nd of the year hahaha thank you so much to the people all over the world who celebrated my and my boyfriend&#39;s anniversary:face_with_tears_of_joy::orange_heart:
pap for my crush hopefully through ya:face_holding_back_tears:,Netral,"pap for my crush, I hope it comes true:face_holding_back_tears:"
my business growth will be slow & amp; gradual ... it's what i prefer at the moment because i want to own 100% of my company. most of my decisions are from my gut & amp; i don't want to explain that to any investor. i'm all about hiring people who are smart than me to help where i lack!,Positif,My business growth will be slow and gradual... that&#39;s what I prefer right now because I want to own 100% of my company. Most of my decisions come from my gut and I don&#39;t want to explain them to any investors. I&#39;d rather hire people who are smarter than me to help me with what I lack!
"i went to sleep early and then jack had the audacity to say ""heyyy i haven's heard u in a while, what's up"". literally, it's only 6 hours not snap, then he has ""i haven't heard u in a while "":)",Netral,"I went to bed early and then Jack got up the nerve to say, &quot;Hey, I haven&#39;t heard from you in a while, how are you?&quot;. Literally, it&#39;s only been 6 hours of no news, then he said, &quot;Long time no hear from you&quot;:)"
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: on the direct spill,Netral,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: on direct spill
sleepover in my cousin's house :sleeping_face: it's a while tho.,Netral,spent the night at my cousin&#39;s house :sleeping_face: but it took a long time.
"this hera club member surely never learn anything. they are still couldn't get why sur-yeon wait so long before finally confronting them. * lol* a little use of brain would be nice, guys.",Negatif,"These hera club members must never learn anything. They still don&#39;t understand why sur-yeon waited so long before finally confronting them. *lol* A little brain power would be nice, guys."
"first time staycation, he is so tired now and left sleeping. for the ingredients, what are you turn on but what;) () (",Negatif,"first time staycation, he is now very tired and asleep. for the ingredients, what do you light but what;) () ("
hate it really read zodiac2an! fake all right ... but i like to do it :rolling_on_the_floor_laughing: hahahaha unstable ~,Negatif,hate reading zodiac signs so much! they&#39;re all fake... but i like doing it :rolling_on_the_floor_laughing: hahahaha unstable ~
the next projects home from healing :face_holding_back_tears::grinning_face_with_sweat:,Netral,next project back from healing :face_holding_back_tears::grinning_face_with_sweat:
"i don't know who i'll be in the future, that's why i've never stop my gaze. mysterious ways of expression - your deep nature. even in time when words of ""i love you"" are blown away by the wind. i'll take my clumsy hand and hold yourself, and i'll never let go. -yesterday",Netral,"I don&#39;t know who I will be in the future, that&#39;s why I never stop looking at you. A mysterious way of expression - your deep nature. Even when the words &quot;I love you&quot; are blown away by the wind. I will reach out my clumsy hand and hold you, and I will never let go. -yesterday"
he wouldnt spoil it bcs he was alone and only with manager hahahaha if the members went live with the absolutely he would do it altho we might not realize which one is a spoiler lol,Netral,"he won&#39;t leak it because he&#39;s alone and only with the manager hahahaha if the members do a live broadcast with it, he will definitely do it even though we might not realize which one is the spoiler lol"
"2020 is the same as indonesia.indonesia70% waters and 30% of land.202070% (sorrow, heartbreak, anxiety, overthinking, stress, fail) 30% (laughter)",Negatif,"2020 is the same as Indonesia. Indonesia is 70% water and 30% land. 2020 70% (sad, heartbroken, anxious, overthinking, stressed, failed) 30% (laughing)"
no one wants to staycation ???,Netral,no one wants a staycation???
"no offense but my portfolio will get much more than that, is actually sucks",Negatif,"no offense but my portfolio would get more than that, it&#39;s actually annoying"
"what dream is, yesterday at dawn2 ago the overthinking can recur this again mah",Negatif,"What was the dream? Yesterday at dawn I was overthinking, this could happen again"
if he is upset healing isn't even a sad status! the ones will be even more stressful instead of healing -,Negatif,if he is upset healing is not even a sad status! one would be more stressful than healing -
enter the list of friends close to crush must be happy or sad ???,Netral,"If you add your crush&#39;s close friends list, will you be happy or sad???"
last one. got myself a new keyring for my house keys from a talented local illustrator & amp; a fellow bestie ~ :green_heart::sparkles: #뽐순스냅 #제이비,Positif,lastly. bought a new keychain for my house keys from a talented local illustrator &amp; best friend ~ :green_heart::sparkles: #뽐순스냅 #제이비
"2020/5 = 404so yeah, basically this year actually an error.",Negatif,"2020/5 = 404 so yeah, basically this year is actually an error."
even you can't stand,Negatif,even you can&#39;t stand
staycation even the spirit of portfolio update :face_with_tears_of_joy:,Positif,staycation instead excited to update portfolio :face_with_tears_of_joy:
"until now, i still like action films with violent scenes. my reliever stress, anxiety release. :zany_face:",Positif,"Until now, I still like action films that have violent scenes. relieves my stress, relieves my anxiety. :zany_face:"
honestly just,Netral,to be honest
"staycation day 1:smiling_face_with_heart-eyes::money-mouth_face: ( @ villa ubud anyer resort in anyar district, banten w/)",Positif,"staycation day 1:smiling_face_with_heart_eyes::money_mouth_face: ( @ villa ubud anyer resort in anyar district, banten w/)"
"i am happy to read this, who knows if someone is reading my retweetan so i think about it, hahahaha",Positif,"I enjoyed reading this, who knows someone might read my retweet so I&#39;ll think about it, hahahaha"
"i briefly read the pessimistis comments toward asean's effort in ending myanmar's violence. i somehow came into a conclusion that some comments stand up upon this arrogance: ""if a white man from un can't do it, a bunch of brown feeling will be as useless""",Negatif,"I have read some pessimistic comments about ASEAN&#39;s efforts to end the violence in Myanmar. Somehow I came to the conclusion that some of the comments were based on this arrogance: &quot;If a white man from the US can&#39;t do it, a bunch of colored people will be useless.&quot;"
"never hit a woman, even if she stabs you with a scissors -punction charlie",Netral,"never hit a woman, even if she stabs you with scissors -punction charlie"
":sparkles: time will tell :sparkles:di when i no longer bearized when i no longer hoped that i always met the right person at that time. style not forced, prefer warkop dr.pd capisop, smoking too, playing ml, the main career, financial & amp; health focused, prefer girlfriends friend's taste. let's sail 2gether!",Positif,":sparkles: time will tell :sparkles: when I&#39;m no longer proud of myself when I no longer hope that I always meet the right person at that time. unforced style, prefers warkop to capisop, smokes too, plays ml, prioritizes career, focuses on finance &amp; health, prefers the taste of best friend&#39;s girlfriend. let&#39;s sail together!"
"towards the new year being hit by overthinking, kanjimmm :worried_face:",Negatif,"approaching the new year hit by overthinking, kanjimmm :worried_face:"
healing,Netral,healing
"he literally can't control his own intelligence agency **** machine, the contents which 1) hid bin laden 2) helped fund the mumbai attacks and 3) sponsors of the taliban in afghanistan .... and that just for starters. fill in the head of state in pakistan.",Negatif,"he is completely out of control of his own intelligence machine, which includes 1) harboring bin Laden 2) helping fund the Mumbai attacks and 3) sponsoring the Taliban in Afghanistan....and that&#39;s just the beginning. the content of the head of state in Pakistan."
"woaaah! suddenly someone sent a pizza disclaimer: this is halal yes bestie, not a shipment from someone's girlfriend especially the husband of someone :relieved_face::relieved_face:",Positif,"woaaah! suddenly someone sent me a pizza disclaimer: this is halal, bestie, not sent by a boyfriend or even someone else&#39;s husband :relieved_face::relieved_face:"
"eat the delicious ones that want, you want to be the one who is known to be self healing this season :smiling_face_with_open_hands:",Positif,"just eat whatever you want, you will definitely be the one who is known to be able to heal yourself this season :smiling_face_with_open_hands:"
"the vocal is really crisp, the while screen is moa oliver",Positif,"the vocals are so crisp, the white screen is moa oliver"
dinner with bestie since junior high school :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:,Positif,dinner with best friend since junior high school :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:
a little stress but if invited to healing directly sane,Negatif,a little stressed but if asked to heal he immediately becomes sane
healing is mortal,Negatif,healing is ephemeral
walking on my daughter while she's doing a tiktok! @ mia's room,Netral,walked in on my daughter while she was doing tiktok! @mia&#39;s room
"i think it's going to take a break, need heart healing a little longer",Positif,"I think this will take a break, it will take a little longer for the heart to heal."
"sleeping the morning at the beginning of the moon with a mind everywhere, just think of this end overthinking.",Negatif,"sleeping in the morning at the beginning of the month with thoughts all over the place, just think about this end of thinking too much."
somehow this is kinda cursed,Negatif,somehow this is a bit cursed
what are this people really :smiling_face_with_tear:,Negatif,what are these people really like :smiling_face_with_tear:
"2h rear often up narcissistic photos because my face is again good eh suddenly the severe spotty is the disease, there is a bnr",Negatif,"In the last 2 days, I often took selfies because my face was good, but suddenly I had really bad acne, that&#39;s a real disease"
another healing ~ now with my shownu :red_heart:,Positif,another healing ~ now with my shownu :red_heart:
"i don't know why i have never been interested in this pin fruit product. even though the first time when i bought samsung, which was now using it, there was a budget for buying this brand. keknya is really a true android user, wkwkwk. plus this brand is overpriced with a spec.",Negatif,"I don&#39;t know why I was never interested in this pin fruit product in the first place. Even though when I first bought the Samsung I&#39;m using now, I had the budget to buy this brand. Looks like a real Android user, hahaha. Plus this brand is expensive with those specs."
"the song is skz, healing, bangtcription さん と たい たい たい たい たい たい たい たい たい たい たい たい たい たい たい たい たい たい",Positif,"the song is skz, healing, bangtcriptionたい たい たい たい"
"all life, this story has been repeatedly passing on the homepage of fbku, and does contain onions. but this is the first time i want to tell the figure. ""how come it's like familiar ..."" thinking where i have seen this person, from the name also like familiar ...",Netral,"throughout my life, this story has been circulating repeatedly on my fb homepage, and it does contain onions. but this is the first time I want to tell the story of the figure. &quot;why does it seem familiar...&quot; thinking about where I&#39;ve seen this person, from the name it also seems familiar..."
"hmm, just like the point to the point :relieved_face:",Negatif,"hmm, like point to point :relieved_face:"
"tips for watching a horror movie, especially the gore (maybe you will lose the watches of the movie) :small_orange_diamond:just remember that's its a fake, it's just a movie, there are many people around the casts taking the picture, recording the video, etc. it's not a blood, it's just a ketchup.",Netral,"tips for watching horror movies, especially the gory ones (you might lose hours watching the movie) :small_orange_diamond:just remember it&#39;s fake, it&#39;s just a movie, there are a lot of people around the actors taking pictures, recording videos, etc. that&#39;s not blood, that&#39;s just ketchup."
really touched if there is someone who always remembers the little things i have ever talked to him. like seriously ?? you actually listen to me ?? : '),Positif,I&#39;m so touched when someone always remembers the little things I&#39;ve told them. Seriously?? Are you really listening to me?? :&#39;)
after getting mentally mentally,Negatif,after getting mentally mentally
"i'm so happy cz 1. finally i tried gatot, thiwul, & amp; clorot:pleading_face::smiling_face_with_heart-eyes: 2. after 2 weeks d the boarding house isn't going anywhere i finally play out of the 4 -hour tho cmn event 3. thanks for the tuiter for the info, i know there is a market for kangen d grhatama pus.",Positif,"I&#39;m really happy because 1. I finally tried Gatot, Thiwul, &amp; Clorot:pleading_face::smiling_face_with_heart-eyes: 2. After 2 weeks of staying at the boarding house and not going anywhere, I finally played in the 4-hour CMN event. 3. Thanks to the tutor for the info, I know there&#39;s a Pasar Kangen at Grhatama Pus."
"cwk cool is open minded, thinking about the future, ignorant, original balaki :face_with_tears_of_joy:",Netral,"cool girls are open-minded, think about the future, naughty, real girls :face_with_tears_of_joy:"
yaudh just staycation.,Netral,"Okay, just staycation."
"hi, bro. please welcome those who welcome faucet mining while free and legit can be dragged into faucetpay's wallet :",Netral,"Hi bro. Please welcome those who receive faucet mining while it&#39;s free and legal, it can be dragged to the faucetpay wallet:"
today i am tired of min yoongi bestie :face_holding_back_tears::melting_face:,Negatif,today i&#39;m bored with min yoongi&#39;s best friend :face_holding_back_tears::melting_face:
after midnight is the time to feel guilty and overthinking and then markita check out online shopping :pleading_face:,Negatif,after midnight is the time to feel guilty and overthink and then markita checks online shopping :pleading_face:
it gave me anxiety just by looking:upside-down_face:,Negatif,it makes me anxious just looking at it :upside-down_face:
sad x bestie,Negatif,sad x friend
glad i watch while there isn't anybody except me in the room,Positif,I&#39;m glad I watched it when there was no one but me in the room.
@ the adang zecky resort,Netral,@ resort adang zecky
"once stumbled on the edge of the field near the library when i wanted to go to the toilet, then the pope was stranded where in his field there was a crush again, the sport of shyness was really embarrassed",Negatif,"I once got lost on the edge of the field near the library when I wanted to go to the toilet and then left on the field, someone had a crush on me again, it&#39;s really embarrassing to be a sport"
"open recruitment for women creator tiktok and instagram muslim fashion. 1. 21-25yo 2 creativity for create content tiktok instagram and tiktok (mirroring) 3. can create 30 content in 1 month 4. good looking october w1 deadline! can be in this dm westernity, bestie!",Netral,"open recruitment for female creators of tiktok and instagram muslim fashion. 1. Age 21-25 years 2. Creative to create tiktok instagram and tiktok content (mirroring) 3. Can create 30 contents in 1 month 4. Attractive appearance, deadline W1 October! Can dm this westernity, bestie!"
"ngalem poool, high -level bucin, overthinking an, high poool poool dadi is not talking about me, i will reti seng's sing, nagging, likes to post keuwuan, jealous",Negatif,"ngalem poool, high level bucin, overthinking, high poool poool so don&#39;t talk about me, I&#39;m a fussy person, talkative, like to post cute things, jealous"
staycation isn't this?,Netral,staycation isn&#39;t this it?
"honestly, it's a shame if you're not extended, let's be a long",Positif,"To be honest, it would be a shame if it wasn&#39;t made longer, let&#39;s make it longer"
