Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,txten,backtranslated_tweet,texten,ratio_baku_campuran
1442,"Habis nonton Film Pendek. Disitu bisa diambil satu pelajaran, “every people have a choose in their life” torang tida bisa paksa dengan depe pilihan, even itu bkg torang kecewa. Uwuwu","After watching a short movie. There can be taken one lesson, ""every people have a choose in their life"" torang can not force the choice of depe, the event is not disappointed. Uwuwu","Film Habis Nonton Pendek. Disitu bisa diambil Satu Pelajaran, “Setiap orang memiliki pilihan dalam hidup mereka” Toran Tida Bisa Paksa Dengan Depe Pilihan, bahkan Itu Bkg Topan Kecewa. Uwuwu",Positif,"habis nonton film pendek. disitu bisa diambil satu pelajaran, “every people have a choose in their life” torang tida bisa paksa dengan depe pilihan, even itu bkg torang kecewa. uwuwu","after watching a short film. There you can learn a lesson, ""Everyone has a choice in their life."" People can't force their choices, even if they don't, people will be disappointed. uwuwu","setelah menonton film pendek. Di sana Anda dapat mengambil pelajaran, ""Setiap orang punya pilihan dalam hidupnya."" Orang tidak bisa memaksakan pilihannya, kalaupun tidak, orang akan kecewa. uwuwu",,0.9629629629629629
4115,SPILL BESTIEH GUE PENASARAN,Spill Besteh I was curious,Tumpahan bestieh gue penasaran,Netral,spill bestieh gue penasaran,spill bestieh I'm curious,tumpah bestieh aku penasaran,,0.75
2225,Jadi Sobat IndiHome ga cuma dapat penghasilan tambahan lho! Kamu juga bisa ketemu banyak teman baru dan tentunya upgrade skill. Yakin ga mau kepo? Yuk kunjungi http//:https://t.co/7jvFVlAXeW sekarang! #SobatIndiHomeSBU #AktivitasTanpaBatas #InternetnyaIndonesia #IndiHomeMbois,So IndiHome buddy doesn't just get additional income you know! You can also meet many new friends and of course upgraded skills. Are you sure you don't want to go? Let's visit http //: https: //t.co/7jvfvlaxew now! #Sobatindindihomesbu #activity,Jadi Sobat Indihome Ga Cuma Dapat Penghasilan Tambahan Lho! KAMU BUGA BISA KetuMu Banyak Teman Baru Dan Tentunya Keterampilan Upgrade. Yakin ga mau kepo? Yuk Kunjungi http //: https: //t.co/7jvfvlaxew sekarang! #Sobatindihomesbu #aktivitastanpabatas #internetnyaindonesia #indihomempois,Netral,jadi sobat indihome ga cuma dapat penghasilan tambahan lho! kamu juga bisa ketemu banyak teman baru dan tentunya upgrade skill. yakin ga mau kepo? yuk kunjungi sekarang!,"So Indihome friends don't just get extra income, you know! You can also meet lots of new friends and of course upgrade your skills. are you sure you don't want to be bored? come visit now!",Jadi sobat Indihome gak sekedar dapat penghasilan tambahan lho! Anda juga bisa bertemu banyak teman baru dan tentunya meningkatkan kemampuan Anda. apakah kamu yakin tidak ingin bosan? datang berkunjung sekarang!,,0.9
1273,Ga syabar nunggu besok mau adopt healing crystal,GA SYABAR WAITING TOMORROW WANT TO ADPOPT HEALING CRYSTAL,Ga Syabar Nunggu Besok Mau Mengadopsi Kristal Penyembuhan,Netral,ga syabar nunggu besok mau adopt healing crystal,I can't wait until tomorrow to adopt healing crystals,Saya tidak sabar menunggu sampai besok untuk mengadopsi kristal penyembuh,,1.0
4798,"Whatever u said whatever u thinking about that I don’t care 🤷‍♀️ u didn’t seen how I was give this cruisial work and all done but no problem if u think this nothing solve, fuck I give all solve and hard work done but u didn’t say tkyu for that’s ok I just cross fingers","Whatever U Said whatever u thinking about that i don't care 🤷‍♀️ u do not see how I was given this cruisial work and all done but no problem if u think this nothing solve, fuck I give all solve and hard work done but u didn't say tkyu for those ok i just cross fingers","Apapun yang kamu katakan apapun yang kamu pikirkan tentang itu, aku tidak peduli 🤷‍️ kamu tidak melihat bagaimana aku memberikan pekerjaan kapal pesiar ini dan semua dilakukan tetapi tidak ada masalah jika kamu pikir ini tidak ada yang dipecahkan, sial aku memberikan semua penyelesaian dan kerja keras dilakukan tapi kamu tidak mengatakan tkyu untuk itu tidak apa -apa aku hanya menyilangkan jari",Negatif,"whatever u said whatever u thinking about that i don't care :woman_shrugging: u didn't seen how i was give this cruisial work and all done but no problem if u think this nothing solve, **** i give all solve and hard work done but u didn't say tkyu for that's ok i just cross fingers","whatever u said whatever u thought about that i don't care :woman_shrugging: u didn't see how i was giving this crucial work and all done but no problem if u think this nothing solves, **** i give all solve and hard work done but u didn't say tkyu for that's ok i just crossed fingers","apapun yang kamu katakan apapun yang kamu pikirkan tentang itu aku tidak peduli :wanita_mengangkat bahu: kamu tidak melihat bagaimana aku memberikan pekerjaan penting ini dan semuanya sudah selesai tapi tidak masalah jika menurutmu ini tidak ada yang menyelesaikan, **** aku memberikan semua penyelesaian dan kerja keras sudah selesai tapi kamu tidak bilang tkyu karena tidak apa-apa aku hanya berharap saja",,0.9333333333333333
4146,Spill tutor biar ga cemburuan woooyyy....,Spill tutor so that it won't be jealous woooyyy ....,Tutor tumpahan biar ga cemburuan woooyyy ....,Negatif,spill tutor biar ga cemburuan woooyyy....,spill tutor so you don't get jealous woooyyy....,Tumpah tutornya biar gak iri woooyyy....,,0.6666666666666666
1024,"Do you know what friendship is..  It is to be brother and sister,  two souls which touch without mingling,  two fingers on one hand.   -Victor Hugo- @ Level Six Cafe https://t.co/nQFzAlfIuB","Do you know what friendship is ... it is to be brother and sister, two souls which touch without mingling, two fingers on one hand.  -Victor Hugo- @ Six Cafe Level https://t.co/nqfzalfub","Tahukah Anda apa persahabatan itu .. itu adalah saudara dan saudari, dua jiwa yang menyentuh tanpa berbaur, dua jari di satu sisi.  -Victor hugo- @ level enam kafe https://t.co/nqfzalfiub",Positif,"do you know what friendship is.. it is to be brother and sister, two souls which touch without mingling, two fingers on one hand. -victor hugo- @ level six cafe","do you know what friendship is... it is to be brother and sister, two souls who touch without mingling, two fingers on one hand. -victor hugo- @ level six cafe","tahukah kamu apa itu persahabatan...yaitu menjadi kakak beradik, dua jiwa yang bersentuhan tanpa membaur, dua jari di satu tangan. -victor hugo- @ kafe level enam",,0.88
3847,See you at the best point according to destiny:),See you at the best point according to destiny :),Sampai jumpa di titik terbaik menurut Destiny :),Positif,see you at the best point according to destiny:),see you at the best point according to destiny :),sampai jumpa di titik terbaik sesuai takdir :),,0.875
4860,While you were Sleeping 🎬,While you were sleeping 🎬,Saat Anda sedang tidur 🎬,Netral,while you were sleeping :clapper_board:,while you were sleeping :clapper_board:,saat kamu sedang tidur :clapper_board:,,0.8
1973,"I wish I could be with her forever, even if that's impossible. https://t.co/JIbb7ohT27","I Wish I could be with her forever, even if that's impossible. https://t.co/jibb7oht27","Saya berharap saya bisa bersamanya selamanya, bahkan jika itu tidak mungkin. https://t.co/jibb7oht27",Positif,"i wish i could be with her forever, even if that's impossible.","i wish i could be with her forever, even if that's impossible.","Aku berharap aku bisa bersamanya selamanya, meski itu mustahil.",,1.0
4528,This WA sticker is relatable as fuk https://t.co/bMdUTRPosw,This wa sticker is relatable as fuk https://t.co/bmdutrposw,Sticker WA ini bisa diterima sebagai fuk https://t.co/bmdutrposw,Netral,this wa sticker is relatable as ****,this wa sticker is relatable as ****,stiker wa ini relevan dengan ****,,0.8333333333333334
4708,"Waktu adegan ini, tone suaranya yuzhen berubah banget. He is more like clingy person and deadly in love.   https://t.co/1zTz1aUVbe","During this scene, Yuzhen's tone of voice changed. He is more like clingy person and deadly in love.   https://t.co/1ztz1auvbe","Waktu Adegan ini, nada suarananya Yuzhen Berubah Banget. Dia lebih seperti orang yang melekat dan dalam cinta yang mematikan.   https://t.co/1ztz1auvbe",Positif,"waktu adegan ini, tone suaranya yuzhen berubah banget. he is more like clingy person and deadly in love.","During this scene, Yuzhen's tone of voice really changed. he is more like a clingy person and deadly in love.","Selama adegan ini, nada suara Yuzhen benar-benar berubah. dia lebih seperti orang yang clingy dan mematikan dalam cinta.",,0.8888888888888888
2120,"Ini orang kalo sekali senyum udah kek malaikat, tapi kalo pasang wajah serius jujurly bikin takut keder banget https://t.co/O16Eop9kxQ","This is a person if one smile is already an angel, but if you put a serious face honestly, it makes me afraid of being very scared https://t.co/o16eop9kxq","Ini org kalo sekali senyum udah kek malaikat, tapibah pasang wajah serius jujurly bikin takut keder banget https://t.co/o16eop9kxqq",Negatif,"ini orang kalo sekali senyum udah kek malaikat, tapi kalo pasang wajah serius jujurly bikin takut keder banget","This person looks like an angel when he smiles once, but when he puts on a serious face, he honestly makes me really scared","Orang ini terlihat seperti bidadari saat dia tersenyum sekali, tapi saat dia memasang wajah serius, sejujurnya dia membuatku sangat takut",,1.0
1672,healing terbaik https://t.co/fPIFKbLzoY,Best Healing https://t.co/fpifkblzoy,Penyembuhan Terbaik https://t.co/fpifkblzoy,Positif,healing terbaik,the best healing,penyembuhan terbaik,,1.0
2419,Kalo udah gini pasti overthinking dah,"If I have this, definitely overthinking",Kalo Udah Gini Pasti yang terlalu banyak berpikir,Negatif,kalo udah gini pasti overthinking dah,"If it's like this, you're definitely overthinking","Kalau sudah begini, Anda pasti overthinking",,0.8333333333333334
932,"Dear @elonmusk pro-@jokowi,I have told you to ignore the provocative letter from @walhinasional(https://t.co/XkaazY4Xuz), as I finally found the main point that @walhinasional possibly paid by other corporates to blame""Electric Cars""harm environment if you'll invest in Indonesia. https://t.co/Utqaq6zIWn","Dear @elonmusk pro- @jokowi, I have told you to ignore the provocative letter from @walhinational (https://t.co/xkaazy4xuz), as I finally found the main point that @wallinasional possibly paid by other corporates to blame "" Electric Cars ""Harm Environment if you'll invest in Indonesia. https://t.co/utqaq6ziwn","Dear @elonmusk pro- @jokowi, saya telah mengatakan kepada Anda untuk mengabaikan surat provokatif dari @Walhinasional (https://t.co/xkaazy4xuz), karena saya akhirnya menemukan poin utama yang mungkin dibayar oleh perusahaan lain yang harus disalahkan "" Mobil Listrik ""Lingkungan Bahaya Jika Anda akan berinvestasi di Indonesia. https://t.co/utqaq6ziwn",Netral,"dear pro-,i have told you to ignore the provocative letter from ( as i finally found the main point that possibly paid by other corporates to blame""electric cars""harm environment if you'll invest in indonesia.","dear pro-,i have told you to ignore the provocative letter from (as i finally found the main point that possibly paid by other corporations to blame ""electric cars""harm environment if you'll invest in indonesia.","pro yang terhormat, saya telah mengatakan kepada Anda untuk mengabaikan surat provokatif dari (karena saya akhirnya menemukan poin utama yang mungkin dibayar oleh perusahaan lain untuk menyalahkan ""mobil listrik"" yang merugikan lingkungan jika Anda berinvestasi di Indonesia.",,1.0
19,"""Being deeply loved by someone gives you strength while loving someone deeply gives you courage.”– Lao Tzu","""Being Deeply Loved By Someone Gives You Strength While Love Someone Deeply Gives You Courage."" - Lao Tzu","""Menjadi sangat dicintai oleh seseorang yang memberi Anda kekuatan sambil mencintai seseorang secara mendalam memberi Anda keberanian."" - Lao Tzu",Positif,"""being deeply loved by someone gives you strength while loving someone deeply gives you courage.”– lao tzu",“being deeply loved by someone gives you strength while loving someone deeply gives you courage.”– lao tzu,"“Dicintai secara mendalam oleh seseorang memberi Anda kekuatan, sementara mencintai seseorang secara mendalam memberi Anda keberanian.” – lao tzu",,0.8421052631578947
1489,"Happy New Year 🎉🎆🎇✨🎉 Semoga Allah cukupkan segala hal yang ada di dunia ini. Amin Bangtan thankyu sdh jadi healing terbaik sampai saat ini dan selamanya, bahagia selalu, kalian masih tetap tokoh favoritku 😘 @BTS_twt","Happy New Year 🎉🎆🎇✨🎉 May Allah sufficient everything in this world. Amen Bangtan Thank you to be the best healing until now and forever, always happy, you are still my favorite character 😘 @bts_twt","Selamat Tahun Baru 🎉🎆🎇✨🎉 Semoga Allah Cukupkan Segala Hal Yang Ada Di Dunia ini. Amin Bangtan Thankyu Sdh Jadi Healing Terbaik Sampai Saaty Ini Dan Selamanya, Bahagia Selalu, Kalian Masih Tetap Tokoh Favorit 😘 @BTS_TWT",Positif,"happy new year :party_popper::fireworks::sparkler::sparkles::party_popper: semoga allah cukupkan segala hal yang ada di dunia ini. amin bangtan thankyu sdh jadi healing terbaik sampai saat ini dan selamanya, bahagia selalu, kalian masih tetap tokoh favoritku :face_blowing_a_kiss:","happy new year :party_popper::fireworks::sparkler::sparkles::party_popper: may Allah make enough for everything in this world. amen bangtan thank you for being the best healing so far and forever, always happy, you are still my favorite character :face_blowing_a_kiss:","selamat tahun baru :party_popper::fireworks::sparkler::sparkles::party_popper: semoga Allah mencukupi segala yang ada di dunia ini. amin bangtan terima kasih sudah menjadi penyembuhan terbaik selama ini dan selamanya, bahagia selalu, kamu masih menjadi karakter favoritku :face_blowing_a_kiss:",,0.9090909090909091
2142,"Intinya adalah org2 +62 itu kebanyakan kepo, tapi cara ngepo nya goblok pisan.  Soekarno denger ginian fix nangis darah dia.  https://t.co/UfQeORPGRT","The point is that people are mostly kepo2, but the way to go on a stupid pisan.  Soekarno heard the Fix of his blood.  https://t.co/ufqeorpgrt","Intinya Adalah org2 +62 ITU KEBANJAAN KEPO, TAPI Cara Ngepo Nya Goblok Pisan.  Soekarno Denger Ginian Memperbaiki Nangis Darah Dia.  https://t.co/ufqeorpgrt",Negatif,"intinya adalah org2 +62 itu kebanyakan kepo, tapi cara ngepo nya goblok pisan. soekarno denger ginian fix nangis darah dia.","The point is that most of the +62 people are stupid, but the way they talk about it is really stupid. When Soekarno heard this, he cried blood.","Intinya kebanyakan orang +62 itu bodoh, tapi cara mereka membicarakannya sungguh bodoh. Mendengar hal itu, Soekarno menangis darah.",,0.8888888888888888
4212,"staycation yuuk, temani aku skripsian 😔","Yuuk Staycation, accompany me thesis 😔","Staycation Yuuk, TEMANI AKU SKRIPSIAN 😔",Positif,"staycation yuuk, temani aku skripsian :pensive_face:","Come on, staycation, accompany me on my thesis :pensive_face:",Yuk staycation temani aku skripsi :pensive_face:,,0.6666666666666666
3580,"Percuma healing, bengine overthingking","Useless healing, bengine overthingking","Penyembuhan Percuma, Bengine overingking",Negatif,"percuma healing, bengine overthingking","useless healing, engine overthingking","penyembuhan tidak berguna, mesin terlalu banyak berpikir",,1.0
3839,"sedih tp mau cerita dari pov festival tengah. kita tuh bayar loh 750k, tapi space kita KECIL banget. aku udah coba keluar ya karena hampir pingsan digencet orang yang ngebet maju. pas di belakang pun aku gabisa liat apa-apa. ya mknya orang prefer video. salah dari awal. kwave https://t.co/duIVbNywGx","sad but want a story from the Central Pov Festival. We pay 750K, but our space is really small. I've tried it out because I almost fainted, it was squeezed by someone who was rushing forward. When I was behind I couldn't see anything. yes mk people prefer video. wrong from the start. Kwave https://t.co/duivbnywgx","SEDIH TP MAU CERITA DARI FESTIVAL POV TENGAH. Kita Tuh Bayar LOH 750K, TAPI Space Kita Kecil Banget. AKU UDAH COBA KELUAR Ya karena Hampir Pingsan Digencet Orang Yang Yang Ngebet Maju. pas di Belakang pun aku Gabisa liat apa-apa. ya mknya lebih suka video. Salah Dari Awal. kwave https://t.co/duivbnywgx",Negatif,"sedih tp mau cerita dari pov festival tengah. kita tuh bayar loh 750k, tapi space kita kecil banget. aku udah coba keluar ya karena hampir pingsan digencet orang yang ngebet maju. pas di belakang pun aku gabisa liat apa-apa. ya mknya orang prefer video. salah dari awal. kwave","sad but want to tell the story from the middle festival pov. We paid 750k, but our space is really small. I've tried to get out because I almost fainted when I was squashed by someone who was rushing forward. Even at the back I couldn't see anything. Yes, that's why people prefer videos. wrong from the start. kwave","sedih tapi ingin menceritakan kisah dari pov festival tengah. Kami membayar 750rb, tapi tempat kami sangat kecil. Aku sudah berusaha keluar karena hampir pingsan saat tergencet oleh seseorang yang sedang berlari ke depan. Bahkan di belakang aku tidak bisa melihat apa pun. Ya, itulah mengapa orang lebih menyukai video. salah sejak awal. gelombang",,0.9433962264150944
2297,Jokes nyari support system msh berlaku g ni???????,Jokes looking for support systems still apply it ???????,Lelucon Nyari Sistem Dukungan MSH Berlaku G Ni ???????,Negatif,jokes nyari support system msh berlaku g ni???????,jokes asking if the support system is still valid or not???????,lelucon menanyakan apakah sistem pendukung masih valid atau tidak???????,,1.0
2696,"Lesson: lots of Bein done w/ innocent people.  Reminder : if they NOT willin to invest in their people, withdraw yours. There is no point puttin fund even they themselves not willin to do that. Do u what? They don't care cz the fund its not theirs!  Make them use their OWN money!","Lesson: lots of bein done w/ innocent people. Reminder: If they not willin to invest in their people, withdraw yourself. There is no point puttin fund even they themselves not willin to do that. Do u what? They don't care cz the fund its not there! Make them use their own money!","Pelajaran: Banyak yang dilakukan dengan orang -orang yang tidak bersalah. Pengingat: Jika mereka tidak akan berinvestasi pada orang -orang mereka, menarik diri Anda. Tidak ada gunanya puttin dana bahkan mereka sendiri tidak akan melakukan itu. Apakah kamu apa? Mereka tidak peduli dengan dana itu bukan milik mereka! Buat mereka menggunakan uang mereka sendiri!",Netral,"lesson: lots of bein done w/ innocent people. reminder : if they not willin to invest in their people, withdraw yours. there is no point puttin fund even they themselves not willin to do that. do u what? they don't care cz the fund its not theirs! make them use their own money!","lesson: lots of bein done w/ innocent people. reminder : if they don't want to invest in their people, withdraw yours. there is no point putting funds even they themselves don't want to do that. do you what? they don't care cz the fund its not theirs! make them use their own money!","pelajaran: banyak hal yang dilakukan dengan orang yang tidak bersalah. pengingat : jika mereka tidak ingin berinvestasi pada orang-orangnya, tariklah orang-orang Anda. tidak ada gunanya menaruh dana padahal mereka sendiri tidak mau melakukan itu. apakah kamu apa? mereka tidak peduli karena dana itu bukan milik mereka! buat mereka menggunakan uang mereka sendiri!",,0.9423076923076923
134,😂😂 Jungwoo Swan is so clingy https://t.co/3GJMOY3FKG,😂😂 Jungwoo Swan is so clingy https://t.co/3gjmoy3fkg,😂😂 Jungwoo Swan sangat melekat https://t.co/3gjmoy3fkg,Netral,:face_with_tears_of_joy::face_with_tears_of_joy: jungwoo swan is so clingy,:face_with_tears_of_joy::face_with_tears_of_joy: jungwoo swan is so clingy,:face_with_tears_of_joy::face_with_tears_of_joy: angsa jungwoo sangat lengket,,0.6
327,Aku abis ketemu banyak orang = overthinking.,I after meeting many people = overthinking.,AKU ABIS Ketemu Banyak Orang = terlalu banyak berpikir.,Negatif,aku abis ketemu banyak orang = overthinking.,I just met a lot of people = overthinking.,Saya baru bertemu banyak orang = terlalu banyak berpikir.,,0.8888888888888888
3161,Nanti aku kumpulin bukti dulu baru aku spill akunnya https://t.co/nkqJ4SKrcU,I'll gather proof first and then I spill the account https://t.co/nkqj4skrcu,Nanti AKu Kumpulin Bukti Dulu Baru AKu Spill Akunnya https://t.co/nkqj4skrcu,Netral,nanti aku kumpulin bukti dulu baru aku spill akunnya,"Later, I'll collect evidence first, then I'll spill the account","Nanti saya kumpulkan bukti-buktinya dulu, baru saya tumpahkan rekeningnya",,0.7777777777777778
4231,"Suami,  kalo gak dipancing buat ngomong ngeluarin unek2 kalo capek atau burnout tuh gak akan ngmong tapi uring2an,  moody dan terpaksanya keliatan banget.","Husband, if not provoked to talk about the unek2 if you are tired or burnout, you won't take it but it's grumble, moody and it looks really.","SUAMI, Kalo Gak Dipancing Barat Ngomong Ngeluarin Unek2 Kalo Capek Atau Burnout Tuh Gak Akan Ngmong Tapi Uring2an, Moody Dan Terpkansanya Keliatan Banget.",Negatif,"suami, kalo gak dipancing buat ngomong ngeluarin unek2 kalo capek atau burnout tuh gak akan ngmong tapi uring2an, moody dan terpaksanya keliatan banget.","Husband, if you don't provoke him to talk, he won't say anything if he's tired or burnt out, but he'll be grumpy, moody and forced to show it.","Suamiku, jika kamu tidak memprovokasi dia untuk berbicara, dia tidak akan mengatakan apa pun jika dia lelah atau kelelahan, tetapi dia akan menjadi pemarah, murung dan terpaksa menunjukkannya.",,1.0
1898,"I have to take anti-anxiety pills. 9:22AM Sat, July 30, 2022 https://t.co/KmcFEEunQv","I have to take anti-anxiety pills. 9:22 AM SAT, July 30, 2022 https://t.co/kmcfeeunqv","Saya harus minum pil anti-kecemasan. 9:22 AM SAT, 30 Juli 2022 https://t.co/kmcfeeunqv",Netral,"i have to take anti-anxiety pills. 9:22am sat, july 30, 2022","I have to take anti-anxiety pills. 9:22am sat, july 30, 2022","Saya harus minum pil anticemas. 09:22 Sabtu, 30 Juli 2022",,0.6
4188,Staycation healing ❌ Staycation kuliah ✅ https://t.co/bA951AsoSh,Staycation Healing ❌ Lecture staycation ✅ https://t.co/ba951asosh,Staycation Healing ❌ Staycation Kuliah ✅ https://t.co/ba951asosh,Positif,staycation healing :cross_mark: staycation kuliah :check_mark_button:,staycation healing :cross_mark: college staycation :check_mark_button:,penyembuhan staycation :cross_mark: staycation kuliah :check_mark_button:,,0.3333333333333333
797,Cape😭🙏 dahla..santuy selalu ada di kamus w🙂🙏 https://t.co/CQtKnHyqoU,CapeRT DAHLA ... Santuy is always in the dictionary w🙂🙏 https://t.co/cqtknhyqou,Cape😭🙏 dahla..santuy selalu ada di kamus w🙂🙏 https://t.co/cqtknhyqou,Negatif,cape:loudly_crying_face::folded_hands: dahla..santuy selalu ada di kamus w:slightly_smiling_face::folded_hands:,tired:loudly_crying_face::folded_hands: dahla..santuy is always in the dictionary w:slightly_smiling_face::folded_hands:,lelah:loudly_crying_face::folded_hands: dahla..santuy selalu ada di kamus w:slightly_smiling_face::folded_hands:,,0.5714285714285714
3107,"Muter2 jalanan samarinda cuma mau liat2 aja mlm mggu gmn, lama ga mlm mingguan, malah agak nyesel 😭 Krna yg ada malah liat Samarinda rame dimana mana, kayak ga ada apa apa. Lgsg overthinking lg, pdhl udh hampir setengah bulan fikiran lurus, santuy. Hwa","Mother the streets of Samarinda just want to look at it, how come it's a weekly, it's not a long week, even a bit regretted 😭 Because there are even Samarinda, riding everywhere, like nothing. Lgsg overthinking again, pdhl already almost half a month straight mind, Santuy. Hwa","Muter2 jalana samarinda cuma mau liat2 aja mlm mggu gmn, lama ga mlm mingguan, malah agak nyesel 😭 Krna Yg Ada Malah liat Samarinda Rame Dimana Mana, Kayak Ga Ada Apa apa. LGSG OVERHINKING LG, PDHL UDH HAMPIR SETENGAH Bulan Fikiran Lurus, Santuy. Hwa",Negatif,"muter2 jalanan samarinda cuma mau liat2 aja mlm mggu gmn, lama ga mlm mingguan, malah agak nyesel :loudly_crying_face: krna yg ada malah liat samarinda rame dimana mana, kayak ga ada apa apa. lgsg overthinking lg, pdhl udh hampir setengah bulan fikiran lurus, santuy. hwa","wandering around the streets of Samarinda just wanting to see what it's like on a weeknight, it's been a long time since I've had a weeknight, but I'm a bit regretful :loudly_crying_face: because what I've seen is that Samarinda is busy everywhere, like there's nothing going on. I'm overthinking again, even though I've been thinking straight for almost half a month, calm down. hwa","berkeliaran di jalan-jalan Samarinda hanya ingin melihat seperti apa di weeknight, sudah lama sekali aku tidak menjalani weeknight, tapi aku agak menyesal :loudly_crying_face: karena yang kulihat Samarinda itu sibuk kemana-mana, seperti tidak ada apa-apa. Aku overthinking lagi, padahal sudah hampir setengah bulan aku berpikir jernih, tenang. hwa",,0.7872340425531915
2795,Main-main lah sikit biar healang healing... https://t.co/SeZlzegQjP,Play a little so helang healing ... https://t.co/sezlzegqjp,Main-Main Lah Sikit Biar Healang Healing ... https://t.co/sezlzegqjp,Positif,main-main lah sikit biar healang healing...,just play around a little so the healang heals...,main-main saja sedikit supaya healangnya sembuh..,,0.6666666666666666
2195,It’s time for family ❤️ #babyyaya #staycation #staycationjakarta #lefamily #cilukba #peekaboo #yearend2020 @ The Resident at Puri Casablanca https://t.co/FfCjj4yrj8,It's time for family ❤️ #babyyaya #staycation #staycatononjakarta #lefamily #cilukba #peekaboo #yearend2020 @ resident at puri casablanca https://t.co/ffcjj4yrj8,Sudah waktunya untuk keluarga ❤️ #babyyaya #staycation #staycationjakarta #lefamily #cilukba #peekaboo #yearend2020 @ penduduk di puri casablanca https://t.co/ffcjj4yrj8,Positif,it's time for family :red_heart: @ the resident at puri casablanca,it's time for family :red_heart: @ the resident at puri casablanca,saatnya berkumpul bersama keluarga :red_heart: @ warga di puri casablanca,,0.7
3834,Sebuah pesan. Teruntuk teman2 yg masih bingung/denial akan rolenya 😇 https://t.co/UcN32b5CPd,A message. For friends who are still confused/denial will role 😇 https://t.co/ucn32b5cpd,Sebuah Pesan. Teruntuk Teman2 yg Masih Bingung/Denial Akan Rolenya 😇 https://t.co/ucn32b5cpd,Positif,sebuah pesan. teruntuk teman2 yg masih bingung/denial akan rolenya :smiling_face_with_halo:,a message. For friends who are still confused/denied about their role: smiling_face_with_halo:,sebuah pesan. Bagi sobat yang masih bingung/menolak perannya: smile_face_with_halo:,,0.7777777777777778
477,"As we continue to normalise the conversation around menstruation, we are encouraging everyone to be #periodproud &amp; realise that having periods is something to be celebrated. Like Faza discovered, there’s nothing to be afraid of, it was just her time to be part of the period club! https://t.co/I2Bl1L2YdU","As we continue to normalize the conversation around menstruation, we are encouraging everyone to be #periodproud & amp; realize that having periods is something to be celebrated. Like Faza Discovered, There's nothing to be afraid of, it was just her time to be part of the period club! https://t.co/i2bl1l2ydu","Saat kami terus menormalkan percakapan di sekitar menstruasi, kami mendorong semua orang untuk menjadi #PeriodProud & amp; Sadarilah bahwa memiliki menstruasi adalah sesuatu yang harus dirayakan. Seperti yang ditemukan Faza, tidak ada yang perlu ditakuti, hanya waktunya untuk menjadi bagian dari klub periode! https://t.co/i2bl1l2ydu",Positif,"as we continue to normalise the conversation around ****, we are encouraging everyone to be &amp; realise that having periods is something to be celebrated. like faza discovered, there's nothing to be afraid of, it was just her time to be part of the period club!","as we continue to normalize the conversation around ****, we are encouraging everyone to be &amp; Realize that having periods is something to be celebrated. like faza discovered, there's nothing to be afraid of, it was just her time to be part of the period club!","seiring kami terus menormalisasi percakapan seputar ****, kami mendorong semua orang untuk menjadi &amp; Sadarilah bahwa menstruasi adalah sesuatu yang patut dirayakan. seperti yang diketahui faza, tidak ada yang perlu ditakutkan, ini hanyalah waktunya untuk menjadi bagian dari klub periode!",,0.925
1404,"great season, thank you pels @PelicansNBA, thank you coach willie, lift ur head up ! next season even better things are coming 🙏🏻 https://t.co/7lKpQrJrPy","Great season, thank you pels @pelicansnba, thank you coach willie, elevator ur head up! Next Season Even Better Things are Coming 🙏🏻 https://t.co/7lkpqrjrpy","Musim yang bagus, terima kasih Pels @pelicansnba, terima kasih pelatih Willie, mengangkat kepala Anda! Musim depan bahkan lebih baik akan datang 🙏🏻 https://t.co/7lkpqrjrpy",Positif,"great season, thank you pels , thank you coach willie, lift ur head up ! next season even better things are coming :folded_hands_light_skin_tone:","great season, thank you pels, thank you coach willie, lift ur head up! next season even better things are coming :folded_hands_light_skin_tone:","musim yang hebat, terima kasih pels, terima kasih pelatih willie, angkat kepalamu! musim depan akan ada hal yang lebih baik lagi :folded_hands_light_skin_tone:",,0.9545454545454546
429,Anxiety Attack For no reason ! Fck !!,Anxiety Attack for No Reason! Fck !!,Serangan kecemasan tanpa alasan! FCK !!,Negatif,anxiety attack for no reason ! fck !!,anxiety attacks for no reason! fck!!,serangan kecemasan tanpa alasan! sial!!,,1.0
2877,Manifesting😭🤲🏻 https://t.co/UyTzWYan1s,Manifestting&M https://t.co/uytzwyan1s,Manifest😭🤲🏻 https://t.co/uytzwyan1s,Positif,manifesting:loudly_crying_face::palms_up_together_light_skin_tone:,manifesting:loudly_crying_face::palms_up_together_light_skin_tone:,bermanifestasi:loudly_crying_face::palms_up_together_light_skin_tone:,,0.0
3586,Perkara cincin dijari manis. Aku nyesek dikit. Kepo si lebihnya,The ring case is cute. I sip a little. Kepo Si is more,Perkara Cincin Dijari Manis. AKU NYESEK DIKIT. Kepo si lebihna,Negatif,perkara cincin dijari manis. aku nyesek dikit. kepo si lebihnya,about the ring on the ring finger. I'm a little annoyed. I'm curious about what's more,tentang cincin di jari manis. Saya sedikit kesal. Saya penasaran dengan apa yang lebih dari itu,,1.0
