Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,txtin,backtranslated_tweet
1994,I'm inviting you to join Intellifluence so you can collaborate with Influencers and promote your product or service! Sign up and get 50% off your first month with the best #influencermarketing platform around! https://t.co/T7Ebb57lBm via @intellifluence,I'm inviting you to join intelligence so you can collaborate with influencers and promote your product or service! Sign up and get 50% off your first month with the best #influencermarketing platform around! https://t.co/t7ebb57lbm via @intellifluence,Saya mengundang Anda untuk bergabung dengan Intellifluence sehingga Anda dapat berkolaborasi dengan influencer dan mempromosikan produk atau layanan Anda! Daftar dan dapatkan diskon 50% dari bulan pertama Anda dengan platform #influencermarketing terbaik di sekitar! https://t.co/t7ebb57lbm melalui @intellifluence,Netral,i'm inviting you to join intellifluence so you can collaborate with influencers and promote your product or service! sign up and get 50% off your first month with the best platform around! via,Saya mengundang Anda untuk bergabung dengan Intellifluence sehingga Anda dapat berkolaborasi dengan influencer dan mempromosikan produk atau layanan Anda! daftar dan dapatkan diskon 50% pada bulan pertama Anda dengan platform terbaik! melalui,I invite you to join Intellifluence so you can collaborate with influencers and promote your products or services! sign up and get 50% off your first month with the best platform! through
3035,Mfer really said : ikhlas dalam bekerja (internship) tanpa pamrih  It's goverment program and the program literally said the intern would get paid.   U blind or something?   Politic always never fail to disgust me. https://t.co/N8vWMLlRj4,Mfer really said: sincere at work (internship) without strings attached  It's Government Program and the Program Literally Said The Internal Would Get Paid.  U blind or something?  Politic Always Never Fail to Disgust Me. https://t.co/n8vwmllrj4,MFER Benar -benar berkata: Ikhlas Dalam Bekerja (Magang) Tanpa Pamrih  Ini program pemerintah dan program tersebut secara harfiah mengatakan magang akan dibayar.  Kamu buta atau apa?  Politik selalu tidak pernah gagal membuat saya jijik. https://t.co/n8vwmllrj4,Negatif,mfer really said : ikhlas dalam bekerja (internship) tanpa pamrih it's goverment program and the program literally said the intern would get paid. u blind or something? politic always never fail to disgust me.,mfer benar-benar mengatakan : ikhlas dalam bekerja (magang) tanpa pamrih itu program pemerintah dan program tersebut secara harfiah mengatakan bahwa magang akan dibayar. kamu buta atau apa? politik selalu membuatku jijik.,mfer really says: being sincere in working (internship) without any strings attached is a government program and the program literally says that the internship will be paid. are you blind or what? Politics has always disgusted me.
598,"Bener banget, 2x dibantu support system jalur doa ortu. https://t.co/p1ua1kgxkG","Really, 2x is assisted by the support system of parents' prayer paths. https://t.co/p1ua1kgxkg","Bener Banget, Sistem Dukungan Dibantu 2x Jalur Doa Ortu. https://t.co/p1ua1kgxkg",Netral,"bener banget, 2x dibantu support system jalur doa ortu.","bener banget, 2x dibantu support system jalur doa ortu.","really true, twice helped by the parents' prayer line support system."
364,aku udah ngelist jawaban salty untuk pertanyaan salty besok lebaran,I already talked Salty's answer to Salty's question tomorrow Lebaran,AKU UDAH NGELIST JAWABAN SALTY UNTUK PERANTANAAN SALTY BESOK LEBARAN,Negatif,aku udah ngelist jawaban salty untuk pertanyaan salty besok lebaran,aku sudah ngelist jawaban salty untuk pertanyaan salty besok lebaran,I've listed Salty's answers to Salty's questions for Eid tomorrow
4955,Yaelahh denial lu bikin gue ngakak wkwk,Yeah your denial makes me laugh,Yaelahh Denial Lu Bikin Gue Ngakak WKWK,Negatif,yaelahh denial lu bikin gue ngakak wkwk,yaelahh penyangkalan lu bikin gue ngakak wkwk,"Yes, your denial makes me laugh out loud"
1885,"I feel September this year was the best month I have ever lived in 2022: Just did graduation, manifesting my solo trip, getting good job, blessed birthday, and many more good things happened on #SweetSeptember I named it :).","I Feel September This Year Was The Best Month I Have Ever Lived in 2022: Just Did Graduation, My Solo Trip Manifesting, Getting Good Job, Blessed Birthday, And Many More Good Things Happed On #SweetsePTember I Named It :).","Saya merasa September tahun ini adalah bulan terbaik yang pernah saya tinggali di tahun 2022: baru saja kelulusan, memanifestasikan perjalanan solo saya, mendapatkan pekerjaan yang baik, ulang tahun yang diberkati, dan banyak lagi hal -hal baik terjadi di #sweetseptember saya menamainya :).",Positif,"i feel september this year was the best month i have ever lived in 2022: just did graduation, manifesting my solo trip, getting good job, blessed birthday, and many more good things happened on i named it :).","aku merasa bulan september tahun ini adalah bulan terbaik yang pernah aku jalani di tahun 2022: baru saja lulus, mewujudkan perjalanan soloku, mendapat pekerjaan bagus, ulang tahun yang diberkati, dan masih banyak lagi hal baik yang terjadi sesuai namaku :).","I feel like September this year is the best month I've had in 2022: just graduated, realized my solo journey, got a great job, blessed birthday, and many more good things to my name :)."
2469,"Kayak penuh, kayak lelah yang ngga tau harus healing pake apaan🤣🤣🤣🤣","Like full, like tired who don't know what healing uses 🤣🤣🤣🤣","Kayak Penuh, Kayak Lelah Yang Ngga Tau Haru Pake Pake Apaan🤣🤣🤣🤣",Negatif,"kayak penuh, kayak lelah yang ngga tau harus healing pake apaan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:","kayak penuh, kayak lelah yang ngga tau harus healing pake apaan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:","like full, like tired who don't know what to use to heal:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
1594,Healing guuuuddddd broohhh 🤣 https://t.co/PsDF4ugMOB,Healing guuuudddddddddddddddddddd 🤣 https://t.co/psdf4ugmob,Penyembuhan guuuuddddd broohhh 🤣 https://t.co/psdf4ugmob,Positif,healing guuuuddddd broohhh :rolling_on_the_floor_laughing:,penyembuhan guuuuddddd broohhh :rolling_on_the_floor_laughing:,healing guuuuddddd broohhh :rolling_on_the_floor_laughing:
3241,Niat healing malah keujanan pulang2 badan jadi meriyang 😃🤦🏻‍♀️ https://t.co/BnDAxGx8Fa,Healing intention instead of the road returning to the body so Meriyang 😃🤦🏻‍♀️ https://t.co/bndaxgx8fa,Penyembuhan Niat Malah Keujanan Pulu2 Badan Jadi Meriyang 😃🤦🏻‍️ https://t.co/bndaxgx8fa,Negatif,niat healing malah keujanan pulang2 badan jadi meriyang :grinning_face_with_big_eyes::woman_facepalming_light_skin_tone:,niat healing malah keujanan pulang2 badan jadi meriyang :grinning_face_with_big_eyes::woman_facepalming_light_skin_tone:,"With the intention of healing, instead, when I got rained on, my body became flushed :grinning_face_with_big_eyes::woman_facepalming_light_skin_tone:"
2493,"Kek seneng bgt gaksi klo 'pacar' memperliatkan keromantisan sma gua waktu lg didepan temannya atau even orang lain yang lebih sempurna dari gua sekalipun. NgeHalu aja dulu, siapatau ada keajaiban dan dikabulin 😅","I am very happy to gaksi if the 'girlfriend' has the romance of my high school in front of his friend or even someone else who is more perfect than the cave. Just then first, ready or there is a miracle and prolonged 😅","KEK Seneng Bgt Gaksi Klo 'Pacar' Memperliatkan Keromantisan Sma Gua Waktu Lg Didepan TEMANNAA ATAU Bahkan orang lain Yang lebih Sempurna Dari gua sekalipun. Ngehalu Aja Dulu, Siapatau Ada Keeajaiban Dan Dikabulin 😅",Positif,"kek seneng bgt gaksi klo 'pacar' memperliatkan keromantisan sma gua waktu lg didepan temannya atau even orang lain yang lebih sempurna dari gua sekalipun. ngehalu aja dulu, siapatau ada keajaiban dan dikabulin :grinning_face_with_sweat:","kek seneng bgt gaksi klo 'pacar' memperliatkan keromantisan sma gua waktu lg didepan teman atau bahkan orang lain yang lebih sempurna dari gua sekalipun. ngehalu aja dulu, siapatau ada keajaiban dan dikabulin :grinning_face_with_sweat:","I really enjoy it when my 'girlfriend' shows off my high school romance when I'm at home in front of friends or even other people who are more perfect than me. Just wait for now, be ready or there will be a miracle and it will be granted :grinning_face_with_sweat:"
3878,Selamat Tahun Baru bestie,Happy New Year Bestie,Selaman tahun baru bestie,Netral,selamat tahun baru bestie,selamat tahun baru sahabat,happy new year friends
1761,Hmm jadi overthinking sm soal CA https://t.co/DgbWAnbEyk,Hmm so overthinking sm about ca https://t.co/dgbwanbeyk,Hmm jadi overhinking soal ca https://t.co/dgbwanbeyk,Negatif,hmm jadi overthinking sm soal ca,hmm jadi overthinking sm soal ca,"hmm, I'm overthinking about CA"
2050,"If what you take is right for you, it will definitely make you even better. If not, at least it could be a lesson in the future -BlueDino-","If what you take is right for you, it will definitely make you even better. If not, at least it could be a lesson in the future -Bluedino-","Jika apa yang Anda ambil tepat untuk Anda, itu pasti akan membuat Anda lebih baik. Jika tidak, setidaknya itu bisa menjadi pelajaran di masa depan -Bluedino-",Positif,"if what you take is right for you, it will definitely make you even better. if not, at least it could be a lesson in the future -bluedino-","jika apa yang kamu ambil tepat untukmu, pasti akan membuatmu menjadi lebih baik lagi. jika belum, setidaknya bisa menjadi pembelajaran kedepannya -bluedino-","If what you take is right for you, it will definitely make you even better. if not, at least it can be a lesson for the future -bluedino-"
284,Ada yang masih bangun nggak sih bestie??😭😭,Is there anyone still awake or not bestie ??,Ada Yang Masih Bangun Nggak Sih Bestie ?? 😭😭,Netral,ada yang masih bangun nggak sih bestie??:loudly_crying_face::loudly_crying_face:,ada yang masih bangun nggak sih sahabat??:loudly_crying_face::loudly_crying_face:,"Is anyone still awake, friend??:loudly_crying_face::loudly_crying_face:"
4917,"Work my ass off everyday, even if it's a #longweekend https://t.co/zb1vcbXZMu","Work My Ass Off Everyday, even if it's a #longweekend https://t.co/zb1vcbxzzo","Kerjakan pantat saya setiap hari, bahkan jika itu adalah #longweekend https://t.co/zb1vcbxzmu",Negatif,"work my **** off everyday, even if it's a","bekerja keras setiap hari, meskipun itu a","work hard every day, even if it's a"
1384,Good meeting at Kopi Zeen this afternoon and a good discussion about cloud catchers.  A friend of my friend in the Ministry of Agriculture wanted to discuss making some prototypes and installing in various places around Karangasem and Bedugul to assess water production potential,Good Meeting at Coffee Zeen this after and a good discussion about cloud catchers. A friend of my friend in the Ministry of Agriculture Wanted to Discuss Making some prototypes and installing in Various Places around Karangasem and Bedugul to Assess Water Production Potential,Pertemuan yang bagus di Kopi Zeen sore ini dan diskusi yang bagus tentang penangkap cloud. Seorang teman teman saya di Kementerian Pertanian ingin mendiskusikan membuat beberapa prototipe dan memasang di berbagai tempat di sekitar Karangasem dan Bedugul untuk menilai potensi produksi air,Positif,good meeting at kopi zeen this afternoon and a good discussion about cloud catchers. a friend of my friend in the ministry of agriculture wanted to discuss making some prototypes and installing in various places around karangasem and bedugul to assess water production potential,pertemuan yang bagus di kopi zeen sore ini dan diskusi bagus tentang cloud catcher. teman teman saya di kementerian pertanian ingin berdiskusi tentang pembuatan beberapa prototipe dan pemasangan di berbagai tempat sekitar karangasem dan bedugul untuk menilai potensi produksi air,good meeting at zeen coffee this afternoon and good discussion about cloud catcher. my friends at the ministry of agriculture want to discuss making several prototypes and installing them in various places around Karangasem and Bedugul to assess the potential for water production
1693,"healing, kuliner, aman dan taat prokes, kami meluncur ke PIK siang td, 1. ramen ikkudo ichi, mkn di mobil, 2. gofood krispy kreme ke parkiran, 3. takeway croissant monsieur spoon, 4. grab pickup fat buble, 5. drive thru taco bell, gak berasa 4 jam berselang, hati senang &amp; nyaman","Healing, culinary, safe and obedient prokes, we drove to PIK Siang TD, 1. IKKUDO ICHI Ramen, MKN in Cars, 2. Gofood Krispy Kreme to the parking lot, 3. Takeway Croissant Monsieur Spoon, 4. Grab pickup fatble, 5. Drive Thru Taco Bell, I don't feel 4 hours later, happy heart & amp; cozy","Penyembuhan, Kuliner, Aman Dan Taat Prokes, Kami Meluncur Ke Pik Siang Td, 1. Ramen Ikkudo Ichi, MKN di Mobil, 2. Goofood Krispy Kreme Ke Parkiran, 3. Takeway Croissant Monsieur Spoon, 4. Gunakan pickup Fat Bible, 5. Berkendara melalui Taco Bell, Gak Berasa 4 Jam Berselang, Hati Senang & amp; Nyaman",Positif,"healing, kuliner, aman dan taat prokes, kami meluncur ke pik siang td, 1. ramen ikkudo ichi, mkn di mobil, 2. gofood krispy kreme ke parkiran, 3. takeway croissant monsieur spoon, 4. grab pickup **** buble, 5. drive thru taco bell, gak berasa 4 jam berselang, hati senang &amp; nyaman","penyembuhan, kuliner, aman dan taat prokes, kami meluncur ke pik siang td, 1. ramen ikkudo ichi, mkn di mobil, 2. gofood krispy kreme ke parkiran, 3. sendok croissant monsieur takeway, 4. ambil pickup **** buble , 5. drive thru taco bell, gak berasa 4 jam berselang, hati senang &amp; nyaman","healing, culinary, safe and obeying the health protocols, we went to pick up this afternoon, 1. ramen ikkudo ichi, eat in the car, 2. gofood krispy Kreme to the parking lot, 3. spoon croissant monsieur takeway, 4. take pickup **** buble , 5. Drive thru Taco Bell, can't believe it's been 4 hours, I'm happy &amp; comfortable"
4339,"tbtb overthinking kl pas vaksin cm ditusuk doang, itunya ga sampe diturunin suntikannya haduh apasii namanya,,, tau kan maksud aku😵😵","tbtb overthinking kl when the vaccine cm is stabbed, it doesn't until the injection is reduced by the name ,,, you know what I mean 😵😵","TBTB OVERHINKING KL PAS VAKSIN CM DitusUK DOANG, ITunya GA Sampe DUTUNIN SUNTIKANYA HADUH APASII NAMANYA ,,, TAU KAN MAKSUD AKU😵😵",Negatif,"tbtb overthinking kl pas vaksin cm ditusuk doang, itunya ga sampe diturunin suntikannya haduh apasii namanya,,, tau kan maksud aku:face_with_crossed-out_eyes::face_with_crossed-out_eyes:","tbtb overthinking kl pas vaksin cm ditusuk doang, itu ga sampe diturunin injeksinya haduh apasii namanya,,, tau kan maksudku:face_with_crossed-out_eyes::face_with_crossed-out_eyes:","tbtb overthinking that when the vaccine is just pricked, it doesn't take the injection down enough, what's that called, you know what I mean: face_with_crossed-out_eyes::face_with_crossed-out_eyes:"
66,"“This is wrong, and I have to stop even if I can't” Says a liar","""This is wrong, and I have to stop even if I can'T"" says a wild","“Ini salah, dan saya harus berhenti bahkan jika saya tidak bisa” kata pembohong",Negatif,"“this is wrong, and i have to stop even if i can't” says a liar","“Ini salah, dan aku harus berhenti meskipun aku tidak bisa” kata seorang pembohong","“This is wrong, and I have to stop even though I can't” says a liar"
2191,It’s disheartening… even worse for us minorities in the Founder space. https://t.co/yeqVWLFy5z,It's Disheartening ... Even Worse for Us Minorities in the Founder Space. https://t.co/yeqvwlfy5z,Ini mengecewakan ... bahkan lebih buruk bagi kita minoritas di ruang pendiri. https://t.co/yeqvwlfy5z,Negatif,it's disheartening… even worse for us minorities in the founder space.,"ini mengecewakan… bahkan lebih buruk lagi bagi kami, kaum minoritas di kalangan pendiri.","this is disappointing…even worse for us, the minority among the founders."
2145,is a feed full of selfies a red flag?,is a feed full of selfies a red flag?,Apakah feed penuh selfie adalah bendera merah?,Negatif,is a feed full of selfies a red flag?,apakah feed yang penuh dengan selfie merupakan tanda bahaya?,is a feed full of selfies a red flag?
758,Bulan Maret gass healing ke Bromo dan Buluran,March Gass Healing to Bromo and Buluran,Bulan Maret Gass Healing Ke Bromo Dan Buluran,Netral,bulan maret gass healing ke bromo dan buluran,bulan maret gass healing ke bromo dan buluran,in March gas healing went to Bromo and Buluran
2222,jadi overthinking,So overthinking,Jadi terlalu banyak berpikir,Negatif,jadi overthinking,jadi overthinking,so overthinking
3939,"Semoga di tahun 2021,semua masa lalu cepat terlupakan,datang cewe yang sepemikiran,ngga overthinking terus gua cape,dapet kerja yang gue pengin,punya banyak uang,didewasain,dan cepet nikah.","Hopefully in 2021, all the past will be forgotten quickly, a girl who comes to mind, not overthinking, I will be tired, get a work that I want, have a lot of money, be suffered, and quickly marriage.","Semoga Di Tahun 2021, Semua Masa Lalu Cepat Terlupakan, Datang Cewe Yang Sepemikiran, Ngga yang terlalu banyak berpikir Terus Gua Cape, Dapet Kerja Yang Gue Pengin, Punya Banyak Uang, Didewasain, Dan Cepet Nikah.",Positif,"semoga di tahun 2021,semua masa lalu cepat terlupakan,datang cewe yang sepemikiran,ngga overthinking terus gua cape,dapet kerja yang gue pengin,punya banyak uang,didewasain,dan cepet nikah.","semoga di tahun 2021,semua masa lalu cepat terlupakan,datang cewe yang sepemikiran,ngga overthinking terus gua cape,dapet kerja yang gue pengin,punya banyak uang,didewasain,dan cepet nikah.","I hope that in 2021, all the past will quickly be forgotten, a girl will come who thinks the same way, won't overthink and I'm tired, will get the job I want, have lots of money, will grow up, and get married quickly."
4778,what if the next line up is even of day😌,what if the next line up is even of day😌,Bagaimana jika baris berikutnya adalah hari itu,Netral,what if the next line up is even of day:relieved_face:,bagaimana jika barisan berikutnya pada hari genap:wajah_lega:,what if the next line is on an even day: face_relief:
3602,"pertanyaan clingy suami istri malam ini :  🧕🏻: mas pilih yg kurus apa ginak ginuk? 👳🏻‍♂️ : mm aku pilih putri 🧕🏻 : loh gabisa, pilihannya kan cuma dua itu 👳🏻‍♂️ : aku pilih putri aja tetep 🧕🏻 : hmmm  *terpantau suami malam ini sedang ingin tetap cari aman*","Clingy husband and wife question tonight:  🧕🏻: bro, choose the thin one, what is ginak ginuk? 👳🏻‍♂️: mm I chose Princess 🧕🏻: You can't, the choice is only those two 👳🏻‍♂️: I just chose the princess 🧕🏻: Hmmm  *monitored husband tonight is wanting to keep looking for safe*","pertanyaan clingy suami istri malam ini:  🧕🏻: Mas Pilih Yg Kurus apa Ginak Ginuk? 👳🏻‍♂️: mm aku pilih putri 🧕🏻: Loh Gabisa, Pilihananya Kan Cuma Dua Itu 👳🏻‍♂️: Aku Pilih Putri Aja Tetep 🧕🏻: hmmm  *Terpantau Suami Malam ini Sedang Ingin Tetap Cari Aman*",Netral,"pertanyaan clingy suami istri malam ini : :woman_with_headscarf_light_skin_tone:: mas pilih yg kurus apa ginak ginuk? :man_wearing_turban_light_skin_tone: : mm aku pilih putri :woman_with_headscarf_light_skin_tone: : loh gabisa, pilihannya kan cuma dua itu :man_wearing_turban_light_skin_tone: : aku pilih putri aja tetep :woman_with_headscarf_light_skin_tone: : hmmm *terpantau suami malam ini sedang ingin tetap cari aman*","pertanyaan clingy suami istri malam ini : :woman_with_headscarf_light_skin_tone:: mas pilih yg kurus apa ginak ginuk? :man_wearing_turban_light_skin_tone: : mm aku pilih putri :woman_with_headscarf_light_skin_tone: : loh gabisa, pilihannya kan hanya dua itu :man_wearing_turban_light_skin_tone: : aku pilih putri aja tetep :woman_with_headscarf_light_skin_tone: : hmmm *terpantau suami malam ini sedang ingin tetap cari aman*","husband and wife's clingy question tonight: :woman_with_headscarf_light_skin_tone:: bro, do you choose the skinny one or the ginuk? :man_wearing_turban_light_skin_tone: : mm I choose princess :woman_with_headscarf_light_skin_tone: : you can't, there are only two choices :man_wearing_turban_light_skin_tone: : I just choose princess but still :woman_with_headscarf_light_skin_tone: : hmmm *observed by husband tonight who wants to stay safe*"
1036,"Don't have you know me from the other, but just from my Self , cause not everyone say honestly About me .😇","Don't have you know me from the other, but just from my self, cause not everyone say honestly about me .😇","Tidakkah Anda mengenal saya dari yang lain, tetapi hanya dari diri saya, karena tidak semua orang mengatakan dengan jujur ​​tentang saya .😇",Positif,"don't have you know me from the other, but just from my self , cause not everyone say honestly about me .:smiling_face_with_halo:","bukankah kamu mengenalku dari orang lain, tapi hanya dari diriku sendiri, karena tidak semua orang berkata jujur ​​tentang aku.:smiling_face_with_halo:","don't you know me from other people, but only from myself, because not everyone tells the truth about me.:smiling_face_with_halo:"
2245,"Jam 3 melek buat staycation ke negri atas awan, malah engas jam segini😏😩 Bgsd masak ye mampir blusuk²an hutan cuk😭😭","3 o'clock literacy for staycation to the country of clouds, instead of this hour. Bgsd cooks Ye Stop by the Forest Blus","Jam 3 Melek Buat Staycation Ke Negri Atas Awan, Malah Engas Jam Segini😏😩 Bgsd masak ye mampir blusuk²an hutan cuk😭😭",Negatif,"jam 3 melek buat staycation ke negri atas awan, malah engas jam segini:smirking_face::weary_face: bgsd masak ye mampir blusuk²an hutan cuk:loudly_crying_face::loudly_crying_face:","jam 3 melek buat staycation ke negri atas awan, malah engas jam segini:smirking_face::weary_face: bgsd masak ye mampir blusuk²an hutan cuk:loudly_crying_face::loudly_crying_face:","It's 3 o'clock for a staycation to the country above the clouds, but it's really hot at this hour."
3852,"Sejak dosis obatnya didobel makin lethargic &amp; susah fokus. Can't even put the face to a name when I close my eyes.  The upside however, I can't remember the faces of those I do not wish to remember either. ___ https://t.co/yevQlaw5UV","Since the dosage of the drug is derived, more lethargic & amp; hard to focus. Can't even put the face to a name when I close my eyes.  The Upside Howver, I Can't Remember the Faces of those I do not wish to remember either. ___ https://t.co/yevqlaw5UV","Sejak Dosis Obatnya Didobel Makin Lethargic & amp; Susah Fokus. Bahkan tidak bisa meletakkan wajah pada nama ketika saya menutup mata.  Namun terbalik, saya tidak dapat mengingat wajah orang -orang yang tidak ingin saya ingat juga. ___ https://t.co/yevqlaw5uv",Negatif,"sejak dosis obatnya didobel makin lethargic &amp; susah fokus. can't even put the face to a name when i close my eyes. the upside however, i can't remember the faces of those i do not wish to remember either. ___","sejak dosis obatnya didobel bikin lesu &amp; susah fokus. Aku bahkan tidak bisa menyebutkan nama wajahku saat aku memejamkan mata. Namun sisi baiknya, saya tidak dapat mengingat wajah orang-orang yang tidak ingin saya ingat juga. ___","since the dose of the medicine was doubled, it made me lethargic &amp; hard to focus. I can't even name my face when I close my eyes. But on the bright side, I can't remember the faces of people I don't want to remember either. ___"
35,"""kak ayo sekali lagi kak mama kepo. iya sekali aja abis ini udah"" ujar mamaku setiap penghujung drakor, akhirnya tamat 5 episode sehari","""Sis, Sis, Sis, Mama Kepo. Yes, it's just after this,"" said my mother every time of Drakor, finally graduated 5 episodes a day","""Kak Ayo Sekali Lagi Kak Mama Kepo. Iya Sekali Aja Abis Ini Udah"" Ujar Mamaku Setiap Penghujung Drakor, Akhirnya Tamaat 5 Episode Sehari",Netral,"""kak ayo sekali lagi kak mama kepo. iya sekali aja abis ini udah"" ujar mamaku setiap penghujung drakor, akhirnya tamat 5 episode sehari","""kak ayo sekali lagi kak mama kepo.iya sekali aja abis ini udah"" ujar mamaku setiap penghujung drakor, akhirnya tamat 5 episode sehari","""Sis, come on one more time, Sis, Mama is curious. Yes, just once, that's it,"" said my mother at the end of every drama, finally finishing 5 episodes a day."
3232,"Ngisi 2 seminar sebagai narasumber di dua kota berbeda hari ini, dengan kondisi badan gak fit. Menderita bgt elah… Pengen turu wes!  Had to be a speaker in two different seminars in two different towns today, while feeling not that well… What I want is just sleep!","Fill in 2 seminars as speakers in two different cities today, with the condition of the body not fit. Suffering so ... I want to turu wes!  Had to be a speaker in two different seminars in two different towns today, while feeling not that well ... what i want is just sleep!","NGISI 2 Seminar Sebagai Narasumber Di Dua Kota Berbeda Hari ini, Dengan Kondisi Badan Gak Fit. Menderita Bgt Elah… Pengen Turu Wes!  Harus menjadi pembicara di dua seminar yang berbeda di dua kota yang berbeda hari ini, sementara merasa tidak begitu baik ... yang saya inginkan hanyalah tidur!",Negatif,"ngisi 2 seminar sebagai narasumber di dua kota berbeda hari ini, dengan kondisi badan gak fit. menderita bgt elah… pengen turu wes! had to be a speaker in two different seminars in two different towns today, while feeling not that well… what i want is just sleep!","ngisi 2 seminar sebagai narasumber di dua kota berbeda hari ini, dengan kondisi badan gak fit. mungkin bgt elah…pengen turu wes! harus menjadi pembicara di dua seminar berbeda di dua kota berbeda hari ini, sambil merasa tidak enak badan… yang kuinginkan hanyalah tidur!","attended 2 seminars as a resource person in two different cities today, with my body not being fit. maybe it's really...want to go, wes! having to speak at two different seminars in two different cities today, while not feeling well… all I want is to sleep!"
4481,"There in the morning of Cilegon, half of main road is down from Pemudik Jam, and here i am googling which the best way i need to take to get in Workplace.","There in the morning of cilegon, half of main road is down from travelers, and here I am googling which the best way i need to take to get in the workplace.","Di sana di pagi hari Cilegon, setengah dari jalan utama turun dari kemudik selai, dan di sini saya googling yang cara terbaik yang perlu saya ambil untuk mendapatkan di tempat kerja.",Netral,"there in the morning of cilegon, half of main road is down from pemudik jam, and here i am googling which the best way i need to take to get in workplace.","disana pagi hari di cilegon, separuh jalan utama turun dari pemudik macet, dan disini saya googling jalan terbaik yang harus saya ambil untuk sampai ke tempat kerja.","there in the morning in Cilegon, half way down the main road there was a traffic jam, and here I googled the best route I should take to get to work."
2660,"Laki guaa, slalu santuy klo ketemu polisi 😂 https://t.co/Yy9G73VBg1","Male Cave, always santuy if you meet the police 😂 https://t.co/yy9g73vbg1","Laki Guaa, Slalu SantUy Klo Ketemu Polisi 😂 https://t.co/yy9g73vbg1",Netral,"laki guaa, slalu santuy klo ketemu polisi :face_with_tears_of_joy:","laki guaa, slalu santuy klo ketemu polisi :face_with_tears_of_joy:","My man, always calm when you meet the police :face_with_tears_of_joy:"
3674,"Pulang, self healing, refresh otak, sungkem","Home, self healing, brain refresh, sungkem","Pulu, penyembuhan diri, menyegarkan otak, Sungkem",Positif,"pulang, self healing, refresh otak, sungkem","pulang, penyembuhan diri, penyegaran otak, sungkem","going home, self-healing, refreshing the brain, sungkem"
3358,"Orang Jakarta said : ""Kota Bandung cocok buat healing dsb..""  Orang Bandung said : ""Hilang Healing rarungsing ku maneh nyarieun macet anyiingg!!""   🤣","Jakarta Said: ""The city of Bandung is suitable for healing etc.""  Bandung Said: ""Lost Healing Rarungsing I Maneh Nyarieun Jams Anyiingg !!""  🤣","Orang Jakarta berkata: ""Kota Bandung Cocok Barat Healing DSB ..""  Orang Bandung berkata: ""Hilan Healing Rarungsing Ku Maneh Nyarieun Macet Anyiingg !!""  🤣",Negatif,"orang jakarta said : ""kota bandung cocok buat healing dsb.."" orang bandung said : ""hilang healing rarungsing ku maneh nyarieun macet anyiingg!!"" :rolling_on_the_floor_laughing:","orang jakarta berkata : ""kota bandung cocok buat healing dsb.."" orang bandung berkata : ""hilang healing rarungsing ku maneh nyarieun macet anyiingg!!"" :bergulir_di_lantai_tertawa:","Jakarta people say: ""The city of Bandung is suitable for healing, etc.."" Bandung people say: ""I'm missing healing rarungsing, I'm looking for traffic jams anyiingg!!"" :rolling_on_the_floor_laughing:"
2690,Lemes Bestie https://t.co/dH9HMWRs8q via @YouTube,Lemes bestie https://t.co/dh9hmwrs8q via @youtube,Lemes bestie https://t.co/dh9hmwrs8q via @youtube,Negatif,lemes bestie via,lemes bestie via,lemes bestie via
1153,"Even polices are trying to separate brutally, tons of people in Mandalay successfully showing their strongly will. We stand with you.🙏  28.2.2021  Photos-Crd  #RejectMyanmarMilitaryCoup #MilkTeaAlliance #whatishappeninginmyamar #Feb28Coup https://t.co/j5ZEeVjzYi","Even Polices are trying to separate brutally, tons of people in mandalay successful showing their strongly will. We stand with you.🙏  28.2.2021  Photos-CRD  #Rejectmyanmarmilitarycoup #Milkteaalliance #WhatishaPeninginMyamar #Feb28COUP https://t.co/j5zeevjzyi","Bahkan kebijakan berusaha memisahkan secara brutal, banyak orang di Mandalay berhasil menunjukkan kemauan mereka dengan kuat. Kami berdiri bersamamu .🙏  28.2.2021  Foto-crd  #RectMyanMarmilitaryCoup #MilkteaAlliance #whatishappeningInmyamar #Feb28Coup https://t.co/j5zeevjzyi",Positif,"even polices are trying to separate brutally, tons of people in mandalay successfully showing their strongly will. we stand with you.:folded_hands: 28.2.2021 photos-crd","bahkan polisi berusaha memisahkan diri secara brutal, banyak sekali orang di mandalay yang berhasil menunjukkan kemauan kuat mereka. kami berdiri bersamamu.:folded_hands: 28.2.2021 foto-crd","even the police tried to separate themselves brutally, many people in Mandalay managed to show their strong will. we stand with you.:folded_hands: 28.2.2021 foto-crd"
2838,"malem2 deeptalk soal jodoh emang top, bikin nangis","malem2 deeptalk about a mate is really top, making it cry","Malem2 Deeptalk Soal Jodoh Emang Top, Bikin Nangis",Negatif,"malem2 deeptalk soal jodoh emang top, bikin nangis","malem2 deeptalk soal jodoh emang top, bikin nangis","The deep talk tonight about soul mates was really top, made me cry"
