Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,textin,backtranslated_tweet
2803,Makantutai Slmt healing diatas kendaraan sampe punggung retak btw https://t.co/Arrm6Tknwh,Makantutai Slmt healing on the vehicle until the back cracked btw https://t.co/arrm6tknwh,Mikantutai Slmt Healing Diatas Kendaraan Sampe Puncgung Retak Btw https://t.co/arrm6tknwh,Negatif,makantutai slmt healing diatas kendaraan sampe punggung retak btw,makantutai slmt healing diatas kendaraan sampe punggung retak btw,Makantutai had a good recovery on the vehicle until my back cracked btw
4638,"Udah berhasil nahan emosi naek beberapa bulan ini tapi hari ini pecah gegara debat sama temen kantor.. Yaps, finally i need more time for healing (AGAIN) !!!!","Already successfully holding back emotions naek for a few months but today broke the state of debate with a friend of the office .. Yaps, Finally I Need More Time for Healing (Again) !!!!","Udah Berhasil Nahan Emosi Naek Beberapa Bulan ini Tapi Hari Ini Pecah Gegara Debat Sama Temen Kantor .. Yaps, akhirnya saya butuh lebih banyak waktu untuk penyembuhan (lagi) !!!!",Negatif,"udah berhasil nahan emosi naek beberapa bulan ini tapi hari ini pecah gegara debat sama temen kantor.. yaps, finally i need more time for healing (again) !!!!","udah berhasil nahan emosi naek beberapa bulan ini tapi hari ini pecah gegara perdebatan sama temen kantor.. yaps, akhirnya aku butuh lebih banyak waktu untuk penyembuhan (lagi) !!!!","I've managed to hold back my high emotions for the past few months but today they broke out due to an argument with a friend at work... yep, finally I need more time to heal (again)!!!!"
3590,Pernah coba hair removal di salon kecantikan? Nah itu literally beauty is pain. https://t.co/RF2DzzYDjl,Have you ever tried hair removal at a beauty salon? Now that's literally beauty is pain. https://t.co/rf2dzzydjl,Pernah Coba Hair Removal Di Salon Kecantikan? Nah Itu benar -benar kecantikan adalah rasa sakit. https://t.co/rf2dzzydjl,Negatif,pernah coba hair removal di salon kecantikan? nah itu literally beauty is pain.,pernah coba hair removal di salon kecantikan? nah itu secara harafiah keindahan adalah kesakitan.,"Have you ever tried hair removal at a beauty salon? Well, literally, beauty is pain."
2989,Memasuki jam overthinking!,Entering Overthinking Clock!,MEMASUKI MAMPUR OVERHINKING!,Negatif,memasuki jam overthinking!,memasuki kemacetan karena terlalu banyak berpikir!,entering a bottleneck due to thinking too much!
1567,"Healing 2 hari bale rumah sesak lagi WKWKW plis jangan post foto terlalu ganteng ni hati cemburu rasa rasa mo surub hapus , pancing pancing orang mo goda kan? Untung xl nda ada Twitter","Healing 2 days Bale house tight again wkwkw please don't post photos too handsome ni this heart jealous taste movie delete, fishing rods people want to tease right? Fortunately xl there is a twitter","Penyembuhan 2 Hari Bale Rumah Sesak Lagi WKWKW PLIS Jangan Post Foto Terlalu Ganteng Ni Hati Cemburu Rasa Rasa Mo Surub Hapus, Pancing Pancing Orang Mo Goda Kan? Untung xl nda ada twitter",Negatif,"healing 2 hari bale rumah sesak lagi wkwkw plis jangan post foto terlalu ganteng ni hati cemburu rasa rasa mo surub hapus , pancing pancing orang mo goda kan? untung xl nda ada twitter","healing 2 hari bale rumah sesak lagi wkwkw plis jangan post foto terlalu ganteng ni hati cemburu rasa rasa mo surub hapus , pancing pancing orang mo goda kan? untung xl nda ada twitter","healing for 2 days, the house is cramped again hahaha, please don't post photos that are too handsome, my heart is jealous, I feel like I'm going to delete it, you're going to tease people, right? Luckily XL doesn't have Twitter"
4612,tu yg pakek skincare produk korea spill dong.,tu who uses the skincare of Korean spill products.,Tu yg Pakek perawatan kulit Produk Korea Spill Dong.,Netral,tu yg pakek skincare produk korea spill ****.,tu yg pake skincare produk korea tumpah ****.,Those who use Korean skincare products are spilling ****.
3592,Pernah ga sih kalian mikir gini. “Lo tu ngerti ga sih gue se overthinking apa? Apa lo gaada niat baik buat ngerti posisi gue sekarang???”  Tapi aku sadar aku siapa🙃 cuma bisa apa?   “😢”,"Have you ever thought about this. ""Do you understand what I am as overthinking? Are you good intentions to understand my position now ??? ""  But I realized who I just could?  ""😢""","Pernah Ga Sih Kalian Mikir Gini. “Lo tu ngerti ga sih gue se overhinking apa? Apa lo gaada niat Baik Buat Ngerti Posisi gue sekarang ??? ""  TAPI AKU SAILAR AKU SIAPA🙃 CUMA BISA APA?  ""😢""",Negatif,pernah ga sih kalian mikir gini. “lo tu ngerti ga sih gue se overthinking apa? apa lo gaada niat baik buat ngerti posisi gue sekarang???” tapi aku sadar aku siapa:upside-down_face: cuma bisa apa? “:crying_face:”,"pernah ga sih kalian mikir gini. “lo tu ngerti ga sih, kira-kira overthinking apa? apa lo gaada niat baik buat ngeti posisi gue sekarang???” tapi aku sadar siapa aku:upside-down_face: cuma bisa apa? “:wajah_menangis:”","Have you ever thought like this? ""Do you understand what overthinking means? Don't you have any good intentions to understand my current position???"" but I realize who I am:upside-down_face: only what can I do? “:crying_face:”"
3279,not even a simple thank you? lmao,not even a simple thank you? LMAO,Bahkan bukan terima kasih yang sederhana? lmao,Negatif,not even a simple thank you? ****,bahkan bukan ucapan terima kasih yang sederhana? ****,not even a simple thank you? ****
1487,happy national bestie day!!! https://t.co/iPqOGxH6fk,Happy National Bestie Day !!! https://t.co/ipqogxh6fk,Selamat Hari Bestie Nasional !!! https://t.co/ipqogxh6fk,Positif,happy national bestie day!!!,selamat hari sahabat nasional!!!,Happy National Friends Day!!!
282,Ada ya orang ngutang malah staycation *pikirin ege emak lu tuh pagi pagi kepasar kulaan,There are people who owe it even staycation *think ege mom you are in the morning to the market in the morning,Ada ya orang ngutang malah staycation *pikirin ege emak lu tuh pagi pagi kepasar kulula,Negatif,ada ya orang ngutang malah staycation *pikirin ege emak lu tuh pagi pagi kepasar kulaan,ada ya orang ngutang malah staycation *pikirin ege emak lu tuh pagi pagi kepasar kulaan,"There are people who go into debt instead of having a staycation *think about it, your mother went to Kulaan market this morning"
644,"Best photo I had in 2020, I hope that in this new year there will be even better photos and memories.  Happy New Year's 2021 everyone 🖤🖤🎉🎉 https://t.co/KlqSvcLU9Q","Best Photo I Had in 2020, I hope that in this new year there will be even better photos and memories. Happy New Year's 2021 Everyone 🖤🖤🎉🎉 https://t.co/klqsvclu9q","Foto terbaik yang saya miliki di tahun 2020, saya berharap di tahun baru ini akan ada foto dan kenangan yang lebih baik. Selamat Tahun Baru 2021 semuanya 🖤🖤🎉🎉 https://t.co/klqsvclu9q",Positif,"best photo i had in 2020, i hope that in this new year there will be even better photos and memories. happy new year's 2021 everyone :black_heart::black_heart::party_popper::party_popper:","foto terbaik yang saya miliki di tahun 2020, semoga di tahun baru ini ada foto dan kenangan yang lebih baik lagi. selamat tahun baru 2021 semuanya :black_heart::black_heart::party_popper::party_popper:","The best photos I have in 2020, I hope this new year will bring even better photos and memories. happy new year 2021 everyone :black_heart::black_heart::party_popper::party_popper:"
667,Bestie💖 @ Bandung https://t.co/P1VLm3elAu,Bestie💖 @ Bandung https://t.co/p1vlm3elau,Bestie💖 @ bandung https://t.co/p1vlm3elau,Positif,bestie:sparkling_heart: @ bandung,sahabat:sparkling_heart: @bandung,best friend: sparkling_heart: @bandung
803,capek bgtt 4 hari kemarin yaAllah fix di Tegal mo healing aja 😭,tired of it 4 days yesterday yaallah fix in tegal mo healing 😭,Capek Bgtt 4 Hari Kemarin YaAllah Memperbaiki Di Tegal Mo Penyembuhan Aja 😭,Negatif,capek bgtt 4 hari kemarin yaallah fix di tegal mo healing aja :loudly_crying_face:,capek bgtt 4 hari kemarin yaallah fix di tegal mo healing aja :loudly_crying_face:,"I was so tired 4 days ago, God, fix it in Tegal, just heal :loudly_crying_face:"
4792,"Whatever happens, life goes on. @ Awang Awang Ngalayang Nyangsang https://t.co/5ZJqF2PiRo","Whatever Happens, Life Goes On. @ Awang Awang Ngalayang Nyanggang https://t.co/5zjqf2piro","Apa pun yang terjadi, hidup terus berjalan. @ Awang Awang Ngalayang Nyangsang https://t.co/5zjqf2piro",Positif,"whatever happens, life goes on. @ awang awang ngalayang nyangsang","apapun yang terjadi, hidup terus berjalan. @awang awang ngalayang nyangsang","whatever happens, life goes on. @awang awang is floating around nyangsang"
3333,Okee overthinking lage,Okee Overthinking Lage,Okee yang terlalu memikirkan Lage,Negatif,okee overthinking lage,okee terlalu banyak berpikir,"OK, too much thinking"
4885,"why There is contention.  why is there war? Oh conscience, where are you going? my heart is crying, seeing your cry. my tears spill, see your blood And tears. Jesus....make peace in this world.","why there is a contidence.  Why is there war? Oh conscience, where are you going? My Heart is Crying, Seeing Your Cry. My Tears Spill, See Your Blood and Tears. Jesus .... make peace in this world.","Mengapa ada pertikaian.  Mengapa ada perang? Oh hati nurani, kemana kamu pergi? Hatiku menangis, melihat tangisanmu. Air mata saya tumpah, lihat darah dan air mata Anda. Yesus .... berdamai di dunia ini.",Negatif,"why there is contention. why is there war? oh conscience, where are you going? my heart is crying, seeing your cry. my tears spill, see your blood and tears. jesus....make peace in this world.","mengapa ada perselisihan. mengapa ada perang? oh hati nurani, mau kemana? hatiku menangis, melihat tangismu. air mataku tumpah, lihatlah darah dan air matamu. yesus....buatlah perdamaian di dunia ini.","why is there a dispute. why is there war? oh conscience, where are you going? My heart cries, seeing your tears. my tears are spilled, look at your blood and tears. Jesus....make peace in this world."
1495,Happy New Year Friends for around the world🙈🙈🥳🥳🥳  *oh man my stomach hurts* Okay bye night everyone🙈🤧🤗🤗,Happy New Year Friends for Around the World🙈🙈🥳🥳🥳  *oh man my stomach hurts* Okay Bye Night Everyone🙈🤧🤗🤗,Selamat tahun baru teman untuk seluruh dunia🙈🙈🥳🥳🥳  *oh man perutku sakit* Oke bye malam semuanya🙈🤧🤗🤗,Positif,happy new year friends for around the world:see-no-evil_monkey::see-no-evil_monkey::partying_face::partying_face::partying_face: *oh man my stomach hurts* okay bye night everyone:see-no-evil_monkey::sneezing_face::smiling_face_with_open_hands::smiling_face_with_open_hands:,"selamat tahun baru teman-teman di seluruh dunia:see-no-evil_monkey::see-no-evil_monkey::party_face::party_face::party_face: *ya ampun, perutku sakit* oke sampai jumpa malam semuanya:see-no-evil_monkey:: wajah_bersin::wajah_tersenyum_dengan_tangan_terbuka::wajah_tersenyum_dengan_tangan_terbuka:","happy new year friends all over the world:see-no-evil_monkey::see-no-evil_monkey::party_face::party_face::party_face: *oh my gosh, my stomach hurts* okay see you tonight everyone:see-no-evil_monkey ::smile_face::smile_face_with_open_hands::smile_face_with_open_hands:"
145,1 2 3 semoga revisinya dikit! gasabar  buru buru staycation abis revisian😭 https://t.co/zroS1gz93x,1 2 3 I hope the revision is a little! Gasabar Buru Buru Staycation after revisian got https://t.co/zros1gz93x,1 2 3 Semoga Revisinya Dikit! Gasabar Buru Buru Staycation Abis Revisian😭 https://t.co/zros1gz93x,Negatif,1 2 3 semoga revisinya dikit! gasabar buru buru staycation abis revisian:loudly_crying_face:,1 2 3 semoga revisinya dikit! gasabar buru buru staycation abis revisian:loudly_crying_face:,1 2 3 I hope there are few revisions! I can't wait to rush into my staycation after revision:loudly_crying_face:
4817,when I watched this somehow I really like seeing them together and had this dislike feel when the girls come around them https://t.co/X1rc4Tmca9 https://t.co/TajszOgCj4,When I watched this somehow I really like seeing them together and had this disl them when the girls come around them https://t.co/x1rc4tmca9 https://t.co/tajszogcj4,Ketika saya menonton ini entah bagaimana saya sangat suka melihat mereka bersama dan merasa tidak suka ini ketika para gadis datang di sekitar mereka https://t.co/x1rc4tmca9 https://t.co/Tajszogcj4,Netral,when i watched this somehow i really like seeing them together and had this dislike feel when the girls come around them,ketika aku menonton ini entah bagaimana aku sangat suka melihat mereka bersama dan merasakan perasaan tidak suka ketika gadis-gadis itu mendekati mereka,when I watched this somehow I really liked seeing them together and felt a feeling of dislike when the girls approached them
352,"Aku pas kamu pulang setelah bareng seharian. Oh i luv being clingy!Iya sekali lagi, kamu-nya pikir keri. https://t.co/4qddVanO9R","I when you go home after a day. Oh I Luv Being Clingy! Yes, once again, you think Keri. https://t.co/4qddvano9r","AKU Pas Kamu Pulu Setelah Bareng Seharian. Oh aku luv melekat! Iya sekali lagi, kamu-nya pikir keri. https://t.co/4qddvano9r",Positif,"aku pas kamu pulang setelah bareng seharian. oh i luv being clingy!iya sekali lagi, kamu-nya pikir keri.","aku pas kamu pulang setelah bareng seharian. oh aku suka menjadi clingy!iya sekali lagi, kamu-nya pikir keri.","I'll be when you come home after being together all day. oh I like being clingy! Yes again, you think Keri."
4224,Story hari ini banyak yang healing ya :) aing jadi pengen :),Story today many are healing huh :) Aing so I want :),Cerita hari ini banyak yang penyembuhan ya :) aing jadi pengen :),Positif,story hari ini banyak yang healing ya :) aing jadi pengen :),story hari ini banyak yang healing ya :) aing jadi pengen :),There's a lot of healing in today's story :) I really want to :)
587,Being selfless person it’s actually suck.,Being Selfless Person It's Actually Suck.,Menjadi orang tanpa pamrih itu benar -benar menyedot.,Negatif,being selfless person it's actually ****.,menjadi orang yang tidak mementingkan diri sendiri itu sebenarnya ****.,being a selfless person is actually ****.
669,"Bete anjirrr anak apotek mo pada healing abis shift 1, aku masuk shift 2😭😭😭😭","Bete anjirrr Pharmacy kids Mo on healing after shift 1, I entered the shift 2 got","Bete Anjirrr Anak Apotek Mo Pada Penyembuhan Abis Shift 1, Aku Masuk Shift 2😭😭😭😭",Negatif,"bete anjirrr anak apotek mo pada healing abis shift 1, aku masuk shift 2:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:","bete anjirrr anak apotek mo pada healing abis shift 1, aku masuk shift 2:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:","bete anjirrr the pharmacy kid mo was on healing after shift 1, I went to shift 2:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:"
2946,"Mau spill tipis² tapi suru tahan dulu, kayak pen pipis dah di ujung terus suru tahan, karna belom nemu rest area wkwk https://t.co/RWldho07gv","I want a thin spill but suru hold it first, like a pee pen on the end and keep on holding it, because I haven't found the rest area, https://t.co/rwldho07gv","Mau tumpahan tipis² tapi suru dulu, kayak penis pipis dah di ejung terus suru tahan, karna belom nemu area istirahat wkwk https://t.co/rwldho07gvvvvvv",Netral,"mau spill tipis² tapi suru tahan dulu, kayak pen pipis dah di ujung terus suru tahan, karna belom nemu rest area wkwk","mau tumpah tipis² tapi suru tahan dulu, kayak pen pipis dah di ujung terus suru tahan, karna belom nemu rest area wkwk","I wanted to spill a thin layer but asked to hold it in, it was like a pee pen was at the end and then I asked to hold it in, because I couldn't find a rest area yet hahaha"
2200,Its my healing is.... https://t.co/1k1YFOzYeX,Its My Healing Is .... https://t.co/1k1yfozyex,Ini penyembuhan saya adalah .... https://t.co/1k1yfozyex,Netral,its my healing is....,itu kesembuhanku adalah....,that's my healing is....
3478,"Page 366 of 366          Thank you for giving happiness and sadness, thank you 2020, I hope next year will be even better than now.","Page 366 of 366          Thank you for giving happiness and sadness, thank you 2020, I hope next year will be even better than now.","Halaman 366 dari 366          Terima kasih telah memberikan kebahagiaan dan kesedihan, terima kasih 2020, saya harap tahun depan akan lebih baik dari sekarang.",Positif,"page 366 of 366 thank you for giving happiness and sadness, thank you 2020, i hope next year will be even better than now.","halaman 366 dari 366 terima kasih telah memberikan kebahagiaan dan kesedihan, terima kasih 2020, semoga tahun depan lebih baik dari sekarang.","page 366 of 366 thank you for giving happiness and sadness, thank you 2020, hopefully next year will be better than now."
4517,"This is the last Bandura's twit.. Rest in peace #bandura, you have been Inspiring peoples around the world. https://t.co/ImJBjWjhjk","This is the last bandura's tweet .. Rest in Peace #bandura, you have been inspiring people around the world. https://t.co/imjbjwjhjk","Ini adalah twit bandura terakhir .. Beristirahatlah dalam damai #Bandura, Anda telah menginspirasi orang -orang di seluruh dunia. https://t.co/imjbjwjhjk",Positif,"this is the last bandura's twit.. rest in peace , you have been inspiring peoples around the world.","ini twit terakhir bandura.. istirahatlah dengan tenang, anda telah menginspirasi banyak orang di seluruh dunia.","this is bandura's last tweet.. rest in peace, you have inspired many people around the world."
1368,god FOKEN DAMMIT ༼;´༎ຶ ۝ ༎ຶ༽ I SHOULDN'T HAVE EVEN ASKED. https://t.co/PlhbOKblPq,God Foken Dammit ༼; ´ ༎ ຶ ۝ ༎ ຶ ༽ I should have even asked. https://t.co/plhbokblpq,tuhan foken Sialan ༼; ´ ༎ ຶ ۝ ༎ ຶ ༽ Aku seharusnya tidak bertanya. https://t.co/plhbokblpq,Negatif,**** foken dammit ༼;´༎ຶ ۝ ༎ຶ༽ i shouldn't have even asked.,**** foken sialan ༼;´༎ຶ ۝ ༎ຶ༽ aku seharusnya tidak bertanya.,**** foken damn ༼;´༎ຶ ۝ ༎ຶ༽ I shouldn't have asked.
579,Begadang untuk healing.,Staying up late for healing.,Begada -Futte Healing.,Netral,begadang untuk healing.,begadang untuk penyembuhan.,staying up late to heal.
2752,Lmao i missed it actually i wish i could do more back then https://t.co/UuyFDRoh6u,LMAO I MISSED IT ACTUALLY I WISH I COUD DO MORE BACK THEN https://t.co/uuyfdroh6u,Lmao saya melewatkannya sebenarnya saya berharap saya bisa melakukan lebih banyak dari https://t.co/uUyfdroh6u,Negatif,**** i missed it actually i wish i could do more back then,**** Aku melewatkannya sebenarnya aku berharap bisa berbuat lebih banyak saat itu,**** I missed it actually I wish I could have done more back then
2814,Makin parah ajah bestie delay nya @SriwijayaAir  Dari 19.20 WIB ganti 20.15 WIB. lalu 21.00 WIB daaan kini berubah menjadiiii 21.30 WIB bestie💔  Mengsedihhh~ https://t.co/CkVGaTvrqk,The worse is the bestie delay @sriwijayaair From 19.20 WIB replace 20.15 WIB. Then 21.00 WIB Daaan has now changed to 21.30 WIB Bestie💔  Skippinghhh ~ https://t.co/ckvgatvrqk,MAKIN PARAH AJAH BESTIE Delay Nya @Sriwijayair Dari 19.20 Wib Ganti 20.15 Wib. Lalu 21.00 WIB Daaan Kini Berubah Menjadiiii 21.30 WiB Bestie💔  MengSEDIHHH ~ https://t.co/CKVGATVRQK,Negatif,makin parah ajah bestie delay nya dari 19.20 wib ganti 20.15 wib. lalu 21.00 wib daaan kini berubah menjadiiii 21.30 wib bestie:broken_heart: mengsedihhh~,makin parah ajah bestie delay nya dari 19.20 wib ganti 20.15 wib. lalu 21.00 wib daaan kini berubah menjadiiii 21.30 wib bestie:broken_heart: mengsedihhh~,"It's getting even worse, my bestie's delay has changed from 19.20 WIB to 20.15 WIB. then 21.00 WIB daaan has now changed to 21.30 WIB bestie: broken_heart: sad~"
3562,"Pengennya staycation dihotel eh malah disini, yaudahlah yaaa gapapa Alhamdulillah🙃 https://t.co/UBh7ULmpss","I want staycation in the hotel eh instead here, okay, yeah, thank God, https://t.co/ubh7ulmpsss","Pengennyna Staycation Dihotel Eh Malah Disini, Yaudahlah Yaaa Gapapa Alhamdulillah🙃 https://t.co/ubh7ulmpsss",Positif,"pengennya staycation dihotel eh malah disini, yaudahlah yaaa gapapa alhamdulillah:upside-down_face:","pengennya staycation dihotel eh malah kesini, yaudahlah yaaa gapapa alhamdulillah:upside-down_face:","I wanted to have a staycation at a hotel but instead I came here, never mind, never mind, thank God:upside-down_face:"
2288,Jgn salty,Don't salty,JGN Salty,Negatif,jgn salty,jgn asin,don't salt it
2425,"Kamu gak usah overthinking, kamu selalu ku sebut di setiap doa ku   Sederhana tapi ga ada 😂","You don't need to overthinking, you always call you every prayer  Simple but no 😂","Kamu Gak Usah Overfinking, Kamu Selalu Ku Sebut Di Setiap Doa Ku  Sederhana tapi Ga Ada 😂",Positif,"kamu gak usah overthinking, kamu selalu ku sebut di setiap doa ku sederhana tapi ga ada :face_with_tears_of_joy:","kamu gak usah overthinking, kamu selalu ku sebut di setiap doa ku sederhana tapi ga ada :face_with_tears_of_joy:","You don't need to overthink, I always mention you in every prayer, it's simple but nothing :face_with_tears_of_joy:"
2278,"Jauh jauh sangat jauh mending putus, even my mom cant stop my smoking habbit. And who the fuck you are ? https://t.co/oGKIL12URL","Far far away, it's better to break up, even my mom can stop my smoking habbit. And who the fuck you are? https://t.co/ogkil12url","Jauh Jauh Sangan Jauh Mending Putus, bahkan ibuku tidak bisa menghentikan habbit merokokku. Dan siapa kamu? https://t.co/ogkil12url",Negatif,"jauh jauh sangat jauh mending putus, even my mom cant stop my smoking habbit. and who the **** you are ?","jauh jauh sangat jauh mending putus, bahkan ibuku pun tidak bisa menghentikan kebiasaan merokokku. dan siapa kamu sebenarnya?","far, far, far, it's better to break up, even my mother can't stop my smoking habit. and who are you really?"
2207,Iy. Btw w blm ngenalin crush ke twitter,"Iy. Btw w yet, introduce Crush to Twitter",Iy. Btw w blm ngenalin crush ke twitter,Netral,iy. btw w blm ngenalin crush ke twitter,iy. btw w blm ngenalin crush ke twitter,"yeah. BTW, I haven't introduced Crush to Twitter yet"
2807,"Make the boundaries clear to people around you, so you or them wouldn't end up hurt. #personalgrowth #motivation #10x #success #people #goals #inspired https://t.co/pXyJ9eWDpy","Make the boundaries clear to people around you, so you or the wildn't end up hurt. #personalgrowth #motivation #10x #success #people #goals #inspired https://t.co/pxyj9ewdpy","Buat batas -batasnya jelas bagi orang -orang di sekitar Anda, sehingga Anda atau mereka tidak akan terluka. #PersonalGrowth #motivation #10x #success #people #goals #inspired https://t.co/pxyj9ewdpy",Positif,"make the boundaries clear to people around you, so you or them wouldn't end up hurt.","perjelas batasannya kepada orang-orang di sekitar Anda, sehingga Anda atau mereka tidak akan dirugikan.","make the boundaries clear to those around you, so that neither you nor they will be harmed."
4521,"this man's smile is what makes me alive during dark 2020 days. that's what he means to me. he won't know i'm alive, probably. but i'm glad he is.   i'm afraid he'd go back to the times where he said he's lacking and shy. but if it means he's healing &amp; resting, i'll wait~ https://t.co/92M5LRtRg6","This Man's Smile Is What Makes Me Alive During Dark 2020 Days. that's what he means to me. he won’t know I'm alive, probably. But I'm Glad He Is.  I'm afraid he'd go back to the time where he said he's lacking and shy. but if it means he's healing & amp; Resting, I'll wait ~ https://t.co/92m5lrtrg6","Senyum pria ini adalah apa yang membuatku hidup selama 2020 hari yang gelap. Itulah yang dia maksudkan bagiku. Dia tidak akan tahu aku hidup, mungkin. Tapi aku senang dia.  Saya khawatir dia akan kembali ke masa di mana dia bilang dia kurang dan malu. Tetapi jika itu berarti dia penyembuhan & amp; beristirahat, saya akan menunggu ~ https://t.co/92m5lrtrg6",Positif,"this man's smile is what makes me alive during dark 2020 days. that's what he means to me. he won't know i'm alive, probably. but i'm glad he is. i'm afraid he'd go back to the times where he said he's lacking and shy. but if it means he's healing &amp; resting, i'll wait~","Senyuman pria inilah yang membuatku hidup di hari-hari kelam tahun 2020. itulah arti dia bagiku. dia mungkin tidak akan tahu aku masih hidup. tapi aku senang dia melakukannya. aku takut dia akan kembali ke masa dimana dia bilang dia kurang dan pemalu. tapi kalau itu berarti dia sedang menyembuhkan &amp; istirahat, aku akan menunggu~","This man's smile is what keeps me alive in the dark days of 2020. That's what he means to me. he probably won't know I'm still alive. but I'm glad he did. I'm afraid he'll go back to the times where he said he was lacking and shy. but if that means he is healing &amp; rest, I'll wait~"
960,"Demi apapun aku ngakak yaAllah, baca2in coment netijen bikin mood bagus anying wkwk Kaum denial, kaum real wkwk iya real dipenjara sampe dikatain Jin Hyung Allahuakbar hahahahahah","For whatever sake I am not laughing, read the comments of Netijen make a good mood Anying wkwk Denials, Real people, yes, real in prison until said Jin hyung Allahuakbar hahahahahah","Demi Apapun Aku Ngakak YaAllah, BACA2In Coment Netijen Bikin Mood Bagus Anying WKWK Kaum Denial, Kaum Real Wkwk Iya Real Dipenjara Sampe Dikatain Jin Hyung Allahuakbar Hahahahahah",Positif,"demi apapun aku ngakak yaallah, baca2in coment netijen bikin mood bagus anying wkwk kaum denial, kaum real wkwk iya real dipenjara sampe dikatain jin hyung allahuakbar hahahahahah","demi apapun aku ngakak yaallah, baca2in coment netijen bikin mood bagus anying wkwk kaum denial, kaum real wkwk iya real dipenjara sampe dikatain jin hyung allahuakbar hahahahahah","For whatever reason, I'm laughing, God, reading netizen comments makes me in a good mood, wow, the denialists, the real people, yeah, the real ones are in prison until they are called jin hyung, allahuakbar hahahahahah"
3392,"outstanding journalist questions, but he didn't get the point. https://t.co/OZmDvSL6z0","Outstanding Journalist Questions, but he did not the point. https://t.co/ozmdvsl6z0","Pertanyaan jurnalis yang luar biasa, tetapi dia tidak mengerti. https://t.co/ozmdvsl6z0",Negatif,"outstanding journalist questions, but he didn't get the point.","pertanyaan jurnalis yang luar biasa, tapi dia tidak mengerti maksudnya.","What a journalist's question, but he didn't get the point."
2802,Makanan pedas itu healing banget yak,Spicy food is really healing,Makanan pedas itu penyembuhan banget yak,Positif,makanan pedas itu healing banget yak,makanan pedas itu menyembuhkan banget yak,Spicy food is really healing
1988,i'm even not a carat. tp gue ngakuin klo svt bisa sendiri tanpa ada 'privilege' . gue dah tau svt dr predebut ye :D https://t.co/3IrzkF6ANJ,I'm even not a carat. But I admit that SVT can be alone without 'privilege'. I already know SVT from predolut Ye: D https://t.co/3irzkf6anj,Aku bahkan bukan karat. tp gue ngakuin klo svt bisa sendiri tanpa 'privilege'. gue dah tau svt dr predebut kamu: d https://t.co/3irzkf6anj,Positif,i'm even not a carat. tp gue ngakuin klo svt bisa sendiri tanpa ada 'privilege' . gue dah tau svt dr predebut ye :d,aku bahkan bukan satu karat pun. tp gue ngakuin klo svt bisa sendiri tanpa ada 'privilege' . gue dah tau svt dr predebut kamu :d,I'm not even a carat. But I admit that SVT can do it on its own without any 'privileges'. I already know SVT from your pre-debut :d
2206,itulah gunanya to the point,That's the point to the point,Itulah Gunanya to the Point,Netral,itulah gunanya to the point,maksudnya to the point,it means to the point
215,59/365One of the most healing things you cando for yourself is to take care of yourselfin the ways that you wish others had orwould. You don't need to keep waiting because we can’t always depend on someone so stop rely on others to heal or fix you.💚❤️,59/365one of the most healing things you cando for yourself is to take care of yourself the ways that you wish others have orwould. You don't need to keep waiting because we can't always depend on someone so stop relay on others to heal or fix you.💚❤️,59/365One dari hal -hal paling menyembuhkan yang Anda cando untuk diri sendiri adalah menjaga diri sendiri dalam cara yang Anda harapkan dari orang lain. Anda tidak perlu terus menunggu karena kami tidak dapat selalu bergantung pada seseorang jadi berhentilah mengandalkan orang lain untuk menyembuhkan atau memperbaiki Anda. 💚❤️,Positif,59/365one of the most healing things you cando for yourself is to take care of yourselfin the ways that you wish others had orwould. you don't need to keep waiting because we can't always depend on someone so stop rely on others to heal or fix you.:green_heart::red_heart:,59/365Salah satu hal paling menyembuhkan yang dapat Anda lakukan untuk diri Anda sendiri adalah menjaga diri Anda sendiri sesuai dengan keinginan atau keinginan orang lain. kamu tidak perlu terus menunggu karena kita tidak bisa selalu bergantung pada seseorang jadi berhentilah mengandalkan orang lain untuk menyembuhkan atau memperbaikimu.:green_heart::red_heart:,59/365One of the most healing things you can do for yourself is to hold yourself in line with the wishes or desires of others. you don't need to keep waiting because we can't always depend on someone so stop relying on others to heal or fix you.:green_heart::red_heart:
