Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,texten,backtranslated_tweet
1462,"Hallo gengs perkenalkan nama gw anwar .  Gw contet creator asal bogor dan gw biasanya sharing tentang hobby gw traveling,dari sharing tentang destinasi wisata,kuliner sampai tempat staycation dan hidden gems .  Biasanya gw share di akun https://t.co/EIXxgq6dT0  Salam kenal 🙌","Hello Gengs Introduce my name Anwar.  I content creator from Bogor and I usually share about my hobby of traveling, from sharing about tourist destinations, culinary to staycation and hidden gems.  Usually I share on the https://t.co/eixxgq6dt0 account  Greetings 🙌","Hallo Gengs Perkenalkan Nama GW Anwar.  Pencipta Kontet GW Asal Bogor Dan GW Biasanya Berbagi Tentang Hobby GW Traveling, Dari Berbagi Tentang Destinasi Wisata, Kuliner Sampai Tempat Staycation Dan Hidden Gems.  Biasananya gw berbagi di akun https://t.co/eixxgq6dt0  Salam Kenal 🙌",Netral,"hallo gengs perkenalkan nama gw anwar . gw contet creator asal bogor dan gw biasanya sharing tentang hobby gw traveling,dari sharing tentang destinasi wisata,kuliner sampai tempat staycation dan hidden gems . biasanya gw share di akun salam kenal :raising_hands:","hallo gengs perkenalkan nama gw anwar . gw contet author asal bogor dan gw biasanya sharing tentang hobby gw travelling,dari sharing tentang destinasi wisata,kuliner sampai tempat staycation dan Hidden Gems . biasanya gw share di akun salam kenal :raising_hands:","Hello gang, let me introduce myself, my name is Anwar. I'm an author from Bogor and I usually share about my hobby of travelling, from sharing about tourist destinations, culinary delights to staycation spots and Hidden Gems. usually I share on the greetings account :raising_hands:"
4017,"Siapa sih yang gak suka dengan buah ini, hampir semua orang suka buah ini dan paliang banyak di daerah kota medan, pasti termasuk kamukan bestie ? #medanberjaya https://t.co/E42zg2WeaM","Who does not like this fruit, almost everyone likes this fruit and many in the city of Medan, must be a bestie? #medanberjaya https://t.co/e42zg2weam","Siapa Sih Yang Gak Suka Delangan Buah ini, Hampir Semua Orang Suka Buah ini Dan Paliang Banyak Di Daerah Kota Medan, Pasti Termasuk Kamukan Bestie? #medanberjaya https://t.co/e42zg2weam",Positif,"siapa sih yang gak suka dengan buah ini, hampir semua orang suka buah ini dan paliang banyak di daerah kota medan, pasti termasuk kamukan bestie ?","siapa sih yang gak suka dengan buah ini, hampir semua orang suka buah ini dan paliang banyak di daerah kota medan, pasti termasuk kamukan bestie ?","Who doesn't like this fruit, almost everyone likes this fruit and most of it is in the Medan city area, surely that includes your bestie?"
347,Aku mah santuy aj,I'm mah santuy aj,AKU MAH SANUY AJ,Positif,aku mah santuy aj,aku mah santuy aj,I'm just relaxed
2505,"Kemaren ngebet banget pen pacaran sama crush,giliran udah pacran malah pengen cepet² putus https://t.co/FspX84202J","Yesterday, I really dated the crush, it was the turn to be Pacran even wanted to break up https://t.co/FSPX84202J","KEMAREN NGEBET BANGET PEN PACARAN SAMA Naksir, Giliran Udah Pacran Malah Pengen Cepet² Putus https://t.co/fspx84202j",Negatif,"kemaren ngebet banget pen pacaran sama crush,giliran udah pacran malah pengen cepet² putus","kemaren ngebet banget pen pacaran sama naksir,giliran udah pacran malah pengen cepet² putus","Yesterday I really wanted to date my crush, it was my turn to start dating and I wanted to break up quickly"
2402,"kalo dlu suka kena bohongin jadi suka parnoan sendiri, bukannya ngak percayaan cuma skrng jd lebih hati2, untng km orngnya santuy jawab semua pertanyaan aku ngak marah, perlahan tp pasti rasa parnoan ini akan sembuh, bersabarlah ... terimakasih sudah mau mengerti diriku https://t.co/qu5rRbsE3F","If you like to be lied to you so I like parnoan, instead of not being reluctant, it's just now more careful, for the person, you answer all the questions I am not angry, slowly but surely the sense of parnoan will heal, be patient ... Thank you for wanting to understand myself https://t.co/qu5rrbse3f","Kalo Dlu Suka Kena Bohongin Jadi Suka Parnoan Sendiri, Bukannya Ngak Percayaan Cuma Skrng Jd Lebih Hati2, untng KM Orngnya santuy jawab semua parana ngakar marah, perlahan tp raRaah paria paru terimakasih sudah mau Mengerti diriku https://t.co/qu5rrbse3f",Positif,"kalo dlu suka kena bohongin jadi suka parnoan sendiri, bukannya ngak percayaan cuma skrng jd lebih hati2, untng km orngnya santuy jawab semua pertanyaan aku ngak marah, perlahan tp pasti rasa parnoan ini akan sembuh, bersabarlah ... terimakasih sudah mau mengerti diriku","kalo dlu suka kena bohongin jadi suka parnoan sendiri, bukannya ngak percayaan cuma skrng jd lebih hati2, untng km orngnya santuy jawab semua pertanyaan aku ngak marah, perlahan tp pasti rasa parnoan ini akan sembuh, bersabarlah... terima kasih sudah mau mengerti diriku","If in the past you liked being lied to, you became paranoid yourself, instead of not trusting me, now I'm more careful, luckily the people are willing to answer all my questions, I'm not angry, slowly but surely this feeling of paranoia will heal, be patient... thank you for understanding me."
5028,"You had a bad day You're taking one down You sing a sad song just to turn it around You say you don't know You tell me, don't lie You work at a smile, and you go for a ride You had a bad day The camera don't lie You're coming back down and you really don't mind You had a bad day https://t.co/I7gLyjhRNT","You have a bad day You're taking one down You sing a sad song just to turn it around You say you don't know You tell me, don't be lie You work at a smile, and you go for a ride You have a bad day The camera don't be Lie You're coming back down and you really don't mind You had a bad day https://t.co/i7glyjhrnt","Anda mengalami hari yang buruk Anda mengambil satu Anda menyanyikan lagu yang menyedihkan hanya untuk membalikkannya Anda mengatakan Anda tidak tahu Anda memberi tahu saya, jangan bohong Anda bekerja dengan senyuman, dan Anda pergi untuk naik Anda mengalami hari yang buruk Kamera tidak berbohong Anda kembali dan Anda benar -benar tidak keberatan Anda mengalami hari yang buruk https://t.co/i7glyjhrnt",Negatif,"you had a bad day you're taking one down you sing a sad song just to turn it around you say you don't know you tell me, don't lie you work at a smile, and you go for a ride you had a bad day the camera don't lie you're coming back down and you really don't mind you had a bad day","kamu mengalami hari yang buruk kamu menjatuhkan satu kamu menyanyikan lagu sedih hanya untuk membalikkan keadaan kamu mengatakan kamu tidak tahu kamu memberitahuku, jangan berbohong kamu bekerja sambil tersenyum, dan kamu pergi jalan-jalan yang kamu punya hari yang buruk kamera tidak berbohong kamu akan turun kembali dan kamu benar-benar tidak keberatan kamu mengalami hari yang buruk","you had a bad day you dropped one you sang a sad song just to turn things around you said you didn't know you told me, don't lie you worked with a smile, and you went for a walk you had a bad day the cameras don't lie you'll come back down and you really don't mind that you're having a bad day"
4718,"Waktunya refreshing, ya gpp sih walaupun cuma staycation doank wkwk","Time for refreshing, yes, even though it's just a staycation","Waktunya menyegarkan, ya gpp sih walaupun cuma staycation doank wkwk",Positif,"waktunya refreshing, ya gpp sih walaupun cuma staycation doank wkwk",waktunya refreshing ya gpp sih walaupun cuma staycation doank wkwk,"It's time to refresh, it's okay, even if it's just a staycation, hahaha"
4037,"Skrg lg ovt nder, mau nyari sugdad apa jd mermeid atau jd ikan koi atau bs aja jd pasangannya mafia??? Ikutin alur aja nder :) jgn dipaksain, untuk org yg pnya jiwa ""ambis"" lumayan gede, jujurly gak mau terlalu gimana2 soalnya kl gagal gua bs gila sendiri :"" https://t.co/QKPlSW0ezy","Now, ovt, I want to find Sugdad, what's the memeid or so koi or bs, so the partner is a mafia ??? Just follow the plot nder :) Don't be forced, for people who have a soul ""Ambis"" is pretty big, honestly don't want to be too much because if I fail, I can go crazy yourself: ""https://t.co/qkplsw0ezy","Skrg lg ovt nder, mau nyari sugdad apa jd mermeid atuu jd kan koi atuu bs aja jd pasangananya mafia ??? Ikutin Alur Aja nder :) Jgn Dipaksain, unkur org yg pnewa jiwa ""ambis"" lumayan gede, jujurly gak mau terlalu gimana2 soalnya kl gua bs bs gila sendiri: ""https://t.coqzy",Negatif,"skrg lg ovt nder, mau nyari sugdad apa jd mermeid atau jd ikan koi atau bs aja jd pasangannya mafia??? ikutin alur aja nder :) jgn dipaksain, untuk org yg pnya jiwa ""ambis"" lumayan gede, jujurly gak mau terlalu gimana2 soalnya kl gagal gua bs gila sendiri :""","skrg lg ovt nder, mau nyari sugdad apa jd mermeid atau jd ikan koi atau bs aja jd pasangannya mafia??? ikutin alur aja nder :) jgn dipaksain, untuk org yg pnya jiwa ""ambis"" lumayan gede, sejujurnya gak mau terlalu gimana2 soalnya kl gagal gua bs gila sendiri :""","Now on ovt nder, do you want to find out whether you can be a mermeid or a koi fish or just be a mafia partner??? Just go with the flow nder :) don't force it, for people who have a pretty big ""ambitious"" soul, honestly I don't want to do anything too much because if I fail I'll go crazy myself :"""
277,"Ada orang suka anxiety, sering overthinking, suka galau dan mencemaskan hidup yang berlebihan. Kira2 bagaimana hubungan orang tersebut dengan Tuhannya ?","There are people like anxiety, often overthinking, likes to be upset and worry about excessive life. What do you think about the person's relationship with his Lord?","Kecemasan ADA SUKA, Sering Overfinking, Suka Galau Dan Prencemaskan Hidup Yang Berlebihan. Kira2 Bagaimana Hubungan Orang Tersebut Tuhananya?",Negatif,"ada orang suka anxiety, sering overthinking, suka galau dan mencemaskan hidup yang berlebihan. kira2 bagaimana hubungan orang tersebut dengan tuhannya ?","ada orang yang suka cemas, sering overthinking, suka galau dan mencemaskan hidup yang berlebihan. kira2 bagaimana hubungan orang tersebut dengan tuhannya ?","There are people who like to worry, often overthink, like to be confused and worry too much about life. What is the person's relationship with God?"
1307,"Gapernah nyesal dulu suka banget sama 1D, dan sekarang aku bersyukur bgt bisa kenal Bangtan as my support system &amp; the only one I stan now ❤️  #BTS #BTSARMY #ARMY @BTS_twt  #ONEDIRECTION #1D #DIRECTIONER @onedirection https://t.co/6fJJZgHv9q","I can't regret it first like 1D, and now I'm grateful to be able to know Bangtan as my support system & amp; The only one i stan now ❤️  #Bts #btsarmy #army @bts_twt #Onedirection #1d #directioner @onedirection https://t.co/6fjjzghv9q","Gapernah Nyesal Dulu Suka Banget Sama 1d, Dan Sekarang Aku Bersyukur Bgt Bisa Kenal Bangtan sebagai Sistem Dukungan Saya & amp; satu -satunya yang saya stan sekarang ❤️  #BTS #BTSARMY #ARMY @BTS_TWT #Onedirection #1d #directioner @onedirection https://t.co/6fjjzghv9q",Positif,"gapernah nyesal dulu suka banget sama 1d, dan sekarang aku bersyukur bgt bisa kenal bangtan as my support system &amp; the only one i stan now :red_heart:","gapernah nyesal dulu suka banget sama 1d, dan sekarang aku bersyukur bgt bisa kenal bangtan as my support system &amp; satu-satunya yang kudukung sekarang :red_heart:","I never regret that I used to really like 1D, and now I'm very grateful to have known Bangtan as my support system &amp; the only one I support now :red_heart:"
1782,Honestly sometimes my life is like a lot of people who don't want me to be a programmer.,Honestly Something My life is like a lot of people who don't want me to be a programmer.,Jujur terkadang hidup saya seperti banyak orang yang tidak ingin saya menjadi seorang programmer.,Negatif,honestly sometimes my life is like a lot of people who don't want me to be a programmer.,jujur ​​kadang hidup saya seperti banyak orang yang tidak menginginkan saya menjadi seorang programmer.,"Honestly, sometimes my life is like many people don't want me to be a programmer."
2353,"Kadang bingung aja, gimana ya caranya org bisa anggap org lain bestie nya ketika baru kenal beberapa bulan atau setahunan gitu. Sedangkan aku aja kadang masih sering ragu apakah bestie ku skrg itu benar benar bestie? Meskipun sudah kenal beberapa tahun bahkan diatas 5 tahun","Sometimes just confused, how do you think that people can think of other people when they only know a few months or so much. Whereas I sometimes still often doubt whether my bestie is really really bestie? Even though I have known a few years or even over 5 years","Kadap Bingung Aja, Gimana Ya CARANYA ORG BISA ANGGAP ORG LAIN BESTIE Nya Ketika Baru Kenal Beberapa Bulan Atau Setahunan Gitu. Sedangkan Aku Aja Katan MASIH Sering Ragu Apakah Bestie Ku Skrg Itu Benar Benar Bestie? Meskipun Suda Kenal Beberapa Tahun Bahkan Diatas 5 Tahun",Negatif,"kadang bingung aja, gimana ya caranya org bisa anggap org lain bestie nya ketika baru kenal beberapa bulan atau setahunan gitu. sedangkan aku aja kadang masih sering ragu apakah bestie ku skrg itu benar benar bestie? meskipun sudah kenal beberapa tahun bahkan diatas 5 tahun","kadang bingung aja, gimana ya caranya org bisa menganggap org lain bestie nya ketika baru kenal beberapa bulan atau setahunan begitu. sedangkan aku aja kadang masih sering ragu apakah bestie ku skrg itu benar bestie? meskipun sudah kenal beberapa tahun bahkan diatas 5 tahun","Sometimes I'm just confused, how can people consider other people their besties when they've only known them for a few months or a year? Even though I sometimes still doubt whether my current bestie is really my bestie? even though they have known each other for several years, even more than 5 years"
4217,"Staying quite doesnt mean I have nothing to say, It means I dont think you are ready to hear my thoughts. I prefer talk to the mother nature  #bali #nusapenida #beach #nature #fit @ Broken Beach Nusa Penida https://t.co/SEyB84anIg","Staying quite doesnt mean I have nothing to say, it means I dont think you are ready to hear my thoughts. I prefer talk to the mother nature  #bali #nusapenida #beach #nature #fit @ broken beach nusa penida https://t.co/seyb84anig","Tetap tidak berarti saya tidak punya apa -apa untuk dikatakan, itu berarti saya tidak berpikir Anda siap mendengar pikiran saya. Saya lebih suka berbicara dengan Mother Nature  #bali #nusapenida #beach #nature #fit @ Broken Beach Nusa Penida https://t.co/seyb84anig",Positif,"staying quite doesnt mean i have nothing to say, it means i dont think you are ready to hear my thoughts. i prefer talk to the mother nature @ broken beach nusa penida","diam bukan berarti aku tidak punya apa-apa untuk dikatakan, itu berarti menurutku kamu belum siap mendengarkan pikiranku. saya lebih suka berbicara dengan alam @ Broken Beach Nusa Penida","Silence doesn't mean I don't have anything to say, it means I don't think you're ready to hear my thoughts. I prefer to talk to nature @ Broken Beach Nusa Penida"
564,Beautiful-Crush (Goblin OST Cover) I sing this song especially for Kim Taehyung 🤭 @BTS_twt  I miss you V 💜 사랑해 💜  #TAEHYUNG #BTS #BTSARMY #kpop #beautifulcrush #BTS_twt #BTSV  #방탄소년단 https://t.co/61d7thDaUk,Beautiful-Crush (Goblin Ost Cover) I sing this song especially for Kim Taehyung 🤭 @bts_twt I miss you v 💜 사랑 해 💜 #Taehyung #bts #btsarmy #kpop #beautifulcrush #bts_twt #btsv #방탄 소년단 https://t.co/61d7thdauk,Cantik-crush (goblin ost cover) Saya menyanyikan lagu ini terutama untuk Kim Taehyung 🤭 @BTS_TWT Aku merindukanmu v 💜 사랑 해 💜 #Taehyung #bts #btsarmy #kpop #beautifulcrush #bts_twt #btsv #방탄 소년단 https://t.co/61d7thdauk,Positif,beautiful-crush (goblin ost cover) i sing this song especially for kim taehyung :face_with_hand_over_mouth: i miss you v :purple_heart: 사랑해 :purple_heart: #방탄소년단,beautiful-crush (goblin ost cover) aku menyanyikan lagu ini khusus untuk kim taehyung :face_with_hand_over_mouth: aku merindukanmu v :purple_heart: 사랑해 :purple_heart: #방탄소년단,beautiful-crush (goblin ost cover) i sing this song especially for kim taehyung :face_with_hand_over_mouth: i miss you v :purple_heart: 사랑해 :purple_heart: #방탄소년단
2957,"May peace fills all the empty spaces around us, May happiness answers all our wishes this year. Wishing Islamic Hijri New Year.  #IslamicNewYear @ Millennia World School https://t.co/9wuSKwHxoo","May Peace Fills All The Empty Spaces Around Us, May Happiness Answers All Our Wishes This Year. Wishing Islamic Hijri New Year.  #Islamicnewyear @ millennia world school https://t.co/9wuskwhxoo","Semoga perdamaian mengisi semua ruang kosong di sekitar kita, semoga kebahagiaan menjawab semua keinginan kita tahun ini. Semoga Tahun Baru Hijri Islam.  #IslamicNewYear @ Millennia World School https://t.co/9wuskwhxoo",Positif,"may peace fills all the empty spaces around us, may happiness answers all our wishes this year. wishing islamic hijri new year. @ millennia world school","semoga kedamaian mengisi semua ruang kosong di sekitar kita, semoga kebahagiaan menjawab semua harapan kita di tahun ini. mengucapkan tahun baru hijriah islam. @sekolah dunia milenial","May peace fill all the empty spaces around us, may happiness answer all our hopes this year. wish you the Islamic Hijri New Year. @millennial world school"
1039,don't run around in my mind for a second,Don't run around in my mind for a second,Jangan berlarian dalam pikiran saya sebentar,Negatif,don't run around in my mind for a second,jangan berkeliaran di pikiranku sedetik pun,don't wander in my mind for a second
4753,"Welcome August!  It's feel same, nobody care, no have crush,  nothing moodbooster, nothing else!   Never mind, I don't need them. I just want be a rich person and buy anything what I want.","Welcome August!  It's Feel Same, Nobody Care, No Have Crush, Nothing Moodbooster, Nothing Else!  Never Mind, I don't need them. I just want to be a rich person and buy anything what I want.","Selamat datang Agustus!  Rasanya sama, tidak ada yang peduli, tidak ada naksir, tidak ada Moodbooster, tidak ada yang lain!  Tidak apa -apa, saya tidak membutuhkannya. Saya hanya ingin menjadi orang kaya dan membeli apa pun yang saya inginkan.",Negatif,"welcome august! it's feel same, nobody care, no have crush, nothing moodbooster, nothing else! never mind, i don't need them. i just want be a rich person and buy anything what i want.","selamat datang bulan Agustus! Rasanya sama saja, tidak ada yang peduli, tidak ada yang naksir, tidak ada moodbooster, tidak ada yang lain! sudahlah, aku tidak membutuhkannya. aku hanya ingin menjadi orang kaya dan membeli apapun yang kuinginkan.","welcome to August! It feels the same, no one cares, no crush, no moodbooster, nothing else! never mind, I don't need it. I just want to be rich and buy whatever I want."
1284,Gak ada yang spill sedikit apa..ntar bakal gimana?? Pusing sing sepanjang hari OT mulu.. #IkatanCintaEp253,No one is a little spill ... what will it be ?? Dizzy sing all day ot mulu .. #testicintaep253,Gak Ada Yang Sedikit Sedikit apa..Ttar Bakal Gimana ?? Sing Pusing Sing Sepanjang Hari Ot Mulu .. #Ikatancintaep253,Negatif,gak ada yang spill sedikit apa..ntar bakal gimana?? pusing sing sepanjang hari ot mulu..,gak ada yang tumpah sedikit apa..ntar bakal gimana?? pusing nyanyi sepanjang hari atau mulu..,nothing spilled a bit...what will happen next?? feeling dizzy from singing all day or having a headache...
4829,When u are a foodie yet you were too drunk last night (and threw up 3x this morning)  Even desirable lunch made you afraid to eat more because you are sooooo afraid of throwing up again.,When u are a foodie yet you were too drunk last night (and thrw up 3x this morning)  Even desirable lunch made you afraid to eat more because you are sooooo afraid of throwing up again.,Saat kamu seorang pecinta kuliner namun kamu terlalu mabuk tadi malam (dan muntah 3x pagi ini)  Bahkan makan siang yang diinginkan membuat Anda takut makan lebih banyak karena Anda sangat takut muntah lagi.,Negatif,when u are a foodie yet you were too **** last night (and threw up 3x this morning) even desirable lunch made you afraid to eat more because you are sooooo afraid of throwing up again.,ketika kamu seorang foodie namun kamu terlalu buang air besar tadi malam (dan muntah 3x pagi ini) bahkan makan siang yang diinginkan membuat kamu takut untuk makan lebih banyak karena kamu sangat takut muntah lagi.,when you are a foodie but you pooped too much last night (and vomited 3 times this morning) even the lunch you wanted makes you afraid to eat more because you are so afraid of vomiting again.
3990,sexist joke is not a joke. sungguh perilaku memalukan dan menggambarkan betapa dangkalnya isi otak.,Sexist joke is not a joke. Really embarrassing behavior and illustrates how much the content of the brain is.,Lelucon seksis bukanlah lelucon. Sungguh Perilaku Memalukan Dan Menggambitan Betapa Dangananya Isi Otak.,Negatif,sexist joke is not a joke. sungguh perilaku memalukan dan menggambarkan betapa dangkalnya isi otak.,lelucon seksis bukanlah lelucon. sungguh-sungguh menggambarkan dan menggambarkan betapa dangkalnya isi otak.,sexist jokes are not jokes. really illustrates and illustrates how shallow the contents of the brain are.
3764,"Salah banget lagi isoman bareng bapak ibuk, terus baca tweet ttg keluarga yg ditinggalkan ke surga akibat covid19.  Shit aku jadi overthinking!","Is it really wrong with my mother, keep reading tweets about the family left to heaven due to Covid19. Shit I became Overthinking!","Salah Banget Lagi Isoman Bareng Bapak Ibuk, Terus Baca Tweet Ttg Keluarga Yg Ditinggalkan Ke Surga Akibat Covid19. Sial Aku Jadi terlalu banyak berpikir!",Negatif,"salah banget lagi isoman bareng bapak ibuk, terus baca tweet ttg keluarga yg ditinggalkan ke surga akibat covid19. **** aku jadi overthinking!","salah banget lagi isoman bareng bapak ibuk, terus baca tweet ttg keluarga yg ditinggalkan ke surga akibat covid19. **** aku jadi overthinking!","It's really wrong to be isoman with your parents, keep reading tweets about families who were abandoned to heaven due to Covid-19. **** I'm so overthinking!"
2284,Jealousy kills bestie lol just a reminder,Jealousy Kills Bestie Lol Just A Reminder,Kecemburuan membunuh bestie lol hanya pengingat,Negatif,jealousy kills bestie lol just a reminder,cemburu membunuh sahabat haha ​​hanya sekedar pengingat,jealousy kills best friends haha ​​just a reminder
1231,"Fomo gegara gk tahu trend di apk TT :"" Apakah ini saatnya ku harus membuat dan goyang - goyang???","Fomo Ggara doesn't know the trend in APK TT: "" Is this time I have to make and shake - rocking ???","FOMO GEGARA GK TAHU TREND DI APK TT: "" Apakah ini Saatnya Ku Harus membuat dan goyang - goyang ???",Netral,"fomo gegara gk tahu trend di apk tt :"" apakah ini saatnya ku harus membuat dan goyang - goyang???","fomo gegara gk tahu trend di apk tt :"" apakah ini saatnya ku harus membuat dan goyang - goyang???","fomo because I don't know the trend in tt apk: ""is this the time I have to create and shake things up???"
1696,Healing. (2) https://t.co/lFvHwT5bSY,Healing. (2) https://t.co/LFVHWT5BSY,Penyembuhan. (2) https://t.co/lfvhwt5bsy,Netral,healing. (2),penyembuhan. (2),healing. (2)
1104,Engga suka kalo lagi overthinking gini🥺🥺,I don't like it if it's overthinking like this,Engga suka kalo lagi overhinking gini🥺🥺,Negatif,engga suka kalo lagi overthinking gini:pleading_face::pleading_face:,engga suka kalo lagi overthinking gini:pleading_face::pleading_face:,I don't like it when I'm overthinking like this:pleading_face::pleading_face:
2706,"liat arsipan 2021 banyak bgt yg bikin nangis sampe cape,dan ternyata aku bisa lewatin itu semua,2021 is a fucking shit,udah dibikin hancur,gila,remuk,depresi,anxiety,cape.","Look at the archive 2021 a lot that makes you cry until it's tired, and it turns out I can pass it all, 2021 is a fucking shit, already made destroyed, crazy, crushed, depressed, anxiety, tired.","Liat Arsipan 2021 Banyak Bgt Yg Bikin Nangis Sampe Cape, Dan Ternyata Aku Bisa Lewatin Itu Semua, 2021 adalah omong kosong, Udah Dibikin Hancur, Gila, Remuk, Depresi, Kecemasan, Cape.",Negatif,"liat arsipan 2021 banyak bgt yg bikin nangis sampe cape,dan ternyata aku bisa lewatin itu semua,2021 is a **** ****,udah dibikin hancur,gila,remuk,depresi,anxiety,cape.","liat arsipan 2021 banyak bgt yg bikin nangis sampe cape,dan ternyata aku bisa lewatin itu semua,2021 is a **** ****,udah dibikin hancur,gila,remuk,depresi,anxiety,cape.","Looking at the archives for 2021, there are so many things that make me cry until I'm tired, and it turns out I can get past it all, 2021 is a **** ****, I've made you devastated, crazy, crushed, depressed, anxious, tired."
5024,You are the most popular in my head. Even when I sleep I keep my head busy with you. Because you always stop in my dreams. You are like an active cell in my brain which never stops here and there. #D7GrandOpeningxMileApo https://t.co/IoRacStTtn,You are the most popular in my head. Even when I sleep I keep my head busy with you. Because you always stop in my dreams. You are like an active cell in my brain which never stop here and there. #D7Grandopeningxmileapo https://t.co/ioracstttn,Anda adalah yang paling populer di kepala saya. Bahkan saat aku tidur Aku membuat kepalaku sibuk denganmu. Karena kamu selalu berhenti dalam mimpiku. Anda seperti sel aktif di otak saya yang tidak pernah berhenti di sana -sini. #D7grandopeningxmileapo https://t.co/ioracstttn,Positif,you are the most popular in my head. even when i sleep i keep my head busy with you. because you always stop in my dreams. you are like an active cell in my brain which never stops here and there.,kamu yang paling populer di kepalaku. bahkan saat aku tidur aku tetap menyibukkan kepalaku denganmu. karena kamu selalu singgah di mimpiku. kamu ibarat sel aktif di otakku yang tidak pernah berhenti di sana-sini.,you are the most popular in my head. Even when I sleep I keep my head busy with you. because you always stop by in my dreams. You are like an active cell in my brain that never stops here and there.
2476,Ke Bali kok healing? Ya motoranlah https://t.co/Hg88qUiB8A,"To Bali, how come healing? Yes, motorbike https://t.co/hg88quib8a",Ke Bali Kok Healing? Ya motoranlah https://t.co/hg88quib8a,Positif,ke bali kok healing? ya motoranlah,ke bali kok kesembuhan? ya motoranlah,why go back to healing? yes motorbike
1451,"Hahahaha, the audacity they have for saying Wave is unpopular when it literally won M Countdown &amp; The Show plus Soribada Best Performance (even I was not an official atiny back then, I knew Wave was one of the 'IT' summer songs back then!) #ATEEZDESERVESBETTER #에이티즈 https://t.co/ytZeaYeeRk","Hahahaha, the audacity they have for saying wave is unpopular when it literally won m countdown & amp; The show plus Soribada Best Performance (event I was not an official atiny back then, I know wave was one of the 'it' summer Songs back then!) #AteezDeservesbetter #에이티즈 https://t.co/ytzeayeerk","Hahahaha, keberanian yang mereka miliki untuk mengatakan gelombang tidak populer ketika benar -benar memenangkan Co Countdown & amp; Pertunjukan pertunjukan plus Soribada (bahkan saya bukan seorang yang resmi saat itu, saya tahu Wave adalah salah satu lagu musim panas 'It' saat itu!) #AteEzdeservesBetter #에이티즈 https://t.co/ytzeayeerk",Negatif,"hahahaha, the audacity they have for saying wave is unpopular when it literally won m countdown &amp; the show plus soribada best performance (even i was not an official atiny back then, i knew wave was one of the 'it' summer songs back then!) #에이티즈","hahahaha, keberanian mereka untuk mengatakan gelombang tidak populer ketika benar-benar memenangkan hitungan mundur &amp; pertunjukan ditambah penampilan terbaik soribada (meskipun saya bukan atiny resmi saat itu, saya tahu wave adalah salah satu lagu musim panas 'saat itu'!) #에이티즈","hahahaha, their nerve to say a wave is unpopular when actually winning the countdown &amp; performance plus soribada's best performance (even though I wasn't an official atiny back then, I know wave was one of the summer songs 'back then'!) #에이티즈"
4197,Staycation ke mana ya enaknya,Where is the staycation,Staycation Ke Mana Ya Enaknya,Netral,staycation ke mana ya enaknya,staycation ke mana ya enaknya,Where's the best staycation?
2637,Kuy kapan nih?abis lebaran dah biar santuy https://t.co/MwVhd3j1Gg,"When is Kuy? After Lebaran, so santuy https://t.co/mwvhd3j1gg",Kuy kapan nih? Abis lebaran dah biar santuy https://t.co/mwvhd3j1gg,Netral,kuy kapan nih?abis lebaran dah biar santuy,kuy kapan nih?abis lebaran dah biar santuy,When will I go? After Eid I'll relax
945,"deep session &amp; deep talk @ Jakarta, Indonesia https://t.co/YL5zUIJy9x","Deep Session & amp; Deep talk @ jakarta, Indonesia https://t.co/yl5zuijy9x","Sesi yang dalam & amp; Deep Talk @ Jakarta, Indonesia https://t.co/yl5zuijy9x",Netral,"deep session &amp; deep talk @ jakarta, indonesia","sesi mendalam &amp; pembicaraan mendalam @ jakarta, indonesia","in-depth &amp; in-depth talk @ jakarta, indonesia"
325,"Akhirnyaa active ig, setelah sebulan lebih off. Wkwk kepo sama kehidupan org org 🤣","Finally Active IG, after more than a month. Wkwk kepo with the life of people 🤣","Akhirnyaa Active IG, Setelah Sebulan Lebih Off. Wkwk kepo sama keehidupan org org 🤣",Positif,"akhirnyaa active ig, setelah sebulan lebih off. wkwk kepo sama kehidupan org org :rolling_on_the_floor_laughing:","akhirnyaa ig aktif, setelah satu bulan lebih off. wkwk kepo sama kehidupan org org :rolling_on_the_floor_laughing:","IG is finally active, after being off for more than a month. Wow, I'm so curious about people's lives :rolling_on_the_floor_laughing:"
382,"Amber’s lawyers hired to say hearsay all the time 🤣, even when he’s the one who asked a question! What a clown!","Amber's lawyers hired to say hearsay all the time 🤣, even when he's the one who asked a question! What a Clown!","Pengacara Amber menyewa untuk mengatakan desas -desus sepanjang waktu 🤣, bahkan ketika dialah orang yang mengajukan pertanyaan! Sungguh badut!",Negatif,"amber's lawyers hired to say hearsay all the time :rolling_on_the_floor_laughing:, even when he's the one who asked a question! what a clown!","pengacara amber disewa untuk mengatakan desas-desus sepanjang waktu :rolling_on_the_floor_laughing:, bahkan ketika dialah yang mengajukan pertanyaan! sungguh badut!","Amber's lawyer was hired to tell rumors all the time :rolling_on_the_floor_laughing:, even when she was the one asking the questions! what a clown!"
