cleaned_tweet,label,backtranslated_tweet
okee overthinking lage,Negatif,Okay thinking too much
"why there is contention. why is there war? oh conscience, where are you going? my heart is crying, seeing your cry. my tears spill, see your blood and tears. jesus....make peace in this world.",Negatif,"Why is there a war? Why is there a war? Oh hati nurani, where are you going? hatiku cry, melihat tangismu. air mataku mengalir, lihat darah dan air matamu. Yesus...buat perdamaian di dunia ini."
happy new year friends for around the world:see-no-evil_monkey::see-no-evil_monkey::partying_face::partying_face::partying_face: *oh man my stomach hurts* okay bye night everyone:see-no-evil_monkey::sneezing_face::smiling_face_with_open_hands::smiling_face_with_open_hands:,Positif,Happy New Year for friends all over the world: lihat-tidak-buruk_kucing:: lihat-tidak-buruk_kucing:: pesta_wajah:: pesta_wajah:: pesta_wajah:: pesta_wajah:: pesta_wajah: *oh orang sakit perut saya* oke malam selamat tinggal semua orang: lihat-tidak-buruk_kucing:: bersin_wajah:: tersenyum_wajah_dengan_buka_tangan:: tersenyum_wajah_dengan_buka_tangan:
1 2 3 semoga revisinya dikit! gasabar buru buru staycation abis revisian:loudly_crying_face:,Negatif,12 3 hope to get back a little! gasabar buru buru staycation abis revision:
when i watched this somehow i really like seeing them together and had this dislike feel when the girls come around them,Netral,When I watch this somehow I really like seeing them together and have feelings I don't like when girls come around them
"aku pas kamu pulang setelah bareng seharian. oh i luv being clingy!iya sekali lagi, kamu-nya pikir keri.",Positif,I don't want you to go home after a day with me.
story hari ini banyak yang healing ya :) aing jadi pengen :),Positif,Story is today many things that I have to tell you.
being selfless person it's actually ****.,Negatif,Being orang yang doesn't mean to be me.
"bete anjirrr anak apotek mo pada healing abis shift 1, aku masuk shift 2:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:",Negatif,I'm not going to be able to get a job.
"mau spill tipis² tapi suru tahan dulu, kayak pen pipis dah di ujung terus suru tahan, karna belom nemu rest area wkwk",Netral,"I want to take a tip but I can't take it first, kayak pen money is on the end of the stick, because I haven't found the area to rest wkwk"
its my healing is....,Netral,penyembuhanku adalah...
"page 366 of 366 thank you for giving happiness and sadness, thank you 2020, i hope next year will be even better than now.",Positif,"Thank you for giving me happiness and happiness, thank you for 2020, hope the next year is better than now."
"this is the last bandura's twit.. rest in peace , you have been inspiring peoples around the world.",Positif,"This is the last bandura yang bergurau... rest in peace, you have inspired orang-orang all over the world."
**** foken dammit ༼;´༎ຶ ۝ ༎ຶ༽ i shouldn't have even asked.,Negatif,I'm not even supposed to ask.
begadang untuk healing.,Netral,I will help you.
**** i missed it actually i wish i could do more back then,Negatif,I really wish I could do more than that.
makin parah ajah bestie delay nya dari 19.20 wib ganti 20.15 wib. lalu 21.00 wib daaan kini berubah menjadiiii 21.30 wib bestie:broken_heart: mengsedihhh~,Negatif,Making worse my best delay new from 19.20 wib ganti 20.15 wib lalu 21.00 wib dari kini berubah menjadiiii 21.30 wib bestie: patah_hati: mengsedihhh~
"pengennya staycation dihotel eh malah disini, yaudahlah yaaa gapapa alhamdulillah:upside-down_face:",Positif,"Pengennya staycation in hotel eh malah disini, yaudahlah yaaa gapapa alhamdulillah:up-down_face:"
jgn salty,Negatif,Don't be such a fool.
"kamu gak usah overthinking, kamu selalu ku sebut di setiap doa ku sederhana tapi ga ada :face_with_tears_of_joy:",Positif,"Kamu jangan terlalu berpikir, kamu selalu ku sebut di setiap doa ku sederhana tapi aku punya: wajah_dengan_teri_kebahagiaan:"
"jauh jauh sangat jauh mending putus, even my mom cant stop my smoking habbit. and who the **** you are ?",Negatif,"I'm so sorry, I can't stop smoking."
iy. btw w blm ngenalin crush ke twitter,Netral,Yeah. btw I haven't been crushed by twitter
"make the boundaries clear to people around you, so you or them wouldn't end up hurt.",Positif,"Making boundaries clear to the people around you, so that you or they won't end up terluka."
"this man's smile is what makes me alive during dark 2020 days. that's what he means to me. he won't know i'm alive, probably. but i'm glad he is. i'm afraid he'd go back to the times where he said he's lacking and shy. but if it means he's healing &amp; resting, i'll wait~",Positif,"This is what makes me live during the dark days of 2020. That's what he meant for me. He won't know I'm alive, maybe. But I'm happy with him. I'm afraid he'll return to the mas-mas when he says he's lacking and malu. But if that means he's healthy &amp; amp; rested, I'll wait~"
"demi apapun aku ngakak yaallah, baca2in coment netijen bikin mood bagus anying wkwk kaum denial, kaum real wkwk iya real dipenjara sampe dikatain jin hyung allahuakbar hahahahahah",Positif,"Demi whatever I laugh yaallah, read2in comments netijen bikin mood good whatever wkwk kaum penolakan, kaum nyata wkwk iya nyata dipenjara sampai dikatain jin hyung allahuakbar hahahahahah"
"outstanding journalist questions, but he didn't get the point.",Negatif,I'm not sure what you mean.
makanan pedas itu healing banget yak,Positif,I'm not sure what to eat.
i'm even not a carat. tp gue ngakuin klo svt bisa sendiri tanpa ada 'privilege' . gue dah tau svt dr predebut ye :d,Positif,"I'm not even a karat, but I admit I can't be myself without privilege."
itulah gunanya to the point,Netral,That's what I'm saying.
59/365one of the most healing things you cando for yourself is to take care of yourselfin the ways that you wish others had orwould. you don't need to keep waiting because we can't always depend on someone so stop rely on others to heal or fix you.:green_heart::red_heart:,Positif,59/365 One of the most important things you can do for yourself is to take care of yourself the way you want others to have or will.
"seringnya begini, sesibuk apapun hari hari kalau lagi santuy slonjoran tiduran, nongol lagi nongol lagi.. meskipun berat dikepala,, lama lama ngeselin... gimana ya, gw sebenernya ga mau juga, tapi buat ngilanginnya susah.. apa yaa",Negatif,"I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, I'm always like this, but I'm always like this, but"
ni orang kayaknya penyakit deh soalnya suka kepo berlebihan,Negatif,"I think it's a disease, but I'm not sure."
crush on you. :relieved_face:,Netral,I'm going to touch you.
"why am i ? have a bad mood all day long, didnt wanna do anything, just wanna lying in my bed, with these tears in my cheeks, just feel something painful in my chest, that i dont even know what d cause is..",Negatif,"I want to lie in my sleeping place, with air mat in my pipe, just feel something that's painful in my dad, which I don't even know what the cause is.."
padahal ada babi lepas bisa aja nature is healing. kemarin kan pada kangen ada satwa liar main deket rumah warga. malah disembeleh. pake acara ada bugilnya dulu lagi. hahaha.,Negatif,I'm not sure if I'm going to be able to get a baby.
"i feels like wherever she go, whatever she do, eventually i'll know bout it.",Negatif,"I feel like wherever he goes, whatever he does, I'll finally know about it."
"aku lagi sibuk kerja, burnout, sampe nggak punya waktu buat diri sendiri. padahal beredar di dating apps.",Negatif,"I'm busy working, so I don't have time to make my own."
"i can't listen to mamamoo,.park hyoshin, even iu on spotify?????? what the .... what's wrong kakao m?????",Negatif,"I can't listen to mommy, park hyoshin, even you on spotify?????? what's going on kakao m?????"
angkringan kali code. enak buat overthinking sambil chill,Positif,I'm not going to go into the details of the case.
who else worried about losing connection with relatives because lolos/lolas or aunts/uncles passed away already? lost my lolo today and that worry suddenly hit me... i'm a clingy type... and i miss my lolo already,Negatif,Who else is worried about losing a relationship with relatives because he/she has gone / lola or bibi / paman has already died?
"you can dream of having a lot of money, while others are earning and making money every day.",Netral,"You can dream of having a lot of money, while others make and make money every day."
"2022 is coming now, may some of my dream was came truee in 2021 but there's a lot of mistakes that i was made. let me say thank you to them who was beside me even only a few moment. goodmorning 1st january 2022!! :sparkles::sun_behind_small_cloud::sun_behind_small_cloud:",Positif,"2022 will come now, may some of my dreams become reality in 2021 but there are many mistakes I have made."
"call me edgy tp emang gw gk suka drama homo2an gt, even jaman2nya bl thai juga w ga demen :smiling_face_with_tear: sama yang itu tuh yang idaman para bear, sesame, ga ngikutin wgwgwggw males bray :face_exhaling:",Negatif,"Call me edgy but i'm not like drama homo2an gt, even jaman2nya bl thai juga w ga demen: smiley_wajah_dengan_teri: sama yang itu tuh yang idaman para beruang, sesame, ga follow wgwgwggw laki-laki bray: face_exhaling:"
healing healing tai anjing,Negatif,The Commission shall adopt the following measures:
"yeahh,why changed? they confuse us at the end :frowning_face:",Negatif,They're going to be confusing us in the end.
yang pada ke puncak apa kabar nihh? jadi healing apa sinting? wkwk sampe trending 1 di twitter akuh,Negatif,What's up with the top? So you're not going to be able to make it?
"the frontier is actually soaked in booze believe it or not, as is the land of burnt faces.",Netral,"The border is really terendam in drinks keras percaya atau tidak, as is the case with the land face terbakar."
"****, you are in control of all things, and its by you that all things are held together. i am so greatful that my life is in your hands. in 2022, please help me to surrender my desire for control while pursuing the plans that you have for me.",Positif,"I'm so big that my life is in your hands. In 2022, please help me to give up my desire to control while pursuing the plan you have for me."
"malam ini, overthinking tingkat dewa wkwkk",Negatif,"Malam ini, thinking excessive level of god wkwkk"
kenpa sih harus overthinking terus sih,Negatif,I think I should think too much
"****, even tempo post this shh",Negatif,"****, even the tempo posting this shh"
"ada fase dimana ngelihat status orang dan udah ga selera lagi untuk ngecek.. bukan karena kepo, tapi karena udah ga mau peduli",Netral,"There's a phase where I see the status of orang dan sudah tidak selera lagi untuk mengucap.. not because of kepo, but because I don't want to care"
"ingin pergi ke pantai yg jauh.. tinggal di cottage yg nyaman tanpa bising suara lalu lalang.. menikmati indahnya suasana pantai dengan bebas dan lepas... agar mental tetap sehat, terkadang self healing itu perlu.",Positif,"I want to go to a beach that is far away.. stay in a pondok yang nyaman without making noise and then berteriak.. enjoy the beautiful atmosphere of the beach with free and loose... if mental stays healthy, sometimes the remedy itself is necessary."
"what is your plan right now? 2021 has officially started a few hours ago and still moving on as fast as you can't imagine, surely.",Netral,"What's your plan now? 2021 officially started a few hours ago and it's still moving as fast as you can imagine, of course."
healing :hot_beverage:,Positif,The drug is:
i wasn't even trying :woman_tipping_hand_medium_skin_tone::sparkles:,Netral,I'm not even trying.
i dont even want to imagine... :upside-down_face:,Netral,I don 't even want to imagine ...
"cara biar si crush peka gimana sih , ajg dah.",Negatif,I'm not going to let you crush me.
healing :national_park::national_park:,Positif,Healing: national park::national park:
selamat berpajak ria bestie :pig_nose:,Netral,I'm not sure.
"baru selesai mandi bestie jam segini udah wangi counterpain, minyak telon, sama vicks ga lupa yaah",Netral,I've been waiting for you to come back.
"5 hari nahan gatel2 gw yakin bgt cuma digigit nyamuk, tp kok makin kemana2. memutuskan chat dokter halo doc and thenn...... alergi bestie akhir thn bestie.",Negatif,I'm sure you're not going to be able to get a good one.
"tahun barunya sih di bali, tapi kenak koronak. i love mylife even more :two_hearts: terimakasih dena sudah bertahan selama satu tahun ini mari kita bersyukur dan berterimakasih atas apapun yg sudah terjadi pada hidupmu. happy new year everyone! :sun::sunflower:",Positif,I love my life again. Two haters: thank you everything has lasted for one year this year let us be grateful and thankful for everything that has happened in your life. Happy New Year everyone!
kepo,Netral,the kepo
"have hope even when everything seems hopeless. you never to lose hope, the storms you are currently facing are meant to strengthen you and not last forever. you should have a good understanding of your life. stay away from underhand dealings.",Positif,"You never lose hope, if you are facing this moment you are meant to strengthen you and not last forever. You must have a good understanding of your life."
"a bird plucks flowers, a single tree does not make a forest, though the beach is salty, only the red species is happy (translator)learning a new language is good for your brain weekend :blue_heart: language by translation :face_with_tears_of_joy:wait for surprise :beaming_face_with_smiling_eyes:",Positif,"burung memetik bunga, satu pohon tidak membuat hutan, meskipun pantai asin, hanya spesies merah yang bahagia (penerjemah) belajar bahasa baru baik untuk otak Anda pekan terakhir: biru_hati: bahasa menurut terjemahan: wajah_dengan_air_kebahagiaan: menunggu kejutan: berkilau_wajah_dengan_mata_tertawa:"
"dear **** in heaven it is just too many rainbow, tornado and thunder can it stop for a while",Netral,"Sweet fuckin' heaven it's just too much pelangi, tornado and guntur can stop for a while"
"overthinking dan sedih lagi, padahal udah janji sama diri sendiri untuk lebih sayang diri. maafin aku ya diriku.",Negatif,I've already promised myself to be more loving myself.
sudah tidak overthinking lagi dah :partying_face:,Positif,I'm not thinking too much anymore.
self healing nya kuli pabrik ya pulang karna pulang adalah tempat ternyaman,Positif,penyembuhan diri nya kuli pabrik ya pulang karna pulang adalah tempat ternyaman
11 sama 12 gk ada beda persaan :expressionless_face::expressionless_face::expressionless_face::expressionless_face: lebih prefer ke air pods promax malahan :star-struck::star-struck::star-struck:,Negatif,11 sama 12 gk ada beda persaan: expressionless_face::expressionless_face::expressionless_face::expressionless_face: lebih suka ke air pods promax malahan: star-struck:: star-struck:: star-struck:
system support? wkwkwk kocak :face_with_tears_of_joy:,Negatif,I'm not sure if I'm going to be able to do this.
kurus jalur overthinking,Negatif,Kurus jalur berpikir berlebihan is not enough
coba sini spill au snhn yg angst ak mo nangis nangisan seblum tidur helpppp,Negatif,Try this shit in this shit yang ketakutan aku mo menangis nangisan seblum tidur membantupppp
jujurly kaget banget sih pas tau kalau lee je hoo ngereview ms glow. but gue percaya sih karna emang msglow se daebak itu xixi,Positif,"I'm surprised, but I don't know if it's true."
she's probably the luckiest fan in the world right now,Positif,He's probably the luckiest fan in the world right now.
oh gini rasanya staycation,Netral,"Oh, this is what it's like to be on vacation."
crush aja aing gapunya apa lagi doi astaga.,Netral,I'm going to destroy the world.
muntah apa bestie malam ini,Negatif,Wasting up my best friend malam ini
i'm very very happy with my best friend and i feel sad when i'm away from him,Positif,I am very happy with my best friend and I feel sad when I am far from darinya
"deg degan, mau kondangan ke tempat mas crush :pleading_face:",Negatif,"Deg degan, mau kondangan ke tempat mas crush:"
"wherever your feet may take, whatever endeavor you lay hands on. it will always be successful.. :red_heart: happy birthday wooyoung :front-facing_baby_chick: all the best! #얘들아_장우영_생일은_맘껏_즐기장",Positif,"Wherever you go, whatever you try to put your hands on, it will always work."
"6 tahun lalu. alhamdulillah sekarang udah settle di kerjaan. meskipun ga bisa healing ke canggu atau liburan ke eropa, yang penting cukup buat makan dan ga perlu ngutang lagi.",Positif,"6 years ago. Thank God I'm already busy with work. Although I can't get to work or go on vacation to Europe, it's important enough to eat and I don't need to spend anymore."
"you're someone reason to smile and probably a reason to drink heavily for some. yes, you're all over the place so, shush darlin!",Netral,You're someone's reason to smile and maybe a reason to drink a lot for a few.
"ini sama aja kaya yg sering manggil hei cantik, hei semok di pinggir jln bisa bisanya tuh laki kaga ada ahlak dm cewe begini. kenal kaga. jijik iya. tolol pembelajaran untuk semua, kalo ada yg dm/wa menjijikan gini, blok aja, sesekali spill juga boleh biar jera!",Negatif,"I'm so happy to be here, but I'm not going to be here. I'm not going to be here. I'm going to be here."
"look at yourself, rio! even this city loves you that much. you know that, ain't you?",Positif,"Look at you, Rio, even this town is so close to you."
emang paling susah ya kalo udah insecure pasti bawaan jadi overthinking.,Negatif,The hardest thing is if I'm not sure I'm going to be too busy thinking.
"1 tahun lalu... a lot of things had happened. had to release people, and met new people as well.even i had to lose my identity.",Netral,"A year ago... a lot of things happened. I had to release orang, and meet orang baru too."
aduh bestie udah mau comeback,Netral,Ahhh bestie is back
healing di sisi susukan :grinning_face_with_smiling_eyes:,Positif,Healing of the Sisi Susukan: smi_wajah_dengan_menertawakan_mata:
"somehow christian theologists are cold as ice, revenge-nya selalu keren.",Positif,"Somehow theologian Kristen dingin like it, balas dendamnya always cool."
sadam adalah my first crush pas sd. pas nonton malah sebel sama sherinanya :face_with_tears_of_joy:,Negatif,Sadam is my first love. I don't watch it.
jam jam dimana memasuki overthinking,Negatif,I'm just thinking too much.
otw staycation asrama al yasinii :rainbow:,Netral,To stay in Asrama al Yasinii:
literally me,Netral,I really am.
bawaannya overthinking terosss.,Negatif,I'm not thinking too much.
healing …. healing !!! :smiling_face_with_hearts::red_heart::two_hearts::revolving_hearts:,Positif,I have been waiting for you to come back to me.
pengen staycation ke ajah udah nyaman kamarnya luas dan bagus,Positif,I want to stay here and I'm comfortable with my room.
sebenernya dah dicepuin dari sd tp aku denial :smiling_face_with_smiling_eyes:,Negatif,I'm not sure if I'm going to be able to do this.
"mood right now, i want to have a deep talk with someone who truly understands me.",Positif,"I want to have a deep, personal relationship with someone who really understands me."
"discover hotels around kabupaten bandung, indonesia from 1 eur per night:",Netral,"Temukan hotel in the vicinity of the district of Bandung, Indonesia from 1 euro per night:"
bestie tonight:nail_polish_light_skin_tone::rainbow:,Positif,The animal is not a human being.
staycation :smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands:,Netral,Staycation: smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_face_with_open_
"new york while christmas sama six flags plis plis plis pengen naik rollercoaster :"")",Positif,"New York Saat Natal sama enam bendera plus plus plus plus want to go up the roller coaster :"")"
happy birthday bestie … wishing you nothing but the best! gbu always :folded_hands_light_skin_tone:,Positif,Happy Birthday to my best friend... hope you have nothing but the best!
"makin kesini makin males buat baik-baikin orang yang emang ga baik buat kita. sekarang gini aja, kalo dijahatin yaudah diemin, gausah dikit² baper, dikit² overthinking. buang² waktu untuk urusin yang ga penting. cuek is the best trait. enjoy it~",Negatif,"I'm here to make men make good-baikin people who are not good for us. Now this is it, if you're not good enough, you're not going to be good enough, you're going to be a little overly busy, you're going to be spending a lot of time on things that aren't important."
"ampe lupa, tahun lalu gw staycation sm yg kt nya pacar tp tetiba ngilang sebulan setelah pcrn ... ga itung pcrn lah ... wkwkwkwk",Negatif,"But I forgot, last year I was staying on vacation with my boyfriend but tetiba disappeared a month after the party... ga itung pcrn lah... wkwkwkwk"
she likes summer i prefer winter,Netral,They like summer I like winter more
"cek amy b. scher - how to heal yourself when no one else can: a total self-healing approach for mind, body, and spirit dengan harga rp72.200. dapatkan di shopee sekarang!",Netral,I am not sure how to make myself feel when I have nothing else to do.
anxiety about this,Negatif,I know about this.
malam tahun baru staycation di posko sembari wisata bencana,Negatif,The last year of the new tourist season
"is it just my thoughts or it's real? idk, my mind felt like it want to exploded! too much overthinking can kills me ik. but i need the truth :woman_facepalming_light_skin_tone::woman_shrugging_light_skin_tone: i just hate",Negatif,"Is this just my mind or is it real? I'm sorry, my mind feels like it's going to explode!"
invite your friends and build a digital economy using our philanthropic partnerships while earning philcoin! you can download our app from play store/app store or use this link to download the app.,Netral,You can download our app from the play store / app store or use this link to download the app.
bestie coy bestie.. satu sirkel.. mau berharap apa kalian :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: tapi gini aja udah senyum2 sendiri aku,Netral,besty coy besty.. one lingkaran.. mau berharap apa kalian::berdengar_menangis_wajah::berdengar_menangis_wajah::berdengar_menangis_wajah::berdengar_menangis_wajah::berdengar_menangis_wajah::berdengar_menangis_wajah::berdengar_menangis_wajah::berdengar_menangis_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar_wajah::berdengar
wts / want to sell help rt bts photocard dicon 101 official prefer take all 185 udah sama kolbuknya °koleksi pribadi :check_box_with_check: :check_mark_button:shopee :check_mark_button:condi by dm :round_pushpin: yogyakarta wts bts pc ina dicon 101 taehyung zoom rambut merah jimin merem yoongi dagu tae bunga namjoon rambut pink glowing,Netral,wts / want to sell help rt bts photocard dicon 101 official more like take all 185 already sama kolbuknya °koleksi pribadi: check_box_with_check: :check_mark_button:shopee:check_mark_button:condi by dm:round_pushpin: yogyakarta wts pc ina dicon 101 taehyung zoom hair red jimin merem yoongi dagu bunga tae namjoon hair red muda bercahaya
"next year? jangan harep, don't even mention :smirking_face:",Negatif,Don't even get up to mention:
"hello, bestie.",Netral,"Hello, my friend."
this probably my cell :rolling_on_the_floor_laughing:,Netral,I might be rolling on the floor laughing
"udah jarang deeptalk ma temen, berasa bingung mau ambil langkah.",Negatif,"I rarely talk more in the middle, I feel confused about taking a step."
"mimpi aneh:right_arrow:berusaha nahan hasrat buat ga googling:right_arrow: tertidur dalam keadaan kepo :right_arrow:cek google :right_arrow:anjg seneng kali katanya siap siap dapet prestasi yang di kagumi , rejeki nomplok ga habis habis sampe nemu cewe baru :right_arrow:seneng:right_arrow:lah iya cuma mimpi:right_arrow:balik tidur",Negatif,"dream strange:right_arrow:berusaha nahan hasrat buat ga googling:right_arrow: tertidur dalam keadaan kepo:right_arrow:cek google:right_arrow:anjg seneng kali katanya siap dapet prestasi yang di kagumi , rejeki nomplok ga habis habis habis sampai nemu cewe baru:right_arrow:seneng:right_arrow:lah iya cuma mimpi:right_arrow:balik tidur"
"udah semingguan setiap hari selalu ngeliat jam di angka yang sama, kayak 11.11, 12.12, 14.14, 07.07, literally setiap hari.",Netral,"I've been a weekday every day, always watching jam di angka yang sama, kayak 11.11, 12.12, 14.14, 07.07, literally every day."
i miss you a lot even though your heart is not for me,Negatif,"I'm so sorry I need you, though I hate you."
instant crush:hundred_points:,Positif,instant crush:hundred_points:
"how tiring it is to split my self between study and work. even with night class, i'm still struggling with my undone tasks from work :pensive_face:",Negatif,"How much I let him share me with you between learning and working. Even with the classroom, I'm still struggling with tasks that haven't been completed from the job:expensive_face:"
healing in bali. memaknai perjalanan hidup ini luar biasa. belajar mendekap diri sendiri untuk bilang terima kasih sudah bertahan sejauh ini. kamu berharga &amp; kamu dicintai. lepaskan sesuatu yg perlu dilepas untuk tetap bisa bernafas..,Positif,I remember this journey of life is extraordinary. I learned to take care of myself to say thank you I have survived so far. You are precious &amp; amp; you are loved. I have given you something I need to give up to stay breathing.
"extraterrestrials, extraterrestrials, actually don't have round mirrors.",Netral,"A creature outside of space, a creature outside of space, actually doesn't have a cervix."
"me when i matched with the mokondo sagapung guys... even tho they are good looking, langsung kek : ""hmmm imma show them my femme side aja biar mereka cepet2 cao, males bengek sama mokondo sagapung""",Negatif,"I'm when I'm having a conversation with orang orang-orang mokondo sagapung... although they look good, instant cake: ""hmmm imma show them their women my aja let them quick2 cao, laki-laki bengek sama mokondo sagapung"""
kepo lu babi,Negatif,Keep your baby
healing healing :pile_of_poo::guide_dog:,Negatif,for the purpose of the following:
"rasanya udah ga pantes untuk merasakan senang, suka, bahkan cinta. literally udah ga ada hasrat untuk meraih itu semua.",Negatif,"I feel like I'm not worthy to feel happy, like, even love."
hai bestie boleh ya minta waktu dan minta tolong untuk isi skala skripsi teman aku dengan kriteria : perempuan usia 20-25 yang pernah mengalami toxic relationship/relationship abuse anda dapat mengakses tautan berikut: :link:,Netral,Hi beste may you have time and please please please for isi scale scriptures my friends with criteria: women ages 20-25 who have ever experienced a relationship / relationship before marriage you can access the following links:
bikin emosional banget sial... kangen banget pls ama tahun 2018 2019 pas lagi scroll histori sg buat bikin ini dah puter puter terus ngga bosen liatnya and happy international bestie day moga cepet sekolah offline pls :pleading_face:(okeh aku terlalu hyper sampe ku share ke semua sosmed),Negatif,bikin emosional banget sial... kangen banget pls ama tahun 2018 2019 pas lagi scroll sejarah sg buat bikin ini dah puter puter terus ngga bosen liatnya dan happy international bestes day moga cepat sekolah offline pls:pleading_face:(okeh aku terlalu hyper sampai ku share ke semua sosmed)
"it's been a few years since the last time i watched #紅白歌合戦. it's nice to see they pay a tribute to #すぎやまこういち , as he passed away this year. surely refreshing to see this year show.",Positif,"It's been a few years since the last time I watched #RedWhiteSong合戦. Senang seeing them giving a penghormatan to #eccessiやまこういち, as he dies this year."
kamis...manies. 2021 pantun santuy.. kerjanya...jeblok wakil rakyat disaat rakyat bicara perut kosonk:raised_fist:,Negatif,On Thursday...manyes. 2021 pantun santuy.. kerjanya...jeblok wakil rakyat disaat rakyat bicara perut kosonk: raised_fist:
"""you can't wait until life isn't hard anymore before you decide to be happy"" ~ ----may **** always bless her and everyone who still able to be grateful even in their downturns life...let the blues times roll.",Positif,"""You can't wait until life isn't hard anymore before you decide to be happy"" ~----** always bless her and all the people who are still able to be grateful even in their life because of their chemerosotan ... leave time for blues to rotate."
i know i look like ignore u and never show my clingy side but if u know ur notification was wht i waiting for in ma whole day in that time.,Netral,I know I look like I'm neglecting you and never showing you anything but if you know your message is what I'm waiting for all day long in that time.
jujurly pngen gmbar lagii tp !!!!! apa???,Netral,Jujur saja pngen gmbar again tp !!!!! apa???
actually less spending time on social media is much better. less comparing yourself to others as well.start to liking it,Positif,Actually spending less time on social media is much better.
"the tension between commoditization and product differentiation that is, between wanting to sell in a thick market to buyers even if they don't care who you're, and trying to make your product special enough that many buyers will care enough about you to seek you out. alvin roth",Netral,I'm not sure what I'm saying. I'm not saying that I'm not going to sell you anything. I'm not saying that I'm not going to sell you anything.
"masih belum nyerah di thrifting.. doakan guys.. semoga kali ini, lancar jaya.. :folded_hands::folded_hands:",Positif,I still don't have time to do anything.
great project which implemented professionally and has a clear development plan. made by a very professional and experienced team. this is one of the best project and fly to the moon,Positif,This is one of the best projects to fly to the moon.
orang mabok tidur ini overthinking ampe jam segini gk tidur,Negatif,Orang-orang sleeping this thinking exaggerated until jam segini gk sleeping
"3 bulan gak ngopi sama sekali. udah gak anxiety lagi, tapi jadinya grumpy af.",Negatif,"I'm not cemas anymore, but I'm getting sick again."
nanti bapak spill foto kamu pas sd lohh yaa... jan macem macem:angry_face_with_horns::angry_face_with_horns:,Negatif,I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to take a picture of you and I'm going to see you and I'm going to see you.
"kadang kepo sih, cuma karna sudah bisa bertahan sejauh ini... jangan! yok bisa :fire:",Positif,"Sometimes, cuma karna sudah bisa bertahan sejauh ini... don't!"
narsis anjir lu bang pake gif diri sendiri :relieved_face:,Negatif,Narcisse Anjir Lu Bang pake gif diri sendiri:
jalan santuy hari ini membiasakan lg utk tetap bergerak jd bsk tinggal istirahat aja sblm beraktifitas kerja lagi :flexed_biceps::flexed_biceps: bonus lht monas nyari pohonnya yg dl gk tahu kmn oops :victory_hand::victory_hand::beaming_face_with_smiling_eyes:,Positif,Jalan suci hari ini membiasakan lg utk tetap bergerak jd bsk stay rest aja sblm beraktifitas kerja lagi:
menuju waktu bagian overthinking,Negatif,Towards the time of thinking too much
"watak karakter dasar manusia itu antara lain : narsis, **** is, egois, rasis, kleptomanis...koruptis....pembenci..pemitnah... ini yg membuat tatanan keadilan...toleransi...cinta kasih...pengampunan jadi bubrah",Negatif,"The characteristics of the human being are: narcissistic, egoistic, racist, kleptomaniac... corrupt... pembenci... permitnah... this is what makes my father a justice... tolerance... love...pengampunan so bubrah"
sumpah ya gua masi kepikiran. trus ama ginian kalo emang suka tu knp ga ngomong aja sik gausa pake secret2 segala bikin overthinking aja malem2,Negatif,I'm not going to tell you anything but I'm going to tell you everything I know.
baru kali ini abis baca grup chat angkatan tetiba jadi overthinking. kek ngerasa rugi sedari dulu gapernah upgrade soft-skill apa2 dan tetiba kepikiran pengen resign. emang ada tempat lain yg mau nerima? :smiling_face_with_tear:,Negatif,I'm just reading group chat. I'm thinking too much. I feel like I've lost my seat before.
staycation would be nice si,Positif,Staycation will be good if
"aq kepo true crime serries on netflix. based on true story. dari sini belajar bahwa bisa hamil 9x, kasih anak4, being a good mother,pandai masak doesn't make him stay. susah bersama, berjuang bersama. pas sukses,istri dicerai. paling aman,kudu prenup!rate7/10",Netral,"From here I learned that I could get pregnant 9x, love my son 4, become a good mom, panddai masak didn't make him live."
