cleaned_tweet,label,backtranslated_tweet
pake apple music karna ga bisa bayar spotify. flexing much inos huh?,Negatif,I can't afford to pay Spotify.
"jujurly moon maap sy mengkaget ad akun tmn yg sdh mninggal rpost pstingan :') nderedeg gais. mkany dlu psca pgang 2 akun tokoh &amp; ke2nya meninggal sy lgsg logout kwtir slh krm dll. ntr mengkagetkn netizen. psca itu jg jd pkir"" lg pgang akun tokoh. 2x pegang kok ke2ny mninggal :loudly_crying_face:",Negatif,"honest month maap sy mengkaget iklan akun tmn yg sdh mninggal rpost pstingan:') dalam redeg gais. mkany dlu psca pgang 2 akun tokoh &amp; ke2nya meninggal sy lgsg logout kwtir slh krm dll. ntr mengkagetkn netizen. psca itu jg jd pkir"" lg pgang akun tokoh. 2x holding kok ke2ny mninggal:"
"even my 2021 is bittersweet year, but i can take it as the best year beside 2019. how abt 2022? jws.",Positif,"Even in 2021, I'm a year that's not perfect, but I can consider it as the best year of 2019."
"gausah ngeluh sm orang lain gaada yg peduli, yg bener"" peduli ya bestie sendiri",Netral,"Gausah ngeluh sm orang lain gaada yang peduli, yang benar"" peduli ya bestie sendiri"
bsok hrs healing,Netral,Bsiok jam and penembuhan
bukannya healing malah sinting wkwkw.,Negatif,Not meembuhkan but meengeluh wkwkw.
"cobie's movement is on the air, it even moves the giants. more reason to trust :clinking_beer_mugs:",Netral,"Moving cobie in the air, even moving giants."
"rayyanza baru 10 bulan udah bikin bangga orang tua dengan dapat penghargaan, saya 24thn masih baring santuy tukang habisin nasi saja",Negatif,"Rayyanza baru 10 bulan sudah bikin bangga orang tua dengan dapat penghargaan, saya ke-24 masih baring santo tukang habisin nasi saja"
how can i trust you when i dont even know you.,Negatif,How can I trust you when I don't even know you.
"memasuki akhir pekan, summary dr linimasa; anak intern yg blm dibayar feenya, org hijrah dan ninggalin crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mancing dan pelihara burung, 3 anak sepakat masukin ibunya panti dll. whatever it is, ibun tetap asam lambung parah :frowning_face::frowning_face:",Negatif,"In the last week, Dr. Linimasa, a young intern who has not yet been paid Feenya, org migrate and leave crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mancing dan pelihara burung, 3 children sepakat masuk ke ibunya panti dll. whatever it is, ibun tetap asam lambung parah:"
kepo banget kader gerindra ini??? pengadilan mana bisa di interfensi...,Negatif,The court can't intervene...
"gabutuh pacar, butuhnya support system —",Netral,I'm not going to be a fan of the show.
shud i give or shud i just keep chasing pavements even if it leads nowhere? ha ha ha saya gres natali,Netral,"Shud I give or Shud I just keep chasing the way, even if it doesn't lead to mana-mana?"
"something sad even though you try to look strong, calm down, allah has something better, keep believe , it can be seen from your smile that strengthens yourself, there is a lot of sadness and disappointment, the more i see your smile the more sad i am, love you teteh tya :loudly_crying_face:",Positif,"Something that makes you sad even though you try to look strong, calm, Allah has something better, keep believing, it can be seen from your smile that makes you stronger, there is a lot of sadness and sadness, the more I see your smile the more sad I am, your love is with you:"
"sate babi, babi bakar, babi guling, lihat babi main di halaman rumah sore2, anjing berkeliaran sana sini. sudah mulai terbiasa bestie.. marii kita putar adzan dan ayat al quran agar mempermudah babinya segera login jadi sapi :red_heart:",Netral,"Sate bayi, bayi bakar, bayi guling, lihat bayi utama di halaman rumah sakit2, anjing berkeliaran sana sini. sudah mulai terbiasa bestie.. marii kita putar adzan dan ayat al quran agar mempermudah bayi segera login jadi sapi:red_heart:"
i once thought smh stand for somehow too hzhzhzhzjzh but it makes sense tho,Netral,I've always thought that I'm standing up for somehow too much but it makes sense.
"siap"" ngegalauuuu sama mvnya iniii, i guess the story tells about how he lost his mom. actually this song is ost for taiwan series on netlfix and the series tells about how people live when their lovely person has gone. and eric chou never dissapointed!!",Positif,I think this story tells how he lost his mother. Actually this song is the last for the Taiwan series on Netflix and this series tells about how people live when people who are beautiful they have gone.
"kalau udah tahap kepo, suka ngeri sendiri. menimbulkan kecurigaan. tanya sewajarnya boleh, jangan kepo.",Negatif,"If you're already in the kepo stage, they'll get you."
si kepo sama kegiatan babu,Netral,I'm not going to do anything
i'm literally goosebumps when junmyeon said “is like you adding color to my life” **** i kive him so much :pleading_face:,Positif,I really got a feeling when Junmyeon said like you add color to my life I'm keeping her so much
masih overthinking anjing lah,Negatif,Still thinking too much dog
"yang mau dateng, dateng aja bestie. *note: jadwal bisa berubah sewaktu-waktu*",Netral,"Yang mau dateng, dateng aja bestie. *catatan: the schedule can change from time to time*"
"me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton drakor sepuasnya pake indihome, kalo weekend versi kamu apa nih bestie?:smiling_face:",Positif,"My time is one of the best ways to do this weekend. If I like the last weekend watching Drakor Sepuasnya make an indihome, if the last weekend version you are best?"
mulai clingy pemirsahhh :rolling_on_the_floor_laughing:,Negatif,Starting clingy pemirsahhh: rolling_on_the_floor_laughing:
i requested on jazz traffic and the radio play it. while most listeners are above 40 years old. top memang suara surabaya!!! mben undang lah nang jazz traffic festival plis plis,Positif,I'm asking for traffic jazz and radio play it. While most of the pendengar are over 40 years old. top memang suara surabaya!!!
kerja sambil healing juga oke :zany_face::zany_face::zany_face:,Positif,I'm going to work while I'm playing.
"i had to endure a difficult year in which i had to go out to take pictures,while assuming that everyone could become an asymptomatic carrier,including myself. i'd to conquer my own fear, take risk to capture key moments amid the pandemic that infects &amp;kills many people in jakarta",Negatif,"I have to survive in a difficult year where I have to go out to take a photo, while assuming that everyone can become a vampire without symptoms, including myself."
"maaf ya lupa ngabarin, tadi abis motoran ajaa healing ke tempat jauh mumpung libur. sekarang aku udh di rumah kok, love u:red_heart:",Positif,"Sorry you forgot to talk, tadi abis motor aja menyembuhkan ke tempat jauh mumpung libur. now i'm already in the house kok, love u:red_heart:"
jujurly enak sangaddd:smiling_face::smiling_face:,Positif,I'm not sure if I'm going to be able to do it.
which one is better ?,Netral,What 's the best thing about it ?
belakangan ini banyak banget penimpu yang mengatas namankan harus lebih hati hati lagi yah untuk lebih amannya langsung aja ke wabesite yah bestie ini yang aslinya,Netral,Belakangan ini banyak banget penimpu yang mengatas namacan harus lebih hati lagi yah untuk lebih amannya langsung aja ke wabesite yah bestie ini yang aslinya
wkwkkw ngakak kalo google ngomong bestie. :rolling_on_the_floor_laughing:,Netral,Wkkw ngakak if google says bestie.
"knp byk orang tdk pintar jd pemimpin? 1. percaya diri &gt; drpd kompetensi, 2. kita lebih suka tokoh karismatik, 3 narsis why do so many incompetent men become leaders? | tomas chamorro-premuzic... via",Negatif,"Why are orang-orang not smart enough to be a leader? 1. believe in yourself &gt; be competent, 2. we like more charismatic figures, 3 narcissists why so many men who are not competent to be leaders?"
"masih belom tidur karna .. overthinking :cross_mark: nontonin master chef season 6 :check_mark: baru nggeh aku cuma ngikutin cuma secuil dari season 6 ini :grinning_face_with_sweat:, yaudah deh nonton di yutub aje",Positif,Still haven't slept yet .. thinking excessive: cross_mark: nonontonin master chef season 6 :check_mark: baru nggeh aku cuma mengikuti cuma sekuil dari musim 6 ini:
"capek sendiri, futur sendiri, healing sendiri, nyemangatin sendiri is another level of strong.",Negatif,"I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of myself, I'm tired of being in the same way."
paling relate di kehidupan perkrospitanku 2020 :speaking_head: *post di sini aja *mau post di igs nanti dibaca coach *masih perang dingin *literally tiap hari,Netral,Most related of life perrospitanku 2020: berbicara_head: *post di sini aja *mau post di igs nanti dibaca pelatih *masih perang dingin *secara harfiah setiap hari
"alibi target pasarnya bukan kamu sih menurutku karena dia udah gak peduli kamu mau ngomong apa, take it or leave it.bisa juga dia gak punya alasan atau fakta kuat untuk membela produknya dari kritikanmu yang berarti kritikmu kena tapi di denial",Negatif,"Alibi target marketnya bukan kamu sih menurutku karena dia sudah tidak peduli kamu ingin mengatakan apa, ambil atau tinggalkan.bisa juga dia tidak punya alasan atau fakta kuat untuk member produknya dari kritikmu yang berarti kritikmu kena tapi di penolakan"
"malas nya belum tidur diatas jam 10, overthinking~",Negatif,"I haven't slept in the morning, thinking too much."
"having my afternoon coffee while reading about this ipk 1,77 **** :hot_beverage:",Negatif,Drink a copy while reading about this hot drink:
overthinking soal zakat mal. takut salah ngitung.,Negatif,I'm afraid of the wrong count.
saturday is santuy :beaming_face_with_smiling_eyes:,Positif,Saturday is a holy day.
gak ngapa ngapa kok healing :grinning_face_with_sweat:,Netral,I'm not going to say anything.
misterius cuek bodo amatan enjoy santuy friendly,Netral,Mysterious Cuek bodo amatan enjoyed the holy friendly
itu dosen apa bocah kecil yg kepo sih?,Negatif,That's a dozen of what a little kid is doing?
she is my bestie,Netral,He is my best friend.
"sudah lama tidak overthinking, karena menurutku menyita waktu dan i wasn't lose myself. now im starting to lose myself again, worrying everything i shouldn't be worried about.",Negatif,"I've been thinking too much, because I think time and I'm not losing myself. Now I'm starting to lose myself again, worrying about everything that I shouldn't worry about."
i'm inviting you to join intellifluence so you can collaborate with influencers and promote your product or service! sign up and get 50% off your first month with the best platform around! via,Netral,I invite you to join Intellifluence so you can collaborate with influencers and promote your products or services! sign up and get 50% discount your first month with the best platform around! via
mfer really said : ikhlas dalam bekerja (internship) tanpa pamrih it's goverment program and the program literally said the intern would get paid. u blind or something? politic always never fail to disgust me.,Negatif,Mfer benar-benar mengatakan: ikhlas dalam bekerja (intern) without pamrih itu program pemerintah dan program itu secara harfiah mengatakan magang akan dibayar. u buta atau sesuatu? politik selalu tidak pernah gagal membuat saya jijik.
"bener banget, 2x dibantu support system jalur doa ortu.",Netral,"Ben benar banget, 2x system dukungan Bantuan jalur doa ortu."
aku udah ngelist jawaban salty untuk pertanyaan salty besok lebaran,Negatif,I'm already writing answers as for for questions as tomorrow Lebaran
yaelahh denial lu bikin gue ngakak wkwk,Negatif,Yaelahh you think you are making me laugh wkwk
"i feel september this year was the best month i have ever lived in 2022: just did graduation, manifesting my solo trip, getting good job, blessed birthday, and many more good things happened on i named it :).",Positif,"I feel September this year is the best month I have ever experienced in the year 2022: just graduated, showed my solo journey, gotten a good job, had a good birthday, and many other good things happened on my birthday:)."
"kayak penuh, kayak lelah yang ngga tau harus healing pake apaan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Negatif,"Kayak full, kayak lelah yang ngga tau harus menyembuhkan pake apaan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
healing guuuuddddd broohhh :rolling_on_the_floor_laughing:,Positif,I'm not going to say anything.
niat healing malah keujanan pulang2 badan jadi meriyang :grinning_face_with_big_eyes::woman_facepalming_light_skin_tone:,Negatif,I want to make you happy and I want you to go home.
"kek seneng bgt gaksi klo 'pacar' memperliatkan keromantisan sma gua waktu lg didepan temannya atau even orang lain yang lebih sempurna dari gua sekalipun. ngehalu aja dulu, siapatau ada keajaiban dan dikabulin :grinning_face_with_sweat:",Positif,I'm not sure if I'm going to be able to do this. I'm not going to be able to do this.
selamat tahun baru bestie,Netral,Happy new year best
hmm jadi overthinking sm soal ca,Negatif,Hmm so too much to think about
"if what you take is right for you, it will definitely make you even better. if not, at least it could be a lesson in the future -bluedino-",Positif,"If what you take is right for you, it will definitely make you better. If not, at least it could be a lesson in the future."
ada yang masih bangun nggak sih bestie??:loudly_crying_face::loudly_crying_face:,Netral,What is it?
"work my **** off everyday, even if it's a",Negatif,"I work off every day, even if it's it."
good meeting at kopi zeen this afternoon and a good discussion about cloud catchers. a friend of my friend in the ministry of agriculture wanted to discuss making some prototypes and installing in various places around karangasem and bedugul to assess water production potential,Positif,One of my colleagues at the Ministry of Foreign Affairs wants to discuss the creation of a few prototypes and installation in various places around the city and the surrounding areas to assess the potential of air production.
"healing, kuliner, aman dan taat prokes, kami meluncur ke pik siang td, 1. ramen ikkudo ichi, mkn di mobil, 2. gofood krispy kreme ke parkiran, 3. takeway croissant monsieur spoon, 4. grab pickup **** buble, 5. drive thru taco bell, gak berasa 4 jam berselang, hati senang &amp; nyaman",Positif,"The food is made from the same ingredients as the food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food, food"
"tbtb overthinking kl pas vaksin cm ditusuk doang, itunya ga sampe diturunin suntikannya haduh apasii namanya,,, tau kan maksud aku:face_with_crossed-out_eyes::face_with_crossed-out_eyes:",Negatif,"Tbtb thinking excessive kl pas vaccine cm thisusuk doakan, itunya ga sampe diturunin suntikannya haduh apasii namanya,,, tau kan maksudku: wajah_dengan_paling_mata:: wajah_dengan_paling_mata:"
"“this is wrong, and i have to stop even if i can't” says a liar",Negatif,"I'm wrong, and I have to stop even if I can't."
it's disheartening… even worse for us minorities in the founder space.,Negatif,It's disappointing... even worse for our minority in the waiting room.
is a feed full of selfies a red flag?,Negatif,Is the feed full of selfie flags?
bulan maret gass healing ke bromo dan buluran,Netral,The Commission has decided to extend the period of validity of the proposed amendments to the Treaty.
jadi overthinking,Negatif,So I think too much
"semoga di tahun 2021,semua masa lalu cepat terlupakan,datang cewe yang sepemikiran,ngga overthinking terus gua cape,dapet kerja yang gue pengin,punya banyak uang,didewasain,dan cepet nikah.",Positif,"Hopefully in 2021, everything is going to be forgotten, I'm going to have a girl who's been thinking, I'm not going to think too much, I'm going to have a lot of money, I'm going to die, I'm going to get married."
what if the next line up is even of day:relieved_face:,Netral,How if next line is rat hari: relieved_face:
"pertanyaan clingy suami istri malam ini : :woman_with_headscarf_light_skin_tone:: mas pilih yg kurus apa ginak ginuk? :man_wearing_turban_light_skin_tone: : mm aku pilih putri :woman_with_headscarf_light_skin_tone: : loh gabisa, pilihannya kan cuma dua itu :man_wearing_turban_light_skin_tone: : aku pilih putri aja tetep :woman_with_headscarf_light_skin_tone: : hmmm *terpantau suami malam ini sedang ingin tetap cari aman*",Netral,"Question clingy husband wife malam ini: :woman_with_headscarf_light_skin_tone:: mas pilih yang kurus apa ginak ginuk? :man_wearing_turban_light_skin_tone: : mm aku pilih putri:woman_with_headscarf_light_skin_tone: loh gabisa, pilihannya kan cuma dua itu:man_wearing_turban_light_skin_tone: : aku pilih putri tetap:woman_with_headscarf_light_skin_tone: aja: : hmmm *terpantau suami aman malam ini ingin tetap cari cari malam ini*"
"don't have you know me from the other, but just from my self , cause not everyone say honestly about me .:smiling_face_with_halo:",Positif,"Don't you know me from the other, but only from myself, because not everyone is honest about me."
"jam 3 melek buat staycation ke negri atas awan, malah engas jam segini:smirking_face::weary_face: bgsd masak ye mampir blusuk²an hutan cuk:loudly_crying_face::loudly_crying_face:",Negatif,"I'm going to make a staycation for Negri on awan, instead of jaming segini:"
"sejak dosis obatnya didobel makin lethargic &amp; susah fokus. can't even put the face to a name when i close my eyes. the upside however, i can't remember the faces of those i do not wish to remember either. ___",Negatif,"Since the dose of the drug doubled to become lethargic &amp; difficult to focus. Even I can't put my face to my name when I close my eyes. If positive, I can't remember the face of them that I don't want to remember too. ___"
"""kak ayo sekali lagi kak mama kepo. iya sekali aja abis ini udah"" ujar mamaku setiap penghujung drakor, akhirnya tamat 5 episode sehari",Netral,"""Kak ayo sekali lagi kak mama kepo. iya sekali aja abis ini sudah"" said mamaaku every penghujung drakor, finally tamat 5 episode sehari"
"ngisi 2 seminar sebagai narasumber di dua kota berbeda hari ini, dengan kondisi badan gak fit. menderita bgt elah… pengen turu wes! had to be a speaker in two different seminars in two different towns today, while feeling not that well… what i want is just sleep!",Negatif,"I want to be a speaker at two different seminars in two different cities today, while I don't feel good-okay... what I want is just to sleep!"
"there in the morning of cilegon, half of main road is down from pemudik jam, and here i am googling which the best way i need to take to get in workplace.",Netral,"In the morning in Cilegon, half the main road is down from Pemudik Jam, and here I am looking for the best way I need to get a job."
"laki guaa, slalu santuy klo ketemu polisi :face_with_tears_of_joy:",Netral,I'm going to meet the police.
"pulang, self healing, refresh otak, sungkem",Positif,"I'm going to go back to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house, to the house"
"orang jakarta said : ""kota bandung cocok buat healing dsb.."" orang bandung said : ""hilang healing rarungsing ku maneh nyarieun macet anyiingg!!"" :rolling_on_the_floor_laughing:",Negatif,"Orang jakarta said: ""kota bandung is suitable for penyembuhan etc"".. Orang bandung said: ""hilang penyembuhan rarungsing ku lagi nyarieun macet anyiingg!!"""
lemes bestie via,Negatif,through the best of the best
"even polices are trying to separate brutally, tons of people in mandalay successfully showing their strongly will. we stand with you.:folded_hands: 28.2.2021 photos-crd",Positif,"Even the police tried to break it off brutally, many people in Mandalay managed to show their courage."
"malem2 deeptalk soal jodoh emang top, bikin nangis",Negatif,"I'm going to talk deeply about my life, and I'm going to cry."
uangmu tinggal berapa bestie??? punyaku tinggal kenangan:),Negatif,How much money do you live in?
"our self, setelah itu baru support system. kalau diri udah jelas, baru berpindah ke orang lain. selalu percaya mantra 'orang baik akan ketemu dengan orang baik'",Positif,"After it's a new support system. If I'm not clear, I'm just going to go to another orang. Always believe the mantra 'orang baik akan bertemu dengan orang baik'"
me knowing the new health minister is anak jaksel karena blio bilang which is pada pidato nya. wk,Netral,Aku tahu Menteri Kesehatan baru adalah Anak Jaksel karena Bleo bilang yang pada pidato nya.
"tweeps, pernah ga loe diem2 doain orang yang loe sayangin, tetibanya dianya malah pergi ngga jelas kemana?... rasanya gimana tweeps??",Netral,"I've seen orang yang say, but she even went not clear where?"
wait i didn't do anything and i can still access steam?? i even updating gta v atm sksksks,Netral,"Wait, I'm not doing anything and I can still access the app."
**** this guy:relieved_face: seneng banget ngeliat gue panik ketemu mas mantan anjir wakaka he's my best support system sih:sparkles: haha luvya hel:sparkling_heart::sparkles:,Positif,**** orang ini: relief_face: seneng banget melihat gue panik ketemu mas mantan anjir wakaka dia adalah sistem dukungan terbaik saya sih:
"sengaja komen gini, soalnya konten tiktok pertanyaannya suka aneh2. ""kak, di sana ada mall? ada jalan raya?"" karena orang-orang berpikir kalo kalimantan itu hutan belantara. balasannya kocak semua dan ternyata salah satu replyannya salty banget iewhhhh.",Negatif,"""Kak, there is a mall? There is a highway?"" because people think kalimantan is a forest in belantara."
"10 days, it's not enough time to travel around moluccas. after celebes and now moluccas have a special place in my heart with all the things. see you ale pung tempat special di beta pung hati. it's time for me leaving for jakarta :Indonesia:",Positif,"10 days, it's not enough time to travel around Moluccas. After celebrations and now Moluccas have a special place in Hatiku with all things."
while you were sleeping uwaa,Netral,"When you sleep, uwaa"
lelah bestie hari ini dari pagi gn bunder balik mangrib acara pawai obor rw 1 sampai 13 tumpah ruah 3rb orang ada kayanya balik gak kuat liat nya :face_with_tears_of_joy:,Negatif,Lelah Beste this day from morning gn bunder balik mangrib show pawai obor rw 1 to 13 tumpah ruah 3rb orang ada kayanya balik gak kuat liat nya:
"ya allah, pengen liburan yang jauuuh sekali. self healing dengan orang2 baru, memburu pengalaman baru, biar jauh lebih tahu. (-_\",Positif,"I want to go on a holiday with my new friends, and I want to know more."
"hunger is an outrage in our modern world. yet, more than 34 million people around the globe are one step away from famine. i'm adding my voice calling for global action to .",Positif,"Kelaparan is one of the key players in our modern world. However, more than 34 million people worldwide are one step away from Kelaparan."
"rest for a while -take a **** (@ rest area km 208b in cirebon, jawa barat w/ )",Netral,"Rest sebentar - take **** (@area istirahat km 208b in cirebon, jawa barat w/)"
"mood swing bgt tbtb inget yg dulu"" trus nangis dasar aku:loudly_crying_face:",Negatif,I'm not sure what I'm thinking.
i prefer the first ww movie than ww84.,Netral,I like the first WW movie better than WW84.
sekarang tidurku sudah sudah tenang sudah tidak overthinking sejak ku berpisah dengannya namun masih rindu keberadaan nya jujur aku masih mencintai nya,Positif,"Now my sleep is calm, I don't think too much since I broke up with her, but I still need to be honest."
sorry but 2020 was actually the best year ever,Positif,"Sorry, but 2020 is actually the best year ever."
isoh isoh e staycation diumbar umbar,Negatif,I am not a staycation
"aku tiap hari sok²an cuek gamau tau, nyatanya overthinking setiap saat :)",Negatif,I'm cooking every day so I'm not thinking too much every hour:)
sagittarius are so loyal if they actually commit to you. the real struggle is getting us to commit to you,Negatif,Sagittarius is very faithful if they really commit to you.
overthinking malam ini: dewi dewi formasi asli sama 2ne1 kalau comeback apa kabar ya dunia persilatan.,Negatif,I'm not sure if I'm going to be able to get back to the old days.
"klo marah merepet, gak suka kata2nya tidak dituruti, dan overthinking...",Negatif,"I'm not angry, I'm not saying anything, I'm just thinking too much."
bentar lagi minggu. nyuci dlu biar hari minggunya bisa santuy :face_with_tears_of_joy:,Netral,Bentar lagi minggu. nyuci dlu biar hari minggunya bisa suci:
mau overthinking tapi.....,Negatif,I think it's too much but...
strolling around alone . . . gara2 salah naek angkot :grinning_squinting_face:,Negatif,I walked alone . . .
spill ndoossss:eyes:,Netral,I'm going to kill you.
welcome to jakartaxbeauty... jangan coba2 kesini kalo ga siap borong ..asli hari terakhir byk banget ratjunnya bestie..promo dihari terakhir berhasil membuatku gesek debit card terus hhahaha,Netral,"Welcome to Jakarta, pretty... don't try to come here if I'm not ready to borong..asli hari terakhir banyak banget ratjunnya bestie..promo dihari terakhir berhasil membuatku gesek kartu debit terus hhahaha"
"apa apa main spill, males ahhh",Negatif,"What's the big spill, laki-laki ahhh"
"aku boleh ga ya nyewa james webb bbrp meniiit aja. ga perlu liat masa lalu planet2, cuma pingin liat masa lalu ama mantan2 sejak jadian ampe dia bilang ""sorry you're too good (or kind, smart, whatever lah) for me"".",Netral,"I don't need to look at the past Planet2, I just want to look at the past of your father since he was a kid until he says ""Sorry you're too good for me""."
"mulai tengah malam,mulai lah tuh overthinking :slightly_smiling_face:",Negatif,Starting to think too much.
kok sama???? akupun jg selalu gt :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: even now when i'm in my late 20,Netral,Kok sama???? akupun jg always gt:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: bahkan sekarang ketika saya sudah lewat 20 tahun
even when he spoke out about hunter biden.,Netral,Even when he talks about Hunter Biden.
:smiling_face_with_hearts: couple healing part 2 :smiling_face_with_hearts:dinner at great and lovely experience :smiling_face_with_hearts::smiling_face_with_hearts: @ koral restaurant,Positif,:smiling_face_with_hearts: pasangan penyembuhan bagian 2 :smiling_face_with_hearts: makan malam pada pengalaman yang hebat dan indah:smiling_face_with_hearts::smiling_face_with_hearts: @ koral restaurant
"parah!!! mas robin frijns 12 'ned' &amp; mas sérgio sette câmara 7 'bra' , baru saja mobilnya mengalami crash ± mogok yg mengakibatkan red flag lagi pada saat menjelang ""fp2"" di menit terakhir on 2021-22. via : "" "" = :face_with_open_mouth:/:face_screaming_in_fear::weary_cat::thinking_face::broken_heart::stadium::fire: + :high_voltage:\:racing_car::chequered_flag::rainbow_flag::rainbow::Saudi_Arabia::Netherlands::Brazil: !!! ...",Negatif,"In the last few minutes of the meeting, the President of the Republic of Moldova, Mr. M. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H. H"
"selamat pagi dari aku yg abis gosok baju segunung,mengcapek bestie :woozy_face:",Negatif,"Good morning from my friend, I'm going to tell you something."
"honestly, what this arsenal team can do without bukayo saka? ffs.",Negatif,"Jujur, what could Arsenal do without Bukayo Saka?"
honestly the referee is crazy,Negatif,"Jujur, wasitnya gila."
"kemarin pulang kuliah take away makan langsung go to my favorite places, makan dari dalem mobil with view yang pokoknya the best :face_exhaling::red_heart: and.. pas balik salfok dari kejauhan ada laki-laki sama anak kecil which is anaknya lagi berduaan bercanda di bawah pohon, so lovely :face_holding_back_tears::red_heart:",Positif,"Yesterday I went back to college and I went to my favorite place to eat, I ate from inside the car with the best view: face_exhaling::red_heart: dan.. pas balik salfok from kejauhan ada laki-laki sama anak kecil yang anaknya lagi berduaan bercanda di bawah pohon, begitu indah: wajah_holding_back_tears::red_heart:"
"discover hotels around kabupaten grobogan, indonesia from 275000 idr per night:",Netral,"Temukan hotel in around kabupaten grobogan, Indonesia from 275000 IDR per malam:"
"if you actually think about it, you're ****. we're all are. but we don't realized it, yet.",Positif,"If you really think about it, you are ****. we are all are. but we don't realize it, yet."
we should start resting . playing back to back game probably not suits him anymore. we can't get the best of him with this way.,Negatif,We have to start resting. Playing back to the game behind may not be right anymore. We can't get the best of him this way.
repost my memory 2021 want to go there again :pleading_face: @ kebun raya bogor,Netral,I want to go to Sana again:
"page 366 of 366 terima kasih telah memberikan pelajaran yang sangat berarti, sehingga aku bisa belajar dari setiap permasalahan yang aku alami supaya kedepanya bisa lebih baik lagi:slightly_smiling_face: i hope that next year it can be even better, for careers, and for love stories, aamiin:palms_up_together:",Positif,"Page 366 of 366 Thank you for giving me a lesson that is very meaningful, so I can learn from every problem I have if I can make the next step better again:"
nakal tau batasan tu yg kek gmn sieeeee bestie,Netral,Nakal tau batasan tu yang kek gmn sieeeee bestie
oh iyaaa hari ini enip juga 2 taon wkwkwk big thank to people around the world yang merayakan anniversary saya dan pacar saya:face_with_tears_of_joy::orange_heart:,Positif,Oh yeahaa today is a very nice day 2 years ago wkwkwk thank you so much to orang-orang from all over the world who are celebrating my birthday and my girlfriend: wajah_dengan_teri_kebahagiaan:: oranye_hati:
pap buat crush gw mudah mudahan lewat ya:face_holding_back_tears:,Netral,Ayah made me crumble G mudah mudahan lewat Anda: face_holding_back_tears:
my business growth will be slow &amp; gradual… it's what i prefer at the moment because i want to own 100% of my company. most of my decisions are from my gut &amp; i don't want to explain that to any investor. i'm all about hiring people who are smarter than me to help where i lack!,Positif,Growth of my business will be slowly ... it is what I like at the moment because I want to own 100% of my company.
"tadi gua tidur lebih awal terus jack had the audacity to say ""heyyy i haven't heard u in a while, what's up"" .kayak literally itu cuman 6 jam ga snap2an, trus dia blg ""i haven't heard u in a while"":)",Netral,"I was sleeping earlier and Jack dared say ""Hey, I haven't heard you in a few hours, apa kabar"" ."
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: di spill langsung,Netral,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: di spill immediately
sleepover in my cousin's house :sleeping_face: it's been a while tho.,Netral,Tidur di rumah sepupuku.
"this hera club member surely never learn anything. they still couldn't get why sur-yeon wait so long before finally confronting them. *lol* a little use of brain would be nice, guys.",Negatif,They still can't understand why Sur-yeon waited so long before finally facing them.
"first time staycation, he is so tired now dan ditinggal tidur. bagi bahan **** dah turn on tp gbs apa apa ;)(",Negatif,"First time staying, she was so tired now and left to sleep."
