emoji_en,label,backtranslated_tweet
everyone has their own way for healing from laloe,Netral,Everyone has their own way of healing laloe.
"listen to loving you everyday kris singto on sc, it's not surprised anymore, but still surprised because his voice is christ for the sake of allah. okay, liaat perfom's original on youtube. because this is blinded react like that, shouted first. so kepo saiyaaa why are they?",Positif,"Listening to your love every day Kris singto on SC, it's not surprising, but it's still surprised by Christ's voice for god's sake. Okay, the real liaat perfom on youtube. Because it's blinded to react like that, scream first."
thank you for 2021 even though sorrow always comes but for this year i am grateful thank you and see you next time :heart_suit:,Positif,Thank you for 2021 although sadness always comes but for this year I thank you and see you next time: heart_suit:
open tiktok instead makes overthinking bgst!,Negatif,Ticktock instead of overthinking!
"_ ""behavior is a mirror in which each person presents his own image."" _ @ yogyakarta",Netral,"- ""behavior is a mirror where everyone presents their own pictures."""
"i was a denial passport i exp to 2022 and only used once: "")",Negatif,"i was the passport of rejection i exp to 2022 and was used only once: "")"
nongki santuy on the edge of setu bojongsari,Netral,Nongki sanay on the edge of setu bojongsari
"hopefully later you will get a mate who likes touring, healing o allah so that he can healing with husband",Positif,"Hopefully you'll find a couple who likes tours, healing o god so he can heal with a husband"
"today i got a lot of bestie hampers, from global girls, and from om-om wkp , thank you loohhh :smiling_face_with_hearts:",Positif,"Today I got a lot of bestie barriers, from global girls, and from the om-om wkp, thank you looke:smiling_face_with_hearts:"
long weekend staycation,Netral,It's been a long weekend.
dongggs soccer player bestie:rolling_on_the_floor_laughing::smiling_face_with_hearts:,Netral,Donggs bestie football player: rolling_on_the_flow_laughing:: smiling_face_with_hearts:
"schedule haha ​​hihi i followed the sun ,,,, sunset rises overthinking, tengkyu brackets flower flower-developed witness luh, my mute ,,,,",Negatif,"the schedule haha hihi i follow the sun, the setting sun rises thinking too much, kamkyu braces the witness flowers luh, my mute,"
"i have a crush on rl nder wkwkw. btw, is it wrong to have a crush after breaking up? and one more, the question is rather ambiguous. this really wants to do me, or just want to insinuate?",Negatif,"i have a crush on the wkw. by the way, is it wrong to have a crush after a breakup? and another, the question is rather ambiguous. is this really want to do me, or just want to be sarcastic?"
besta bestie taingasu,Negatif,besta bestie tangasasu
have you ever been a ganapsu? overthinking reduces the desire for tdur:weary_face:,Negatif,Have you ever thought too much about reducing the will to drench:neusy_face:
whatever you want,Netral,Whatever you want.
"seeing 1 hijab celebrity that (rich) enters the hijab celebrity circle. trs rame dirujak netijen gara2 barahin tutor hijab ga lgg spill. original mnrt i am the vibes, the vibes is cool, gt, the family is looking nice, then why don't you find reason to hate .....",Negatif,"see 1 hijab celebrities who (rich) enter the circle of celebrities hijab. trs rame adopted netijen ga2 barahin tutor hijab ga lug lump. original mnrt i am the vibes, the vibe is cool, gt, the family is looking nice, then why don't you find reason to hate...."
"very weighty, my overthinking has not been what ""compared to them: '",Negatif,"It was hard, but my overthinking was not what ""was spread to them: '"
"bgn tdr, why don't you get dizzy to waste bestie: """,Negatif,"bnn tdr, why don't you get dizzy to throw out bestie:"""
"our love has gone cold u're intertwined ur soul with somebody else im looks through u while u're looks through ur phone and then leave with somebody else no, i dont want ur body but im picture urbody with somebody else",Negatif,"Our love has gone cold u're intertwined ur soul with someone else im looking through u while u're looking through ur phone and then leaving with others no, i don't want ur body but im picture urbody with someone else"
**** i miss jkt at night argh the way its city lights on while the sun goes down:melting_face:,Positif,**** I miss jkt at night argh the way the city lights at sunset: memelting_face:
photos was taken while visiting to one of orphanage in batam. how lovely their smiles when you are there ..,Positif,The photo was taken visiting one of the orphanages in Batam. How beautiful they smiled when you were there..
it's just the same as musdalipahhhhhhhhhhhhhhhhhhhhhhh,Negatif,Just like musdalibapahhhhhhhhhhhhhhhhhhhhhhhhhhhh
self healing,Positif,Self-healing.
how could it be blocked here and there still to the twiter wkwkw,Negatif,how can it be blocked here and still be there for twitter wkww
"currently diagnosed as having burnout. dear kindly folks, any of you got advise for me what to do ....?",Netral,"Dear friendly people, one of you got a suggestion for me what to do....?"
"he said open minded, betel earth and purslane in the yard were revoked. :grimacing_face:",Negatif,"he said open-minded, betel-ground and cleared the yard unplugged.: grimacing_face:"
"today's recap: - morning yoga continued bsp session - afternoon walk to the park and crystal healing - swimming afternoon - tonight continued bsp session oh, is this how it feels to be mg? :rolling_on_the_floor_laughing:",Positif,"Recap today: - morning yoga continues a biceps session - afternoon walking into the park and crystal healing - swimming this afternoon - this session of biceps oh, is this what it's like to be mg?: rolling_on_the_foundes_laughing:"
tryin 'to stay smile :smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes: while tryin 'with the new one :mobile_phone::camera: taken by bestie :camera_with_flash::camera_with_flash::camera_with_flash: @ wherever you are happy,Positif,tryin' to stay smile: smiling_face_with_smiling_eyes::::smiling_face_with_smiling_eyes: while trying 'with the new one: mobile_phone::cream: taken by bestie: camie_with_flash:::creman_flash: Camera_with_flash: @ whereverver you are happy
"while not dare ita is bestie, awake again overheat:face_with_thermometer::face_with_head-bandage:",Negatif,"while not dare ita is bestie, awake again overheat:face_thermometer::face_with_head-bandage:"
friday night healing here!,Netral,The healing Friday night is here!
apps that plant trees for you are booming. but are they actually helping? via,Netral,The apps that plant trees for you are booming. but do they really help?
"ayooo port, mrinio nang south jakarta. ta invites a nang rooftop kro bestie-bestie kene :smirking_face:",Netral,"Come on port, mrinio hang jakarta south. ta invites a roofing hang kro bestie-bestie kene:smirking_face:"
"black cordura backpack, now available at our offline store jl. batua raya no.28 makassar. visit our offline store to secure this product while it lasts, now! ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ @ lucky ****",Netral,"Black codra backpacks are now available at our offline store. 28 makasar highway. visit our offline store to secure this product while it lasts, now!"
"i really have a crush, but no one wants me :pleading_face::pensive_face:",Negatif,"I really have a crush, but no one wants me:pleading_face::pensive_face:"
"self healing both the prayer of the hajat two rokaat continue to read the nariyah prayer 4,444 times .. good luck!",Positif,"Healing the second prayer of two skirtaats continues to recite a prayer of 4,44 times.. good luck!"
my cats always love to laying on while i pray or not.,Netral,My cat always likes to lie in while I pray or not.
morning bestie .. have you been clean house?,Netral,Morning bestie.. have you cleaned the house?
"i'm confined because i actually do want one, but when someone approaches me, i somehow get anxious? like ... i get overwhelmed and there's a lot of things suddenly going on in my mind, so many ""what if"" s, etc.",Negatif,"i'm limited because i really want one, but when someone approaches me, i somehow get anxious? like... i get overwhelmed and there's a lot of stuff going on in my mind, so much ""what if""'s, etc."
":grinning_face_with_sweat: it turns out that the girl who married was the girl i used to be hot in, making it. he was a lot of groove",Negatif,":grinning_face_withweat: turns out the girl who got married was the girl I used to be hot in, making her."
samangat yes bestie :sparkles:,Positif,Just like yes bestie:
nothing new about this but we are ready this time we will not turn the other cheek from these assholes we have weapons just like they do in fact i think we probably have more than they do but we're not assholes on the street using them. intimidate voters,Negatif,There's nothing new about this. But we're ready this time. We're not turning the other cheek from this asshole.
"i am honestly concerned about the thought process of ""influencers"". can't believe this is our reality at this point.",Negatif,"I'm really concerned about the thought process of ""acter."" I don't believe this is our reality at this point."
"virtual travel challenge join the challenge of post a landscape photo of a place you've been. the only rule is, you can't be in it. the goal is to flood social media with landscape photos so we can all travel virtually around the world! the amazing view of ubud, bali",Netral,"The challenge of virtual travel joins the challenge of posting photos of the landscape where you have been. The only rule is, you can't be in it. The goal is to flood social media with landscape photos so that we can all travel virtually around the world! ubud,bali's amazing view!"
"it's cool, the director, product and the main actors of the deadly lengger dance share again sis, kepo me",Positif,"That's cool, the director, the product and the lead actor of the talented turned off the dance share again my sis, my kepo"
"the boarding office literally 11 minutes oy, very quiet. touched 4 months of work with the motorbike finally got to park in the front row. usually you have to go around back. wow, i'm diligent even though i arrived 08.48",Positif,"The dorm office is literally 11 minutes, so quiet. Touching 4 months of a motorcycle job finally has to park in the front row. You usually have to go around the back."
entering the time area of ​​indonesia overthinking,Negatif,Entering time zone idonia overthinking
"new drop at reaching is inspired by kink, anwork made by the kitik is acronym for the batik battery which has mean battery: grandfather / oldman batik: intangible cultural heritage from indonesia the kitit is character that representing wisdom, experience, and calm",Netral,"A new decline to achieve inspired by rigidity, a work made by a kitik is an acronym for battery batik which means battery: grandfather/oldman batik: the intangible cultural heritage of the kitit is a character that represents wisdom, experience, and calm"
healing malem is delicious too,Positif,healing malm is delicious too
dki jakarta dpd give food package & amp; trauma healing,Netral,dki jakarta dpd provide food & amp; trauma recovery
jaemin: look at taeyong santuy's father's father in pantuy taeyong: here followed the father with father,Netral,"""Look at Taeyong's father"""
"true, 9 out of 10 times when i walked alone i have some someone gawking if not whistling at me when i'm with bf none of that **** happened. though i hate the reason, i'm still enjoy every second of safesess i feel around him & lt; 3",Negatif,"Right, 9 out of 10 times when I walk alone I have some people gawking if it doesn't whistle at me when I'm with bf nothing happens. Even though I hate excuses, I still enjoy every second of the safesess i feel around & lt; 3."
"i still don't love myself with myself, so i will do my own self healing",Negatif,"I still don't love myself, so I'll do my own healing."
"for the anxiety disorder, i can read",Netral,"For anxiety disorders, I can read"
just posted a video @ in the world around,Netral,recently posted video @ worldwide
support system,Netral,support system
"badmood, overthinking, can't sleep :thumbs_up:",Negatif,"badmood, overthinks, can't sleep:thumbs_up:"
hai staycation :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,Positif,Hi staycation:::smilling_face_with_hearts:::smiling_face_face_with_hearts:::::smiling_hearts::::::ssmiling_face_face_face_with_hearts:
"i'm so sad that the impact can be far away :pleading_face: kasian, surely he is reflection, what am i this wrong :loudly_crying_face: everything normal look but knetz and the op asked him to be too far. hyunjin already apologized less especially until take rest while schedule skz is busy like this :loudly_crying_face:",Negatif,"I'm so pathetic that the impact can be far: pleading_face: kasian, surely he's reflecting, what I am wrong:loudly_crying_face: everything is normal but knetz and op asked him to be too far."
rain gini gini innate overthinking,Negatif,rain like this innate overthink
"mother, and child? :person_gesturing_NO: we are bestie heuheu:face_with_hand_over_mouth::smiling_face_with_open_hands: :heart_suit: always healthy mamah:palms_up_together: @ yoshinoya (吉野 家)",Positif,"mother, and son?:person_gesturing_NO: we are bestie heuheu:face_with_handing_mouth:::: smiling_face_with_open_hands::::::: heart_suit: always heh:palms_ups_together: @yoshinoya"
exchange info that dozens of bestie. you don't have to be a new money,Netral,You don't have to be the new money.
"""am i really struggling?"" asked a young man, who was often overthinking. his heart was too narrow. it's easy to feel pain.",Negatif,"""I'm really struggling?"" asked a young man, who was often overthinking. His heart was too narrow. Easy to feel pain."
task progress when there is a support system and there is no different,Positif,task progress when there is a support system and nothing is different
"last night i dreamed of crush when i was in high school, we were walking to the top, then he was spoiled so much, when resting at the time i was told to hold the helmet of his bag, then he was holding my hand until i didn't want to be released, after that i woke up, unlucky thinking anjir junior high school now",Negatif,"Last night I dreamt of a crush when I was in high school, we walked up, then she spoiled so much, while resting at that time I was told to hold the helmet of her purse, then she held my hand until I didn't want to be released, after that I woke up, lucky thinking junior high school right now"
"literally anyone that plays against me, after a handred of rematch. and they will talk **** about it forever",Negatif,"Really whoever's playing against me, after handred a rematch. And they'll talk about it forever."
wkwkwkwkwkwk relatable,Netral,wkwkwkwwkwwk relatable
banana chocolate oatmeal so delicious :face_savoring_food: tanankyouu ma bestie,Positif,Banana chocolate so delicious:face_svoring_food: tanankyouu ma bestie
rain can mood swing :cross_mark: rain makes happy mood :check_mark_button: because indihome even any weather still stay happy because you can do a lot of activities via cellphone plus looking for entertainment can also be hehe,Positif,rain can mood swing: cross_mark: rain makes happy mood: check_mark_button: because inkome even any weather still stay happy because you can do a lot of activity through cellphone plus looking for entertainment can also be hehe
why is it an overthinking person first -i-,Negatif,Why would someone who thinks too much first-i-
"gapernah jealous, just overthinking",Negatif,"Jealousy never, just overthinking"
so it is all ready. pain full month for me. within two weeks from now will be the 3rd years since i lost you. it isn't easy for me ndut not having you around cause you were the only sister i had. the pain is still there for sudden lost you ...,Negatif,so all ready. full pain for me. in two weeks from now will be 3 years since I lost you. it's not easy for me ants not having you around cause you are my only sister. pain is still there to suddenly lose you...
have you ever lost a game before it even **** started ????? never have i hated a game so much but i kept playing it.,Negatif,Have you ever lost a game before it even started??? Never have I hated the game so much but I keep playing it.
"panda eyes; the overthinking of his brain, whose eyes",Negatif,"Panda eyes; overthinking his brain, whose eyes"
i always love you when we are close even when we are far.,Positif,I always loved you when we were close even when we were far away.
"once not in read, it is impossible for me to chat again .. even though we are bestie :woozy_face:",Negatif,"Once not in reading, it's impossible for me to chat again.. even though we're bestie: woozy_face:"
"healing, mosok kerjo all the time ..",Netral,"The cure, the kerjo mosok all the time.."
flexing a bit in ternate beaches,Positif,Melt down a little bit on the coast of the tenate
"it should been ltr not ldr but now i should probably change it to ""have a crush with someone"" :flushed_face:",Netral,"It wasn't supposed to be ldr but now I have to change it to ""have a crush on someone"":"
"i'm thinking of setting up a more formal support process for , especially for folks buying api keys and have queries around billing or implementation. any suggestions on a service? something that can triage requests, perhaps also have faqs. thoughts?",Netral,"i'm thinking of setting up a more formal process of support for, especially for people to buy a key to fire and have questions about bills or implementation. advice on service? something that can ask for triage, maybe also have faqs. mind?"
"other people said ""tenten"", meanwhile he literally said ""ten"" like .. stopped it! :slightly_smiling_face:",Negatif,"Other people say ""ten,"" while he actually says ""tens"" like.. stop it!"
yakkk trust trust trust issues,Negatif,Yakk trust trust is a matter of trust
i probably can be in the next relationship but can i be in love again?,Netral,"I might be in the next relationship, but can I fall in love again?"
2000s: nyinyir2010s: julid2020s: salty,Negatif,2000s: julyd20s: salty
"hello bestie! happy activities:smiling_face_with_hearts::smiling_face_with_hearts: today i still have an empty slot :loudspeaker: full payment still has a bonus, and there is a special price i also receive & amp; yaa, if you can help :UP!_button:",Netral,"hello bestie! happy activity: smiling_face_with_hearts:: smiling_face with_hearts: today i still have an empty slot: full payment still has bonuses, and there is a special price I also accept &amp; yes, if you can help:UP!_button:"
this is serious about thinking the dpr really ??? :rolling_on_the_floor_laughing: speak dpr flexing only 5 million i am angry :melting_face:,Negatif,It's serious about thinking that dpm really?
what a i am learning while practicing simultanously is that and are two interchangable phases of a cycle to produce and progress in life. (isti toq'ah),Positif,What I learned in simultaneous practice is that and these are two phases that can be altered from cycles to produce and progress in life.
"""oh yes, there is allah"", is the best healing:red_heart:",Positif,"""Oh yes, there is a god,"" is the best healing:red_heart:"
try you healing first .... so that i stress,Netral,trying to cure you first.... so I'm stressed
"ayang funny, the lyrics ""camera, if you want narcissistic, just narcissistic, let's go",Positif,"Funny thing, the lyrics."" Camera, if you want narcissists, just narcissists, let's go."
"where am i ??? ouh yeah eating pancakes on white house while uri namchin preparation for inventory closing april 2022 in the same hour, 21:00",Netral,"Where am I? Oh, yeah. Eating pancakes in a white house whileuri Namchin prep for apri closing inventory at 2022 at the same hour, 9:00 p.m."
"hmmm i don't understand where i am ... sometime i miss my crush ... sometime, i also hurt others ... you're sensitive to a little, why is it crush! if it's not certain i retreat ... or if we want it, let's go, let's come on! please already 3 months, 3x meet you, not enough?",Negatif,"hmmm I don't understand where I... sometimes I lose my crush... sometimes, I also hurt others... you're sensitive to a little, why it destroys! if not sure I retreat... or if we want it, let's go, let's go! please it's 3 months, 3 times meet you, not enough?"
want to give up but still kepo,Negatif,Want to give up but still want to give up
healing intention to forget and get used to without you. ehh how come even though i keep on thinking :pleading_face:,Negatif,The healing intention to forget and get used to without you.
"i think 2018 is not 2017, i don't know: ')) anyway, at that time, i saw the kokobop mv that came out in 2017 but i was in the 8th grade of junior high school, which is the richness in 2018 an: ')) that's the point, it's rather difficult to understand indeed: '))",Netral,"i think 2018 not 2017, i don't know: ') anyway, at that time, i saw the kokobop mv coming out in 2017 but I was in 8th grade junior high, which was wealth at 2018: ') it was a point, it was kind of hard to understand indeed: ')"
"healing outside, until the home crazy house",Negatif,"Healing outside, to the madhouse."
"not me literally thinking ""why i always ruined everything"" always every minute.",Negatif,"I'm not the one who actually thinks ""why I always ruin everything"" every minute."
indeed ennaakk ... kepo,Negatif,That's right. That's right. That's right.
working out while watching your oshi's showroom is a recipe for mass distraction.,Netral,Working while watching your showroom oshi is a recipe for mass disturbance.
"new taon wish, whatever wish, sing uwis youwish",Negatif,"new taon desire, whatever desire, sing uwis youwish"
sometimes we have to do fun things even though it's useless @ panrita lopi beach,Positif,Sometimes we have to do fun things even though it's useless
"my heart fell into the palms of your hands this love made me understand i'm wrapped around your finger like the ring on your hand i'm trapped by your love i'm yourself, please understand",Positif,"My heart falls into the palm of your hand This love makes me understand I'm wrapped around your finger like a ring in your hand I'm stuck by your love I myself, please understand"
happy new year from literally (literally) rinjani,Netral,Happy New Year of Rinjani.
"bismillah, in 2022 it still becomes a fashion enthusiast & amp; so pro player candy crush :smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo: . . :camera_with_flash::",Positif,"Bismillah, in 2022 it was still a fan of fashion & amps; so pro candy players crush :smiling_face_face_with_halo:: smiling_face_with_halo: .: .:cam_with_flash:"
he was true the best point guard i have ever see in phoenix suns,Positif,He's the best point guard I've ever seen in the sun's phoenix.
i want to staycation,Netral,I want to stay
i try to stay calm even though i'm a dog now,Negatif,I'm trying to stay calm even though I'm a dog now
"meet the same person first 2x so the second enemy is a friend. cave spill pas draft : ""andi day just met me, **** 0 he wkwk, here i just tank you"". : ""dog"". then use a good tank silvana :face_with_tears_of_joy:",Negatif,Meeting the same guy the first two times so second enemy is a friend.
hi bestie,Netral,hi bestie
"you abandoned me, you left me. you destroy me as if i never existed. i will survive even though it is impossible to hit the story even though it hurts",Negatif,"You leave me, you leave me, you destroy me as if I never existed."
honestly domino's,Netral,Honest dominoes
"narcissistic woyy, it's still morning .. :rolling_on_the_floor_laughing:",Netral,"Narcissistic woyy, it's early."
"seriously ask, do you do the circle, why do you? if you don't feel like you are lossing better, just shut up, immediately personal, don't make a thread besie ...",Negatif,"Seriously ask, do you do the circle, why do you? if you don't feel like you lost better, just shut up, immediately personally, don't make an iron string..."
overthinking 17 ramadan :pensive_face:,Negatif,overthink 17 ramama and :pensive_face:
it's really a mood after healing and then the traffic is smooth today from morning until evening. simple,Positif,It was a real mood after the healing and then the traffic was smooth today from morning to night.
"i already left the house that healing daily laughed out like a burden, but until the house was quiet again wanted to cry again !!!",Negatif,"I've left the house that heals everyday laugh like a burden, but until the house calms down again want to cry again!!!"
"it hurts so much if you are on it, clingy pol, sensi continues to be angry, want to eat this, want to roll, all body pain, really heavy head.",Negatif,"It hurts so much if you're on top of it, the poll sticks, the sensation keeps getting angry, wants to eat this, wants to roll, all the body aches, really heavy head."
not people calling ariana desperate when puke combs literally begging everyone to buy his song ... she's literally minding her own business,Positif,No. People call Ariana desperate when throwing up a comb really begging everyone to buy her song... she actually takes care of her own business.
staycation .... soon :smiling_face_with_hearts:,Positif,staycation ... immediately:
it's clear that there is an admin number ... enyong yo rek karo reburse santuy barah karo dear ...,Netral,it's clear that there's an admin number... eyong yo rek karo reburse satuny barah karo dear...
how everything able to understand you even yourself is confined about yourself too,Negatif,how everything can understand you even yourself is limited about you too
"i'm tired of reminding, that healing is only to calm down not to forget ..",Netral,"I'm tired of reminding you, that healing is just to calm down. Don't forget."
hoping for a bit of sunshine today after all the rain yes ... surely the clouds must be empty by now?,Positif,Hope for a little bit of sunshine today after all the rain. Yeah. Must clouds be empty by now?
"cats and dogs smsm animals are fanged, but why are cats halal while dogs are illicit? can anyone explain? please don't be salty h3h3.",Netral,"Cats and animal sms are fangs, but why are cats halal while dogs are forbidden? Can anyone explain? Please don't be salty h3h3."
still too early for overthinking. but my oath of mind is very noisy.,Negatif,"It's too early to think too much, but I swear my mind is so noisy."
"people talking much about tierney, saka, party and leno. but he's probably our unsung hero this season. he leads by the example. leader without capt armban. one of most vocal players on the pitch.",Positif,"People talk a lot about tierney, doppelganger, party and leno. But he may be our unsung hero of the season. He leads by example."
her paintings tend to capture a unique light as it catches the also geometric juxtaposition of her dense brushstrokes vibrant palette knife paintings capture the beauty and strength from around the world,Positif,His paintings tend to capture unique light because they also capture his geometric juries whose solid brush painting palettes eagerly capture the beauty and strength of the whole world.
"now i prefer to hangout with friends than fam's: """,Netral,"now I'd rather hang out with my friends than fam's:"""
"entering productive hours, creative, as well as overthinking.",Negatif,"Entering productive, creative, and overthinking clocks."
learning to accept and undergo a very next level really for people who are overthinking ...,Positif,learning to accept and undergo the very next level is really for people who overthink...
still denial tomorrow 2022 means adding age but grateful also still given age with **** :),Positif,still denying tomorrow 2022 means adding age but is also still given age with ****:)
egg is literally comfort-super food for me and you can make everything from it but be careful of ulcers,Positif,eggs are literally food-super comfort for me and you can make everything out of it but be careful of the sore
"i know, i've done that many times, so just try it normally",Netral,"I know, I've done it many times, so try it normally."
listening to confusion song is the best healing to make peace with reality.,Positif,Listening to confusing songs is the best cure to make peace with reality.
and this show is too addictive for me. **** am i watching actually?,Negatif,And this show is too addictive for me.
"seeing this, then now my trust issue and anxiety for men are increasing. so lesbi, insulted netizens. singles for life, not bad.",Negatif,"look at this, so now my trust issues and anxiety for men are increasing, so lesbians are insulted by netizens, single for life, not bad."
you were literally part of them during the pilgub bruh.,Netral,You were really part of them during the ilgub Broh.
i am whatever you think i am,Netral,I am whatever you think I am
"a piece of paper does not determine how we will be successful, but at least we can determine even we have a learning process towards maturity :pleading_face: hopefully 2022 is full of happiness, love, success, and healing.",Positif,"A piece of paper doesn't determine how we're going to succeed, but at least we can determine even we have the learning process of going into adulthood: hopefully 2022 full of happiness, love, success and healing."
"crazyaaaa the trauma until today ... even my friend just liked me, i until geter and planga plongo didn't know so scared :face_with_crossed-out_eyes::face_with_crossed-out_eyes::face_with_crossed-out_eyes:",Negatif,"Crazyaaaa the trauma until today... even my friend just liked me, i until geter and planga plongo didn't know so scared :face_with_bled-out_eyes::"
"hold me while you wait @ pedan, central java, indonesia",Netral,"Hold me while you're waiting @dan, central java, Indonesia"
"satisfied with me, how come, how are you going to be bestie?",Positif,"Satisfied with me, how could, how would you be a bestie?"
"don't be such as **** for people you helped, there's no free pass even though you did something great to uplift their darkest times into the brightest place. keep your decent treatment & amp; you'll be consired as the helping hands from allah swt.",Positif,"Don't be like **** to the people you help, there's no freedom even if you do something great to lift them to the darkest places. Keep your proper treatment &amp; you'll be confined as a helpful hand of all swt."
"so, the cat entered the 4 gates of while irene there was no scene he followed the cat, wendy and yeri clearly followed hmmm seulgi keknya followed the cat to the green box, only joy who was still unclear, yes, did he follow the cat on the ladder? hmmmm",Netral,"So, the cat entered four gates while Irene there was no scene he followed the cat, Wendy and yeri obviously followed hmmm Keulgi kegi kegi followed the cat to the green box, only the joy that was still unclear, yes, did he follow the cat on the stairs?"
"continue to rest on the edge of the toll road, the effects of sleepy rather than happening that is not, right, just still santuy again on the road even though the rain is for a while, alhamdulillah all here is complete to pass the pku:right_arrow:dumai toll road and can gather again :winking_face_with_tongue::oncoming_automobile::motorway::man:‍:woman:‍:girl:‍ :boy::smiling_face_with_open_hands:",Positif,"Keep resting on the highway, the effects of drowsiness rather than happening are not, right, still sacred again on the road despite temporary rain, alhamdullah all here is complete to pass through pku:right_arrow:dumuai toll road and can collect again:::smiling_face_with_tongue:::"
lemes bestie &te,Negatif,lemes bestie &te
"for kmrin w, the hair is not stressed because it is stressed.",Negatif,"For w kmrin, hair is not stressed due to stress."
"earlier read novell the point like this girls you need to be aware of the men who you think are not possible when sexually harassing you. no, anyone can. even the people closest to you, people who paliing attention and love you.",Positif,"read earlier novels point like this girl you need to realize the men you think are impossible when sexual disturbs you. no, anyone can. even those closest to you, people who indulge your attention and love you."
i lost my respect actually,Negatif,I'm losing my real respect.
"kudu self healing, the apem is down and",Negatif,"Self-healing kudu, ape down and"
"polio outbreak uk, 1961 was a hoax. hoax then, hoax now. vaccines are one of the real reasons for cause of death & amp; spread of disease. don't be a victim of ignorance, think while it's still legal.",Negatif,"The polio outbreak uk, 1961 was a trick, a lie then, a lie now, vaccine is one of the real reasons the cause of death and amps; the spread of disease; don't be a victim of ignorance, thinking while it's still legal."
honestly i'm tired:pensive_face::index_pointing_up:,Negatif,To be honest I am tired:pensive_face::index_pointing_up:
kepo but norakkk actually i was upset but it's already consider. there isn't any,Negatif,Kepo but Norakkk actually I'm angry but it's already considered. Nothing
it's time healing bestie :face_with_tears_of_joy:,Netral,Time to heal bestie: face_with_tears_ofjoy:
any extra spots for me my web 3 frens? :folded_hands_light_skin_tone:ls universe:face_with_tears_of_joy: extreme fomo atm,Netral,any extra spots for me my web 3 frens?:folded_hands_light_skin_tone:ls universe:face_with_ears_of_joy: extreme fomo atm
this is really crazy in the ears and i dont even speak spanish or know the lyrics,Positif,It's really crazy in the ears and I don't even speak Spanish or know the lyrics
"even on my worst day, did i deserve, babe? all the **** you gave me?",Negatif,"Even on my worst day, did I deserve it, honey?"
"not everyone can show their mistakes, and ours too .. if ur mistakes do not want to be shared or everyone else knows, please never spread the mistakes of others if they are trivial things",Positif,"Not everyone can point out their mistakes, and neither can we.. if ur mistakes don't want to be shared or others know, never spread other people's mistakes if they're trivial."
"why henggarae album's song was so f **** ng emotional, like i always cry for most of the songg even fearless and left and right making me friend, they got all my feeling estially for this year, thank you so much boys also the cover is so aesthetic :two_hearts::sparkles:",Positif,"Why is henggaare album song so emotional **** ng, like I always cry for most even fearless and left and right songs make me friends, they have all my feelings firmly for this year, thank you so many boys also cover so aesthetic: two-hearted:sparcles:::sparcles:"
"grateful so selfish, i know what i want what's happy what makes sad what is my boundaries? and how much you should se simple know how to healing and handle yourself, alhamdulilah, thank lord",Positif,"Thank you so selfish, I know what I want happy what makes me sad what are my limits? and how much you must simply know how to heal and deal with yourself, Alhamdullillah, thank God"
"it hurts as much as ending a relationship, it only even more to endure people who are say that they love you but their attitude and effort never show that they really love you :)",Negatif,"It hurts like ending relationships, just more to survive the people who say they love you but their attitudes and efforts never show that they really love you:)"
this won't be denial. overall even civil servants in the most of the area mmg quality is problematic. famility quantity is also (for teacher case) still not a reason to make them all contracts without guarantee improve the recruitment/selection! not his teacher who was even more impoverished,Negatif,It won't deny. The entire civil service in most quality is a problem. Family quantity as well (for the teacher's case) is still no reason to make them all contract without guaranteeing greater recruitment!
"my family, photos when mom was still around :crying_face::red_heart:",Negatif,"My family, pictures of when mother was around: crying_face::red_heart:"
"o allah, i want to complain my overthinking is churning",Negatif,"o god, i want to complain my overthinking is chuning"
healing before crazy,Negatif,The cure before it gets crazy.
which episode is this? :thinking_face:,Netral,What's this episode?
"staycation (@ patra semarang - convention hotel in semarang, central java)",Netral,"staycation (@patra semarang - hotel convention at sea, central java)"
"sorry no salty, the point is sis j is still in d6 right? do you mean the plan to be hiatus again in the future ?? .__.",Netral,"Sorry it's not salty, the point is that sis j is still in d6, right? What do you mean the plan to be hiatus again in the future?"
"saengil chukha hamnida oppa :face_blowing_a_kiss: happy birthday oppa :party_popper: 26 years old :face_blowing_a_kiss: long life, always be healthy, stay humble, and always love us these :face_blowing_a_kiss: keep shining like a star and wherever you are, have a fun day doing whatever you do :smiling_face_with_smiling_eyes::face_blowing_a_kiss: **** bless you oppa :smiling_face_with_halo: // t // t .co/hd3gk7lrys",Positif,"saengil chukha hamnida :face_a_blowing_a_kiss: happy birthday oppa: party_popper: 26 years:face_a_blowing_a_asys: long life, always bea healthy, always love us this <a_blowing_as: keep shining_hap_hap_hap"
"sorry, my staycation too .. :smiling_face_with_hearts::grinning_face_with_smiling_eyes:",Netral,"Sorry, I also staycation .:smiling_face_with_hearts::grinning_face_with_smiling_eyes:"
whatever it takes.,Netral,Whatever it takes.
"and still so many ppl in my country support his ""military ops"" in ukraine.even if it beacuse of us and nato agenda to rule east europe, can't justify invansion to ukraine. ukraine is sovereign country.putin make this world just getting world. hope ppl of ukraine is safe.",Negatif,"And there's still a lot of appl in my country that supports military operations in the ukraine. Even if that's our reason and the nato agenda to rule Eastern Europe, it can't justify progress for the ukraine."
