tweet,label,backtranslated_tweet
"sangking seringnya w jadi ke terlatih ngadepin org org yg fams latar belakang nya ""mainnya kurang jauh"" ga kek nyokap w yg ""mainnya jauh"" yg orgnya terbukti lebih weak minded terbuka",Positif,"sering kita dilatih untuk memiliki orang-orang yang memiliki profil rendah dari ""bermain"" tidak berpikir mereka bermain ""jauh-off"" bahwa orang tampaknya lebih terbuka mental."
tenjak usah merasa hebat bestie :smiling_face_with_smiling_eyes: emng sii kita kelompok terbuang tapi ga gitu juga **** whekk,Negatif,Jangan merasa baik tentang bestie kami: smiling_face_with_smiling_eyes:
"kemaren ke gerbang jam 5.40 krn hrs ambil belanjaan dari ojek. terlihat masih ada bulan dan ada sepasang mas-mbak sedang jogging dan sepedaan. aku seperti, ""apa yang kamu lakukan? saatnya tidur tidak berlari""",Negatif,"Suatu hari di gerbang 5.40 karena aku harus mengambil bahan makanan dari benda itu masih ada satu bulan dan ada sepasang senjata jogging dan sepeda aku seperti, ""Apa yang kau lakukan?"
"perhatian !! perhatian !! pengumuman penting barat kamu.:speaking_head::speaker_high_volume: kini super promo fingerspot hadir spesial buat kantong kamu hemat dan ekonomis:double_exclamation_mark: wow produk apa ya? kepo kan? :eyes: ini dia masuk mesin absensi neo w-201bnc dari haraga rp.1,8 juta kamu cukup bayar rp. 1,6 juta. bukan yang luar biasa? :woman_dancing::man_dancing:",Netral,Perhatian!!!!!! pengumuman penting Anda Barat.: speaking_head:: pembicara_gh_volume: sekarang super promo fingerpot hadir khusus untuk Anda hemat uang dan ekonomi:double_exclution_mark: wow produk apa itu?
apa yang anda miliki sebagai pemilik pesanan grup: :check_mark_button: kecemasan :check_mark_button: serangan panik :check_mark_button: depresi :cross_mark_button: cuan,Negatif,apa yang Anda miliki sebagai pemilik pesanan grup:: check_mark_button: kecemasan: check_button: serangan panik: check_mark_button: depresi:
"""jangan sedih lagi"" ""jgn galau ya, jgn overthinking"" wait.. pertama gue lg ga sedih, kedua gua bukan org overthinking person.. kalau ada masalah sedih dikit, bentar bisa haha ​​hihi lagi.. jadi jgn so tau",Negatif,"""Jangan sedih, jangan marah, jangan berpikir berlebihan"" tunggu.. pertama aku tidak sedih, baik aku bukan orang yang berpikiran berlebihan.. jika ada masalah menyedihkan"
"pokoknya gua juta ga akan ngelupain bangtan, karena mereka ada di rumah bagi saya. dan gue juga sangat ama berterimakasih kepada bangtan yang sudah menjadi pemberian terbaik tuat gua di fase-fase yang ga bisa gua jelasin.:purple_heart::purple_heart:",Positif,"Bagaimanapun, saya tidak akan melupakan tentang bangtan, karena mereka adalah rumah bagi saya. dan saya juga sangat berterima kasih kepada bangtan yang menjadi pemberi tinta terbaik dalam fase-tahap yang tidak dapat saya jelaskan.:purple_heart:purple_heart:"
kamu sangat imut. dan itu bahkan bukan bagian terbaik dari anda.,Positif,"Kau begitu manis, dan itu bahkan bukan bagian terbaik dari Anda."
"ember, jangan salahin org krn nyebar. anda orang yang menumpahkannya.",Negatif,Jangan salahkan seseorang karena menyebarkannya.
"dan lagi, jadi media konseling barat tiap-tiap org yg membutuhkan mental healing.",Netral,"Dan sekali lagi, ini adalah konseling media barat dari semua orang yang membutuhkan penyembuhan mental."
"piye iso lemu, sitik ga doyan mangan e seminggu :relieved_face: :relieved_face: :relieved_face: :relieved_face: :relieved_face: :relieved_face: :relieved_face: :relieved_face:",Negatif,"piye iso lemu, sitik ga dogan e week:relieved_face: :relieved_face:: relieved_face:::: relieved_face:"
malam ini gue mau spill mereka bertiga aja lah :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::smiling_face_with_heart-eyes:,Netral,Tonight I want to stull all three of them: rolling_on_the_flor_laughing:::::: siling_face_on_the_flows_laughing:: Rolling_on_found_laughing::::::::smiling_face_face_with_heart-eyes:
"""bahkan matahari untuk beristirahat"" ""aku sangat menyukai perjalanan dengan pesawat udara, ketika raga ini terbawa keatas cakrawala, hati terasa damai melihat awan kebebasan membentang menenanggan jiwa"".",Positif,"""Bahkan matahari untuk beristirahat"" ""Aku suka bepergian dengan pesawat, ketika tubuh ini dibawa ke cakrawala, hati yang damai menyaksikan awan kebebasan menyebar di atas jiwa."""
"364/365 - masih hidup, yang cukup keren! :green_heart:.:camera: oleh",Positif,"364/365 - masih hidup, yang cukup keren!"
memasuki selai rawan tenthinking,Negatif,Memasuki kemacetan tentiking profusion.
ini bahkan bukan flop **** diam,Negatif,Ini bahkan tidak gagal. / Diam.
"bahkan bagi saya hidup memiliki sinar matahari :sun:. @ jakarta, indonesia",Positif,Bahkan bagi saya itu memiliki sinar matahari:sun:.
"hmmm diluar haha ​​hihi gk mkir apa ""cuma seneng aja pkknya ktmu tmen"", tiap udh plng gni lngsng overhinking, ngerasa jurang, endingnya hpus cerita: ((((((ngerasa rawan, cerita hpus endingnya: (((((((ngerasa endingnya: ((((ngerasa ngerasa, endingnya: ((((ngerasa ngerasa, endingnya: ((((ngerasa ngerasa",Negatif,"hmmm luar haha hik tidak berpikir apa yang ""hanya menyenangkan jika Anda tmen"", setiap kali Anda over-hing, merasa gorge, akhir cerita:"
"yuk yuk yuk semangkuyyyyyy. butuh gangguan, yaitu makanan:face_savoring_food:",Positif,Mari kita memiliki birthdayyyyyyyyyyy.
ya itu benar cuaca sangat dingin bahkan di rumah saya musim hujan. saya menulis surat ini karena saya ingin menjawab pesan anda. love salam dari saya 시티.,Positif,"Ya, itu benar. sangat dingin bahkan di rumahku, di musim hujan, aku menulis surat ini karena aku ingin menjawab pesanmu"
mampir **** kaka :smiling_face_with_heart-eyes:,Netral,Stop by **** kaka :smiling_face_with_heart-eyes:
"udah lebih baik, tapi belum penuh penyembuhan ternyata. dan berani2nya makan sambel lagi tadi :loudly_crying_face::loudly_crying_face: utg ga tabrinin soda kek dua malam lalu :loudly_crying_face::loudly_crying_face:",Negatif,"Ini lebih baik, tetapi tidak penuh penyembuhan belum. ternyata. dan berani untuk memiliki makanan lain tadi malam: keras_crying_face:::: keras_crying_face:"
kepo menguntit terlalu banyak berpikir kenapa si hobby bgt nyakitin diri sendiri. dia berlari.,Negatif,Kepo nya mengintai terlalu banyak untuk berpikir tentang mengapa dia menyakiti dirinya sendiri.
"terlalu banyak berpikir itu ada untuk mengingatkan kita, tentunya mengingatkan diri kita supaya hati-hati. apakah berarti itu sebuah kebenaran? ya tentu tidak. bahkan belum tentu seperti itu. tapi karena itu ada di otak kita, karena itu kita pikirin, soaya akan itu adalah sebuah kebenaran.",Positif,"Terlalu banyak berpikir untuk mengingatkan kita, tentu saja mengingatkan diri kita untuk berhati-hati apakah itu berarti bahwa itu adalah kebenaran?"
"subuh tahun lalu. menggejar epic sunrise di danau kelimutu, kabupaten ende, nusa tenggara timur (ntt). cuaca cerman di tanah flores, mungkin salah satu momen suriise ter-epic yg pernah saya saksikan.",Netral,Itu adalah fajar tahun lalu. mungkin salah satu yang paling epik surise saat surise epik yang pernah saya lihat.
tidak pernah membayangkan melalui fase ini. ternyata konsep kehidupan yang telah saya rencanakan untuk masa depan akan berjalan dengan baik meskipun saya telah berpikir untuk yang buruk itu akan kecil dan mudah dilewati.,Positif,Aku tidak pernah membayangkan akan melalui fase ini ternyata konsep kehidupan yang telah aku rencanakan untuk masa depan akan berjalan dengan baik meskipun aku telah berpikir untuk yang buruk itu akan menjadi kecil dan mudah untuk lulus.
"kualitas tidak mengenal, kualitas yang ada dengan bestie saya :zany_face: @ paskal food market",Positif,"kualitas tidak dikenal, kualitas yang tersedia dengan bestie:zany_face:"
tiap malem yang terlalu banyak berpikir mulu capek dahh :),Negatif,Setiap malam yang berpikir terlalu banyak sudah lelah:)
"katan suka penasaran sama orang-orang yang terlalu banyak berpikir, apa sih yang di think ampe over gitu ...?",Netral,"Apa kau tidak ingin tahu tentang orang-orang yang terlalu banyak berpikir, apa yang sedang terjadi di sana...?"
kaiju-8 mungkin manga pendatang baru terbaik 2020.,Positif,Kaiju-8 mungkin pendatang baru terbaik 2020.
salah bgt caption story w mak w overfinking di rumah dikira w overwork,Negatif,cerita miscaption w mak w overfinking di rumah pikir w overwork
stadion insecure terus berlanjut yang berlebihan 4. mo nangis aja bawaanya:frowning_face:,Negatif,Stadion yang tidak aman terus menjadi lebih dari 4 mo menangis secara alami: frowning_face:
"definisi healing messqueen! ha ha jawabanya “qs. at-taubah 9: 116 "" hargai bisa jalan sendiri :raising_hands_light_skin_tone: @ bandung",Positif,"definisi penyembuhan messqueen! ha ha ha answerya ▪qs. at-modifier 9: 116"" menghargai mampu berjalan dengan sendiri:aus_hands_light_skin_tone:"
"kangen tenan dadi cah cilik, tidak ada kesedihan, tidak ada stres, tidak terlalu banyak berpikir, tidak ada patah hati.",Negatif,"Nona kecil, tidak ada kesedihan, tidak ada stres, tidak terlalu banyak berpikir, tidak ada patah hati."
ginting yuk bisa yukk sanuy beb,Positif,Mari kita lakukan.
tiba tiba staycation? ♡,Positif,tiba tinggal di sini?
"mau healing tapi butuh jaringan internet? berhenti! hotspot udah ga jaman, sekarang jamananya orbit.",Netral,"wah mencuri tapi butuh internet jaringan? hentikan! hotspot ini tidak tua, sekarang orbital."
"selamat pagi! jgn pernah meremehkan pekerjaan org lain, bahkan org itu menari pundi-pundi uang dr atas ranjang. kita ga prnh tau apa yg org itu hasapi di dlm hidupnya, sbrp sulit dia sdh beruisa cr kerja, kita ga prnh tau. jadi, jgn merasa pekrjaanmu sdh yg paling bener sendiri.",Positif,"jangan pernah meremehkan pekerjaan orang lain, bahkan orang itu menari uang dari tempat tidurnya kita tidak tahu apa yang dia terbuat dari, seberapa keras yang harus dia lakukan, kita tidak tahu"
"pertanyaan minggu: apakah kita sampai pada suatu titik untuk mendapati diri kita berkeliaran dari iman, menusuk diri kita dengan banyak kesedihan, dan membebani diri kita sendiri hanya untuk menjadi sesuatu yang tidak dimaksudkan oleh tuhan? @ bali",Netral,"Pertanyaan hari Minggu: apakah kita sampai pada titik untuk menemukan diri kita mengembara di sekitar iman, menikam diri kita dengan banyak kesedihan, dan menimbang diri kita sendiri hanya untuk menjadi sesuatu yang Allah tidak berarti?"
"mau healing atau hilang, bagiku suda gak penting lagi ⚘",Negatif,"Apakah itu penyembuhan atau kehilangan, itu tidak masalah bagi saya lagi."
"banyak orang nggak mau self-healing karena prosesnya emang nggak enak. banyak nangis, banyak depresi, banyak luka, merasa kosong, kehilangan arah, dll. karena yang ditemui adalah sisi gelap dalam diri sendiri. kamu yang sedang ada di jalan healing, sabar ya gelan dirima :blue_heart:",Positif,"Banyak orang tidak ingin sembuh sendiri karena prosesnya buruk. banyak menangis, banyak depresi, banyak cedera, merasa kosong, kehilangan arah, dll. karena apa yang Anda lihat adalah sisi gelap dari diri Anda sendiri."
"turu pasar bantalan gubis, kudu tegar masio dihajar habis. mangang kalah tetap di hati! setia melayani buffer zone, validasi ppdn, stopper manifest, antigen gratis logistik dan prokes angkutan penumpang umum. titik cek terminal sritanjung",Netral,"Pasar Trench bearing gubis, bravado masio beat out. Roti kehilangan jantungnya! Layanan zona penyangga, validation appdn, stopper manifest, antigen logistik gratis dan penumpang umum prokes."
"setiap kali, setiap detik, setiap menit, setiap hari, hmm apa lagi ... bahkan malam juga udh jadi kebiasaan laporan ttg lu ... ampe bertanya ke dia ""kapan yah bisaaa? seandainya aja bisa ... kapan ngeh nya?"" udh ah mau bobo bye ~",Negatif,"ah ah ah ah ah ah ah ah ah ah ah ah... malam, setiap hari, setiap hari, ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah... ah ah ah ah ah ah ah ah ah ah ah ah ah ah kenya ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah bye kalau saja kalau... ah bye ah ah ah ah ah ah ah bye ah ah ah ah ah ah ah ah ah ah bye ah bye ah bye ah bye ah bye ah ah ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye, ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye ah bye, ah bye ah bye ah bye ah bye ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye, ah bye,"
gimana ya rasanya jadi org yang gak berpikiran terbuka? gabisa bayangin:persevering_face:,Negatif,Bagaimana rasanya menjadi orang yang berpikiran terbuka?
sistem pendukung ku ndi ya allah? :backhand_index_pointing_right::backhand_index_pointing_left::pleading_face:,Netral,sistem dukungan indi ya god?: backhand_index_pointing_right::backhanddex_pointing_left:
"sebenarnya kebahagiaan saya dimulai dari hal -hal sederhana ,, tetapi entah bagaimana saya merasa lelah ,, akan menyenangkan jika sekarang ada seseorang yang dengan tulus mengambil tangan saya untuk berjalan bersama menuju masa depan yang lebih cerah, karena sekarang saya merasa, saya dalam gelap state.:worried_face:",Negatif,"Sebenarnya kebahagiaan saya dimulai dengan hal-hal sederhana, tapi entah bagaimana saya merasa lelah, akan menyenangkan jika sekarang seseorang dengan tulus menggenggam tangan saya untuk berjalan bersama-sama ke masa depan yang lebih cerah, karena sekarang saya merasa, saya dalam keadaan gelap.:"
":smiling_face_with_hearts: penyembuhan diri, bagian 1 :smiling_face_with_hearts: @ benoa, bali, indonesia",Positif,":smiling_face_with_hearts: heaving, part 1:smiling_face_with_hearts: @ benoa, returning, Indonesia"
"kami bahkan tidak menyadari bahwa kami membuat kenangan, kami hanya tahu kami bersenang -senang :smiling_face_with_smiling_eyes: - winnie si beruang - telat anak saya berfoto dengan teman -teman untuk buku peringatannya",Positif,"kami bahkan tidak menyadari bahwa kami membuat kenangan, kami hanya tahu kami bersenang-senang: smiling_face_with_smiling_eyes: -winie beruang - akhir anak saya mengambil gambar dengan teman-temannya untuk buku peringatan"
"ingin ganti nomor ponsel kamu pada aplikasi myindihome tapi bingung caranya? tenang, nggak perlu khawatir, mimin spill langkah-langkahnya berikut ini ya. jika kamu terbantu postingan ini, jangan lupa bagikan dan simpan ya!",Netral,"ingin mengubah nomor ponsel Anda pada aplikasi myinakome tapi bingung bagaimana? tenang, jangan khawatir, mimin menumpahkan langkah-langkah berikut ya. jika Anda membantu posting ini, jangan lupa untuk berbagi dan menyimpannya!"
butuh deep talk aja si sama diri sendiri biar ga terlalu banyak berpikir mulu bawaananya.,Netral,Perlu bicara dalam-dalam kepada diri sendiri untuk tidak berpikir terlalu banyak.
"alur cerita pria “eksposur, dari berdebat sampai senyum” penyembuhan mandiri :brain: @ simfoni rasanya kopi dan tempat",Positif,"Alur cerita pria itu adalah eksposor, dari berdebat untuk tersenyum resolusi diri: @ simfoni rasa kopi dan tempat"
"kamis, semakin dekat ke akhir pekan, semakin banyak tingkat kecemasan meningkat. aneh.",Negatif,"Kamis, semakin dekat kita ke akhir pekan, tingkat kecemasan lebih meningkat."
"gitasv bukan ahli agama, opini dia ya perspektif dia. kalo org mengartikan opini dia ga tepat ya gpp asal ga perlu menjelekkan (bahkan dg dalih agama). ini soal resiko jadi influencer aja sih, harus siap banyak yg pro maupun kontra. dia keren berani bicaralah soal banyak hal :victory_hand:",Positif,"Gitasv bukan seorang ahli agama, pendapatnya adalah perspektifnya. jika orang tidak berpikir dia benar tidak apa-apa jika dia tidak harus berbicara (bahkan pada dasar agama)."
gk buat my 2021 recap cos kasian bgt bestie kalau diliat liat,Negatif,Jangan membuat 2021 saya minta maaf untuk bestie ketika Anda melihatnya.
kepo ke max,Netral,ke maksimal
"aquarius 2021 sendiri cinta, perawatan diri, harga diri (lebih kepada sisi penyembuhan dan mertintai diri sendiri)",Positif,"aquiarius 2021 cinta-diri, harga diri, harga diri (lebih ke sisi penyembuhan dan bersantai sendiri)"
emang diam dan purapura gatau paling ampuh biar gak bikin overfinking sendiri: ((((((((((,Negatif,Ini adalah tindakan diam yang paling kuat yang tidak menggantikan sendiri:
yah ke spill deh hahaha,Negatif,ya untuk menumpahkan haha
"selamat ulang tahun cinta pertamaku, kim taehyung! :party_popper: terima kasih telah membawa begitu banyak kebahagiaan setiap hari dan untuk melepaskan musik yang menghibur dan menyembuhkan yang akan saya hargai selamanya. anda adalah pemandangan yang sempurna, saya mencintaimu tanpa henti:purple_heart:",Positif,"Selamat ulang tahun pertama cinta, kim taehyung! Terima kasih untuk membawa begitu banyak kebahagiaan setiap hari dan untuk melepaskan menenangkan dan menyembuhkan musik yang akan saya sayangi selamanya."
menikmati kesepian ini selagi terakhir. setiap detiknya. akan rindu berada di sini,Positif,"Menikmati kesepian ini sementara berlangsung, setiap detik akan merindukan berada di sini."
udah paling bener staycation meskipun masih di jantung kota hujan,Positif,"Ini adalah tempat yang tepat untuk tinggal, meskipun masih di tengah hujan."
"**** pagi pagi sambil denger lagu nirvana - sesuatu di jalan, jol tiba tiba overhinking mikirin hidup :moai:",Negatif,"**** Pagi mendengarkan nirwana - sesuatu di jalan, jol tiba overhinking kehidupan:"
tak seorangpun : secara harfiah tidak ada orang: saya: saya menyukainya saat wanita ....,Netral,"Tidak ada yang benar-benar bukan siapa-siapa, aku suka saat seorang wanita..."
tempat yang berbeda sikap yang berbeda saya tidak tahu mana yang anda tanyakan atau anda menuduh saya berengsek cangkul banyak jenis perilaku dan sedikit lelah juga untuk memahaminya,Negatif,"Tempat yang berbeda, sikap yang berbeda, aku tak tahu apa yang kau tanyakan."
online bukan berarti lagi chatan sama yang lain ya bestie. bisa jadi hp nya onn orang nya ilang ditelan bumi.,Negatif,Online tidak berarti berbicara dengan orang lain.
bestie:kissing_face_with_closed_eyes:,Positif,Kissing_face_with_closed_eyes:
bantu rt menyematkan **** bestie,Netral,help rt save **** bestie
"saya akan melanjutkan belanja nanti, jangan ragu untuk mendukung tweet saya yang disematkan saat saya tidur, gn :beaming_face_with_smiling_eyes:",Positif,"Aku akan terus berbelanja nanti, jangan ragu untuk mendukung tweet saya disematkan dalam tidur saya, gn:beaming_face_with_smiling_eyes:"
saya membutuhkan sistem dukungan :pleading_face:,Negatif,Aku butuh sistem dukungan: silakan_muka:
apa yang terjadi sekitar :dna:,Netral,Apa yang terjadi di sekitar:
terooos yang terlalu banyak berpikir,Negatif,Therroos berpikir terlalu banyak.
malam malam badan capek otak malah semangat overkrinking,Negatif,"Malam, tubuh lelah, otak dipenuhi semangat."
"kan bikin otak gue terlalu banyak berpikir lagi, mana sih andin dengi lagi omonganyaa rendy ama mas al haduh alemonggg amsyonggg huru hara akan dodang lagi aladin kapan dalam perjalanan ?????",Negatif,"Jangan membuat otak saya berpikir terlalu banyak lagi, di mana sih andin dengan Rendy berbicara dengan mas al haduh allemonggg amyonggg rhuge hara akan tenang lagi adin ketika dalam perjalanan????"
**** jam segini gak beheh penasaran dan kepo dengan ito mima :loudly_crying_face::loudly_crying_face: alamat gak bakal tidur liat tenis meja sampai ngelotok,Negatif,**** tidak ingin tahu pada jam ini dan kepo dengan ito mima:loudly_crying_face:::loudly_crying_face: alamat tidak akan tidur
"liat orang lentur tuh pada kenyataanana emang nyari penyakit dan bkin ga bersyukur, tapi disisi lain bkin mikir raga ""mereka bisa kok gw ga bisa""",Negatif,"Lihatlah orang-orang yang fleksibel pada kenyataannya mencari penyakit dan tidak bisa bersyukur, tetapi di sisi lain, mereka bahkan tidak bisa berpikir ""mereka tidak bisa."""
bom foto :camera_with_flash::bomb: @ penduduk di puri casablanca,Netral,foto bom:kamera_with_flash::bom: @ penduduk di casablanca castle
"sebagian besar waktu, kami bahkan tidak menyadari mana yang berpura -pura atau nyata, dan tidak repot -repot. yang kami pedulikan hanyalah bertahan hidup, tidak peduli caranya. saya sendiri. bertahan hidup. bukan kamu. atau orang lain.",Positif,"sebagian besar waktu, kita bahkan tidak menyadari mana yang berpura-pura atau nyata, dan kami tidak repot-repot semua yang kita pedulikan adalah bertahan hidup, tidak peduli bagaimana aku sendiri bertahan hidup, tidak kamu, atau orang lain."
bahkan cnu menyebutkan chaeyeon tentang fanmeeting bipo :) mereka sangat mengagumi junior mereka,Positif,Bahkan cnu menyebutkan chaeyeon tentang fanmeeting bino:) mereka benar-benar mengagumi junior mereka
"saya berharap, masih ada sedikit perasaan tersisa di hati saya untuk membuat kalian tetap ada. atau, tunjukkan saja siapa mereka yang benar -benar bisa meninggalkan mereka segera.",Negatif,"Aku harap masih ada perasaan yang tersisa dalam hatiku untuk menjaga kalian tetap hidup atau, hanya menunjukkan kepada mereka siapa mereka benar-benar dapat meninggalkan mereka segera."
paling bener dah healing nya tidur bae,Positif,"Itu hal yang benar untuk dilakukan, tidurlah."
staycation dadakan di sini. berangkat jam setengah 11 malam. :rolling_on_the_floor_laughing:,Netral,dada menginap di sini. berangkat jam setengah 11 malam: berguling-guling di_the_flear_laughing:
kepo ..,Netral,kepo..
"hape baru setahun udah trouble aja, susah bgt di biaya :( jangan sampe ada masalah serius ****, kesalahan pembicara aja belum diperbaiki masa nambah masalah lagi sih, aku lg banyak pengeluaran bestie :crying_face:",Negatif,"Sudah setahun kesulitan, sulit dengan biaya: jangan mendapatkan masalah serius ****, kesalahan pembicara belum memperbaiki masalah lagi meskipun, saya memiliki banyak biaya bestie:"
"kadang kangen walaupun 24/7, sering kepikiran buat kedepanya bakalan barangan atau enggga, bakalan baka nyimim satu hati dikedua belah pihak atau engga meskipun selalu menjengkelkan tetapi saya benar -benar merindukan sepanjang waktu.",Negatif,"Kadang-kadang merindukan apakah itu 24/7, sering berpikir tentang hal-hal yang akan maju atau akan kembali, itu akan menjadi satu hati di kedua sisi atau tidak peduli betapa menjengkelkan itu, tapi aku benar-benar merindukannya sepanjang waktu."
"mikha angelo - tembakan juga dan lebih banyak lagi, jalan tengah, lari, tinggal sebentar",Netral,"Mikha Angelo - juga - tembakan dan lebih, jalan tengah, lari, tinggal untuk sementara waktu"
bwat yg masih kepo sama pompa tangga,Netral,Ini masih memompa tangga.
deeptalk bersama mas edo knalpot,Netral,Bicara dalam-dalam dengan ms. edo knalpot
hampir satu minggu disini. jujurly aku gak jompa jarom pentoool,Netral,"Jujur saja, aku tidak memompa alat pentool jarom."
saya benar -benar tidak suka hubungan semacam ini. itu terlalu membosankan.,Negatif,Aku benar-benar tidak suka hubungan semacam ini.
"pergi tidak pernah kembali, untuk membawa harapan yang tidak pasti. jangan pernah dilemparkan dengan ketidakpastian. jangan merasa menyesal, jadi pergi saja dan jangan pernah kembali lakukan apa yang seharusnya! :yellow_heart:",Positif,"jangan pernah kembali, untuk membawa harapan yang tidak pasti jangan pernah menyerah dengan ketidakpastian jangan merasa menyesal, jadi pergilah dan jangan pernah kembali!"
:rolling_on_the_floor_laughing: sanuy banget anjir coman tetup kuping sambil bakar makanan.,Netral,:rolling_on_the_flear_laughing: begitu banyak animated comman tetup telinga ketika membakar makanan.
pengen ke kenkooo .. secara harfiah sangat menangis :loudly_crying_face::loudly_crying_face::loudly_crying_face:,Negatif,Ingin Kenkooo.. benar-benar menangis: keras_crying_face::: keras_crying_face:
selamat malam untuk sayang sayang sayang saya sahabat,Positif,Good night to dear dear dear friend
"target munckin gue banyak sekali yg belum terpenuhi maksimal d tahun ini, ada yg baru seperempat ada yg baru sparuh, ada yg belum sama sekali. tapi ... tunggu... lihat sekeliling put ... anda beruntung manusia :pleading_face: sadargasih ...",Positif,"Mungkin ada banyak target yang belum pernah bertemu dalam setahun, ada seperempat yang baru, belum ada apa-apa."
"pengalaman telah mengajari saya untuk mengetahui, yang mana adalah saudara, yang mana adalah teman, yang merupakan teman terbaik, yang mana yang baik, dan yang mana hanya anak -anak yang baik",Positif,"pengalaman telah mengajarkan saya untuk mengetahui, yang adalah saudara, yang adalah teman, yang adalah sahabat, yang baik, dan yang hanya anak-anak yang baik"
"gak sukanya punya rambut pendek tuh, cepet bgt lepek:weary_face: secara harfiah 4jam setelah keramas udah lepek:smiling_face_with_tear:",Negatif,"Tidak suka memiliki rambut pendek seperti itu, bergegaslah: weary_face: harfiah 4 jam setelah mencuci sudah: siling_face_with_tea:"
"situasi aman terkendali, lgsg ke titik aja y.",Netral,"Situasi di bawah kendali, hanya pergi ke titik."
"aight, imma doin smth untuk whilesee ya kemudian datang untuk menyapa saya/j: //t.co/fdfo9e4g5g",Netral,"alight, imma do smth for whilesee ya then come to greet me /j: /t.co/fdfo9e4g"
saya suka berolahraga untuk menyingkirkan awan kecemasan itu di hari saya!,Positif,Saya suka berolahraga untuk menyingkirkan awan-awan kecemasan di hari saya!
crush reply your story:,Netral,membalas ceritamu:
"suka aja gt diskusi sama yg kritik salah satu gubernur perihal banjir, tp kbnykn lidan diskusi d ksh fakta malah ngeles, penolakan, dan gada kata yg bsa d ambil, kritik byk solusinya gada, tong tonging bgtu .. miris bner ama mindset milenial peoples jaman sekarang",Negatif,"Seperti diskusi yang sama bahwa salah satu kritikus gubernur banjir, tetapi kenyataannya adalah bahwa ketika fakta-fakta dibahas, penyangkalan, dan kata-kata yang dapat diambil, sangat penting oleh solusi."
"ceritakan tentang diri anda 1. ferdi 2. kepo aja lau 3. seribu mil 4. 38.128 foto 5. wa, twit, ig 6. g 7. universitas tanjung **** 8. :Indonesia: 9. - 10. - 11. utang-ers, fakers 12. dua puluh dua puluh 13. perjalanan, kuliner, 14. 2 meter kurang 5 cm jatuhkan emoji, saya akan mengirimkan pertanyaan kepada anda.",Netral,Ceritakan tentang dirimu. 1.ferdi 2.
otw healing:face_with_hand_over_mouth:,Positif,otw penyembuhan:face_with_hand_over_mouth:
"ga dianggap anak aja santuy masa ga dianggap pacar galau, lemah",Negatif,"Dia bahkan tidak menganggap seorang anak, dia tidak dianggap sebagai pacar, dia bingung, dia lemah."
saat sahabatmu adalah ibumu:handshake:,Positif,Ketika teman terbaik Anda adalah ibumu:
"munckin kek kaku bet paka acara tembak-tembakan. tapi yang jelas, mau nembak mau kagak, harus ada kpastian. jangan lupakan itu ya bestie :relieved_face::relieved_face::relieved_face:",Netral,"Mungkin ada taruhan keras di acara tembak tembak tapi jelas, kau ingin menembak tidak, pasti ada jaminannya"
bukan healing tapi jd pusing..:smiling_face:,Negatif,tidak menyembuhkan tetapi mendapatkan pusing.: smiling_face:
menumpahkan kue lebaran kalian **** lur,Netral,menumpahkan kue lebar Anda **** lur
bocah iki narsis banget :face_with_tears_of_joy:,Netral,Jadi bocah narsistik:
"ini adalah superlatif secret society dao, komunitas mengambil bagian dari pemungutan suara ke arah mana proyek ingin pergi, dan penolakan adalah penurunan yang akan datang setelah superlativess ... jadi kami memutuskan bagaimana kami ingin ditolak, betapa kerennya wagmi :rocket:",Netral,"Ini adalah masyarakat rahasia terunggul dao, komunitas mengambil bagian dalam pemilihan di mana proyek ingin pergi, dan penolakan adalah penurunan yang datang setelah superlatif... jadi kami memutuskan bagaimana kita ingin ditolak, bagaimana dingin wagmi:"
